# y,U,k,omega,u'u',u'v',v'v',w'w'
  0.00000000E+00  0.12154273E+01  0.16961742E-02  0.85738573E+00  0.14255573E-02 -0.17153839E-04  0.98328135E-03  0.98350987E-03
  0.86202133E-02  0.12145891E+01  0.16983805E-02  0.85834918E+00  0.14277269E-02  0.34422350E-04  0.98395587E-03  0.98507812E-03
  0.17240470E-01  0.12136810E+01  0.17051465E-02  0.86124901E+00  0.14343764E-02  0.69297471E-04  0.98606190E-03  0.98985474E-03
  0.25860804E-01  0.12126533E+01  0.17167384E-02  0.86610300E+00  0.14457536E-02  0.10476901E-03  0.98974168E-03  0.99798158E-03
  0.34481233E-01  0.12114586E+01  0.17333811E-02  0.87292620E+00  0.14620369E-02  0.14070660E-03  0.99512247E-03  0.10096028E-02
  0.43101758E-01  0.12100636E+01  0.17552347E-02  0.88171951E+00  0.14833303E-02  0.17697100E-03  0.10023021E-02  0.10248371E-02
  0.51722367E-01  0.12084478E+01  0.17823405E-02  0.89245690E+00  0.15096661E-02  0.21342836E-03  0.10113075E-02  0.10437073E-02
  0.60343041E-01  0.12066015E+01  0.18146631E-02  0.90509953E+00  0.15410182E-02  0.24996920E-03  0.10221383E-02  0.10661697E-02
  0.68963759E-01  0.12045230E+01  0.18521436E-02  0.91961072E+00  0.15773167E-02  0.28651755E-03  0.10347977E-02  0.10921728E-02
  0.77584506E-01  0.12022156E+01  0.18946946E-02  0.93595541E+00  0.16184596E-02  0.32302869E-03  0.10492795E-02  0.11216501E-02
  0.86205268E-01  0.11996850E+01  0.19422012E-02  0.95410097E+00  0.16643200E-02  0.35948263E-03  0.10655646E-02  0.11545178E-02
  0.94826038E-01  0.11969377E+01  0.19945248E-02  0.97401850E+00  0.17147509E-02  0.39587695E-03  0.10836222E-02  0.11906765E-02
  0.10344681E+00  0.11939796E+01  0.20515066E-02  0.99568406E+00  0.17695881E-02  0.43222022E-03  0.11034113E-02  0.12300139E-02
  0.11206759E+00  0.11908164E+01  0.21129706E-02  0.10190796E+01  0.18286519E-02  0.46852672E-03  0.11248823E-02  0.12724069E-02
  0.12068836E+00  0.11874542E+01  0.21787252E-02  0.10441939E+01  0.18917485E-02  0.50481201E-03  0.11479788E-02  0.13177231E-02
  0.12930914E+00  0.11838993E+01  0.22484810E-02  0.10710129E+01  0.19585902E-02  0.54104689E-03  0.11726081E-02  0.13657636E-02
  0.13792991E+00  0.11801592E+01  0.23218931E-02  0.10995242E+01  0.20288309E-02  0.57718389E-03  0.11986547E-02  0.14163005E-02
  0.14655069E+00  0.11762415E+01  0.23987842E-02  0.11297464E+01  0.21022817E-02  0.61325855E-03  0.12260621E-02  0.14692246E-02
  0.15517147E+00  0.11721542E+01  0.24790823E-02  0.11617241E+01  0.21788584E-02  0.64934238E-03  0.12548159E-02  0.15244903E-02
  0.16379224E+00  0.11679044E+01  0.25626526E-02  0.11955094E+01  0.22584213E-02  0.68546689E-03  0.12848812E-02  0.15820026E-02
  0.17241302E+00  0.11634979E+01  0.26492897E-02  0.12311609E+01  0.23407675E-02  0.72162980E-03  0.13161968E-02  0.16416152E-02
