y,U_0,U_1,U_2
0,0.73435379,-4.9876971e-14,1.3326909e-19
0.001923967,0.73432342,-8.1863528e-05,1.8769712e-08
0.0038479205,0.73427812,-0.00014930798,3.5340251e-08
0.0057718607,0.73426544,-0.0002215837,5.3727292e-08
0.0076957873,0.73428764,-0.00029389726,7.2766929e-08
0.0096197005,0.73436053,-0.00037660673,9.5338363e-08
0.012581474,0.73455584,-0.00048272036,1.2618659e-07
0.01592774,0.73495652,-0.00060896399,1.6453428e-07
0.019708408,0.73562939,-0.00075067191,2.1012254e-07
0.023995665,0.73666366,-0.00090966697,2.6433728e-07
0.028843309,0.73816691,-0.0010874585,3.2873171e-07
0.034320248,0.74026715,-0.0012852421,4.0492628e-07
0.040508162,0.7431205,-0.0015044928,4.9493796e-07
0.047526737,0.74691219,-0.0017468826,6.0124929e-07
0.055458058,0.75185307,-0.0020118157,7.2543148e-07
0.064431104,0.75885421,-0.0023285923,8.7915979e-07
0.078023905,0.7690728,-0.0027131538,1.0890221e-06
0.092620726,0.78224242,-0.0031126863,1.31772e-06
0.10828799,0.79787485,-0.003494774,1.5571785e-06
0.12510808,0.81612874,-0.0038553651,1.7668272e-06
0.14316759,0.83718057,-0.0041733674,2.0082286e-06
0.16255777,0.86119539,-0.0044568403,2.13514e-06
0.18337499,0.88827045,-0.0046405974,2.0847277e-06
0.2057213,0.9185437,-0.0046813146,1.996489e-06
0.22970495,0.9521928,-0.0046765074,1.7236632e-06
0.25544103,0.9890822,-0.0045389236,1.1765227e-06
0.28305279,1.028663,-0.0042248483,9.0504974e-07
0.31267871,1.0697855,-0.003814263,5.1072039e-07
0.34445073,1.1104279,-0.0032361821,7.3821626e-08
0.3785232,1.1476296,-0.0026556446,2.5960981e-07
0.41505308,1.1777807,-0.0022164343,3.0670822e-07
0.45420964,1.19772,-0.0018168884,1.6954769e-07
0.49617431,1.2063034,-0.001463077,1.7068697e-07
0.53815678,1.2054071,-0.001167301,9.789473e-08
0.577364,1.1984528,-0.00087924474,8.1419313e-08
0.61397542,1.187663,-0.00059358437,5.5130694e-08
0.64816063,1.1738721,-0.00029929843,5.439005e-08
0.68007914,1.1573791,-2.2522115e-05,8.3576474e-09
0.70988065,1.1384846,0.00023033638,-3.455263e-08
0.73770507,1.1172346,0.00051550768,-1.3017561e-08
0.76368338,1.0931054,0.00076358722,-7.8913343e-08
0.78793796,1.0657029,0.00097237479,-1.2141713e-07
0.8105831,1.0352764,0.0011902829,-1.2938361e-07
0.83172558,1.0024432,0.0013808618,-1.8327052e-07
0.85146508,0.96791751,0.0015234119,-2.4462977e-07
0.86989469,0.93244031,0.0016052832,-3.1310638e-07
0.88710134,0.89668003,0.0016228243,-3.7144191e-07
0.90316618,0.86124878,0.0015295866,-4.4791654e-07
0.91816496,0.82660781,0.0013863912,-4.3467846e-07
0.93216845,0.79477419,0.0012460551,-3.8228701e-07
0.94143478,0.76807871,0.0010570944,-3.9865275e-07
0.94963629,0.74431104,0.00087652388,-3.5499681e-07
0.95689536,0.72077629,0.00072710996,-2.9255957e-07
0.96332027,0.69687513,0.00058070878,-2.6157211e-07
0.96900688,0.67186655,0.00045630875,-2.0110567e-07
0.97404003,0.6447734,0.00030965703,-1.8282057e-07
0.97849482,0.61428228,0.00014396381,-1.5638766e-07
0.98243769,0.57824235,-3.5215461e-05,-1.9715583e-08
0.98592748,0.53332897,-0.00032714074,-6.5248066e-08
0.98901626,0.47817262,-2.7341718e-05,-1.323049e-07
0.99102265,0.4137463,0.0010743762,1.8601197e-09
0.99302904,0.33094077,0.00084085351,3.0175624e-08
0.99503544,0.2265667,-0.00067459109,-1.1990441e-08
0.99704183,0.11367387,-0.00075822001,-7.1102954e-09
0.99904822,0.032425499,-0.00010179756,-2.0598606e-09
