y,R_0,R_1,R_2,R_3,R_4,R_5
0,0.0075808948,-5.1285945e-16,8.6999088e-20,1.3533778e-15,5.9089752e-17,2.5799143e-18
0.0019126049,0.0075814506,8.409905e-06,9.3516069e-08,0.0082581248,-1.7966018e-06,1.5742281e-05
0.0038251942,0.0075793945,-3.4304738e-05,1.4150427e-07,0.0082921205,-1.8080088e-06,1.5807086e-05
0.0057377678,0.0075684965,-8.1200619e-05,1.7868821e-07,0.0083114316,-1.8301968e-06,1.5843899e-05
0.0076503257,0.0075453057,-0.0001297583,2.121184e-07,0.0083398749,-1.8669346e-06,1.5898119e-05
0.009562868,0.0074946946,-0.00019250053,2.4058774e-07,0.0083946848,-1.9304114e-06,1.6002602e-05
0.012507132,0.0073868689,-0.0002819601,2.6383509e-07,0.0085020041,-2.0173378e-06,1.6207183e-05
0.015833609,0.0072034009,-0.00039235823,2.8633254e-07,0.0086773845,-2.1308937e-06,1.6541507e-05
0.019591912,0.0069346214,-0.0005173569,3.0972458e-07,0.0089297429,-2.2603878e-06,1.7022572e-05
0.023856498,0.0065679278,-0.00065788562,3.3409464e-07,0.0092723114,-2.3973506e-06,1.7675603e-05
0.02867915,0.0060942494,-0.00081537948,3.5909614e-07,0.0097156013,-2.5339894e-06,1.8520636e-05
0.034127838,0.0055096356,-0.00099128667,3.8405562e-07,0.010266647,-2.6589432e-06,1.9571084e-05
0.040283818,0.0048152556,-0.0011869053,4.0775951e-07,0.010929254,-2.759717e-06,2.0834196e-05
0.047270817,0.0040180687,-0.0014042068,4.2847726e-07,0.01170171,-2.8197162e-06,2.2306712e-05
0.055166714,0.0031325781,-0.0016434053,4.4420217e-07,0.01257548,-2.8266007e-06,2.3972359e-05
0.064101715,0.0021012844,-0.0019267393,4.5581273e-07,0.013617948,-2.7779806e-06,2.5959594e-05
0.077642392,0.0008836785,-0.0022743934,4.4233617e-07,0.014868058,-2.5509345e-06,2.834265e-05
0.092189642,-0.00036699173,-0.0026453519,4.078745e-07,0.016155435,-2.2176843e-06,3.0796749e-05
0.10780925,-0.0015201877,-0.0030017869,3.4794464e-07,0.017318738,-1.7768662e-06,3.3014328e-05
0.12458479,-0.0025488711,-0.0033271035,2.6182963e-07,0.018288197,-1.260951e-06,3.4862386e-05
0.14260383,-0.0033954533,-0.0036014421,1.6019581e-07,0.018959241,-7.1802434e-07,3.6141583e-05
0.16195844,-0.0040269304,-0.0038159817,5.6531818e-08,0.019234854,-2.3167896e-07,3.6666977e-05
0.17460067,-0.0041787879,-0.0038807675,5.8454322e-06,0.019056402,-4.2021313e-05,3.6326799e-05
0.18274563,-0.0042760996,-0.0039223326,2.8758588e-08,0.0189405,-1.0815153e-07,3.6105856e-05
0.20506795,-0.0041015383,-0.0038854941,6.7065347e-08,0.017993978,-2.2557201e-07,3.4301522e-05
0.229034,-0.003734047,-0.0037005844,3.5621699e-08,0.016520639,-1.4611693e-07,3.1492929e-05
0.25475912,-0.0032753806,-0.0033494296,-5.2005297e-08,0.014613682,7.9892095e-08,2.785774e-05
0.28236682,-0.0027595155,-0.0028594719,-1.490425e-07,0.012393352,3.0211807e-07,2.3625173e-05
0.31199692,-0.0020516068,-0.0022634541,-2.8348977e-07,0.0099458555,7.1252696e-07,1.8959565e-05
0.34378009,-0.0010744746,-0.0016369828,-3.0764176e-07,0.0074300741,8.9992059e-07,1.4163786e-05
0.37787146,-0.00010392916,-0.0010949151,-1.7350206e-07,0.0051993859,4.7281743e-07,9.9114747e-06
0.4144275,0.00067556114,-0.00067168772,-7.3579489e-08,0.0034819642,1.1634509e-07,6.6375915e-06
0.45361706,0.00127497,-0.00034970282,-2.2389992e-08,0.0023398957,-8.1839116e-08,4.4604915e-06
0.49562123,0.0016412383,-9.3720482e-05,5.9822991e-09,0.0018195322,-1.4090763e-07,3.4685341e-06
0.53764612,0.0016658038,0.00013603642,2.7087798e-08,0.0018950965,-8.6721062e-08,3.6125806e-06
0.57689471,0.0013729779,0.00036481676,5.7432641e-08,0.0024044049,6.519693e-08,4.583464e-06
0.61354575,0.00088553788,0.0006079457,9.8384384e-08,0.0031854349,2.6960981e-07,6.0723243e-06
0.64776848,0.00029163101,0.00087390565,1.291378e-07,0.0041548539,4.6499401e-07,7.9203064e-06
0.67972232,-0.00034646934,0.0011548854,1.3968726e-07,0.0052623158,5.8351502e-07,1.0031436e-05
0.709557,-0.00096845062,0.0014398466,1.5048867e-07,0.0064508812,6.5651185e-07,1.2297172e-05
0.73741246,-0.0015400299,0.0017300089,9.6450588e-08,0.0076775935,5.7745523e-07,1.4635627e-05
0.76341982,-0.0019339804,0.0019796211,6.543647e-08,0.008848305,5.168114e-07,1.6867329e-05
0.78770153,-0.0021855582,0.0022014636,1.1503487e-07,0.0099809236,6.3222873e-07,1.9026415e-05
0.81037202,-0.0024473394,0.0024442883,1.1983908e-07,0.011151317,6.9024481e-07,2.1257509e-05
0.83153817,-0.002704676,0.0026770927,8.46103e-08,0.012296812,6.0177306e-07,2.3441141e-05
0.85129978,-0.0029399941,0.0028747699,1.5915947e-08,0.013333617,3.2186613e-07,2.5417581e-05
0.86975003,-0.0031326517,0.0030207734,-9.1375276e-08,0.014166119,-1.3071643e-07,2.700456e-05
0.88697595,-0.0032636318,0.0030984559,-2.1551701e-07,0.014710352,-6.8818425e-07,2.8042018e-05
0.90305878,-0.003318839,0.0030924302,-3.4507203e-07,0.014911329,-1.2447787e-06,2.8425137e-05
0.91807437,-0.0032934339,0.0030119099,-4.0283066e-07,0.014745639,-1.6913739e-06,2.8109286e-05
0.93209354,-0.0031980108,0.0028887121,-4.0250296e-07,0.014280021,-1.9848003e-06,2.722169e-05
0.94137025,-0.0029601128,0.0027229847,-4.5480849e-07,0.013624659,-2.1874286e-06,2.5972387e-05
0.94958095,-0.0026358353,0.0025457317,-4.2169642e-07,0.012878388,-2.1208899e-06,2.4549786e-05
0.95684814,-0.0023475276,0.0023894497,-3.1426295e-07,0.012106113,-1.8365357e-06,2.3077616e-05
0.96328025,-0.0021058335,0.002241796,-2.5799442e-07,0.011334437,-1.540012e-06,2.1606586e-05
0.96897323,-0.0019378211,0.0020997516,-1.8730118e-07,0.010591891,-1.2129124e-06,2.0191089e-05
0.97401202,-0.0018418295,0.0019661361,-1.2985271e-07,0.0098676294,-8.975509e-07,1.8810444e-05
0.97847179,-0.0018090061,0.0018283396,-8.3793369e-08,0.0091356019,-6.3886271e-07,1.7414996e-05
0.98241909,-0.0017407285,0.0016607095,-2.1641067e-08,0.0082648546,-3.8269746e-07,1.575511e-05
0.98591279,-0.0015508641,0.0014725421,-3.3176104e-08,0.0070684374,-2.4414341e-07,1.3474406e-05
0.98900502,-0.001137482,0.0011746252,-2.7630466e-08,0.0053838832,-1.3231899e-07,1.0263178e-05
0.99101366,-0.00051140271,0.00070630405,1.6457987e-08,0.0033209148,1.0888697e-08,6.3305867e-06
0.9930223,5.211769e-07,0.00025074146,8.5629e-09,0.0013273391,1.5241182e-08,2.5302772e-06
0.99503094,9.8222201e-05,3.0871057e-05,1.3892007e-09,0.00021596742,3.2079124e-09,4.1169392e-07
0.99703958,1.0504781e-05,5.8088447e-07,3.2968615e-11,1.1133774e-05,-2.7231475e-11,2.1224068e-08
0.99904822,7.7156188e-08,3.3853722e-10,2.2466881e-14,7.7035996e-08,-1.7859836e-13,1.4685202e-10
