gen,minFit,best_run_id,pop_size,tsize,msize,pmut,ponec,ptwoc,pinv,pblo,pgswap,piswap,seed
1,0.37659247728209866,00002,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
2,0.3632987172721519,00014,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
3,0.34357551541308234,00020,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
4,0.32178740779146703,00024,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
5,0.30151922846413787,00027,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
6,0.28901544772360016,00029,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
17,0.2885324313352725,00076,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
18,0.28421658839921876,00079,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
28,0.2793208246854567,00118,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
29,0.2783520319671679,00122,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
30,0.2758639843483753,00125,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
35,0.2690593180584479,00148,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
41,0.2678910101188439,00170,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
43,0.2672419609873266,00178,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
44,0.26561825376276915,00181,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
50,0.25122982012075323,00205,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
58,0.24978442509322032,00239,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
65,0.24445071731456836,00266,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
72,0.2441823104923984,00294,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
76,0.2437999326553418,00309,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
84,0.24363013564572694,00343,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
88,0.24104079918421914,00358,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
96,0.22406593598300492,00390,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
100,0.22406593598300492,00390,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
