# y,U,k,omega
  0.47629537E+00  0.81492910E+00  0.64849869E-02  0.17326698E+02 
  0.47845056E+00  0.80323109E+00  0.65026572E-02  0.19132550E+02 
  0.48060575E+00  0.79026443E+00  0.65159897E-02  0.21365142E+02 
  0.48168335E+00  0.78322661E+00  0.65211166E-02  0.22686780E+02 
  0.48276095E+00  0.77573954E+00  0.65255940E-02  0.24187444E+02 
  0.48383855E+00  0.76773630E+00  0.65292384E-02  0.25904107E+02 
  0.48491614E+00  0.75913732E+00  0.65316753E-02  0.27886136E+02 
  0.48599374E+00  0.74984593E+00  0.65323385E-02  0.30199050E+02 
  0.48707134E+00  0.73973999E+00  0.65303932E-02  0.32931733E+02 
  0.48814893E+00  0.72866223E+00  0.65245800E-02  0.36207821E+02 
  0.48922653E+00  0.71641055E+00  0.65130422E-02  0.40204628E+02 
  0.49030413E+00  0.70273502E+00  0.64934186E-02  0.45190621E+02 
  0.49084293E+00  0.69527060E+00  0.64802810E-02  0.48163150E+02 
  0.49138172E+00  0.68729405E+00  0.64649775E-02  0.51557103E+02 
  0.49192052E+00  0.67872467E+00  0.64469567E-02  0.55463707E+02 
  0.49245932E+00  0.66946672E+00  0.64253394E-02  0.60005129E+02 
  0.49299812E+00  0.65940238E+00  0.63988819E-02  0.65345069E+02 
  0.49353692E+00  0.64838048E+00  0.63658090E-02  0.71707896E+02 
  0.49407572E+00  0.63620283E+00  0.63234886E-02  0.79409073E+02 
  0.49461452E+00  0.62260812E+00  0.62679502E-02  0.88906066E+02 
  0.49515331E+00  0.60929971E+00  0.62041262E-02  0.99219189E+02 
  0.49542271E+00  0.59880260E+00  0.61474340E-02  0.10812303E+03 
  0.49569211E+00  0.58969878E+00  0.60945406E-02  0.11643114E+03 
  0.49596151E+00  0.57983784E+00  0.60329396E-02  0.12607265E+03 
  0.49623091E+00  0.56908768E+00  0.59600753E-02  0.13737915E+03 
  0.49650031E+00  0.55728217E+00  0.58724279E-02  0.15079808E+03 
  0.49676971E+00  0.54420494E+00  0.57650708E-02  0.16694644E+03 
  0.49703911E+00  0.52956770E+00  0.56309210E-02  0.18669557E+03 
  0.49730851E+00  0.51298042E+00  0.54595418E-02  0.21131011E+03 
  0.49757791E+00  0.49647296E+00  0.52672731E-02  0.23830083E+03 
  0.49771261E+00  0.48326036E+00  0.50982965E-02  0.26177481E+03 
  0.49784731E+00  0.47167699E+00  0.49404787E-02  0.28379222E+03 
  0.49798201E+00  0.45901562E+00  0.47578167E-02  0.30945040E+03 
  0.49811671E+00  0.44509757E+00  0.45454158E-02  0.33964643E+03 
  0.49825140E+00  0.42970731E+00  0.42977433E-02  0.37558248E+03 
  0.49838610E+00  0.41258503E+00  0.40089165E-02  0.41890526E+03 
  0.49852080E+00  0.39342082E+00  0.36732802E-02  0.47192665E+03 
  0.49865550E+00  0.37185140E+00  0.32862759E-02  0.53797763E+03 
  0.49879020E+00  0.35068968E+00  0.29044126E-02  0.61027584E+03 
  0.49885755E+00  0.33405167E+00  0.26069933E-02  0.67305189E+03 
  0.49892490E+00  0.31978716E+00  0.23576725E-02  0.73195575E+03 
  0.49899225E+00  0.30462065E+00  0.21006904E-02  0.80079471E+03 
  0.49905960E+00  0.28852462E+00  0.18394864E-02  0.88229920E+03 
  0.49912695E+00  0.27148957E+00  0.15783910E-02  0.98031595E+03 
  0.49919430E+00  0.25353052E+00  0.13225680E-02  0.11004292E+04 
  0.49926165E+00  0.23469217E+00  0.10777674E-02  0.12509842E+04 
  0.49932900E+00  0.21505137E+00  0.84986558E-03  0.14448192E+04 
  0.49939635E+00  0.19729348E+00  0.66847323E-03  0.16654906E+04 
  0.49943003E+00  0.18431153E+00  0.55138921E-03  0.18639636E+04 
  0.49946370E+00  0.17378731E+00  0.46578211E-03  0.20560695E+04 
  0.49949738E+00  0.16315722E+00  0.38787355E-03  0.22873122E+04 
  0.49953105E+00  0.15243851E+00  0.31787450E-03  0.25693258E+04 
  0.49956473E+00  0.14164755E+00  0.25585632E-03  0.29183274E+04 
  0.49959840E+00  0.13079933E+00  0.20175280E-03  0.33574743E+04 
  0.49963208E+00  0.11990713E+00  0.15536217E-03  0.39207380E+04 
  0.49966575E+00  0.10898228E+00  0.11635219E-03  0.46595411E+04 
  0.49969943E+00  0.99403790E-01  0.87863067E-04  0.55111700E+04 
  0.49971626E+00  0.92553292E-01  0.70685452E-04  0.62821835E+04 
  0.49973310E+00  0.87069295E-01  0.58638173E-04  0.70302571E+04 
  0.49974994E+00  0.81582789E-01  0.48044731E-04  0.79311853E+04 
  0.49976678E+00  0.76094305E-01  0.38817734E-04  0.90288740E+04 
  0.49978361E+00  0.70604282E-01  0.30866297E-04  0.10384247E+05 
  0.49980045E+00  0.65113082E-01  0.24096588E-04  0.12083796E+05 
  0.49981729E+00  0.59620991E-01  0.18412359E-04  0.14253589E+05 
  0.49983413E+00  0.54128234E-01  0.13715455E-04  0.17083103E+05 
  0.49985096E+00  0.49321680E-01  0.10330086E-04  0.20323536E+05 
  0.49985938E+00  0.45888238E-01  0.83077139E-05  0.23240465E+05 
  0.49986780E+00  0.43141384E-01  0.68960367E-05  0.26055955E+05 
  0.49987622E+00  0.40394463E-01  0.56587639E-05  0.29429197E+05 
  0.49988464E+00  0.37647482E-01  0.45834889E-05  0.33515681E+05 
  0.49989306E+00  0.34900450E-01  0.36579114E-05  0.38529386E+05 
  0.49990148E+00  0.32153370E-01  0.28698469E-05  0.44771238E+05 
  0.49990989E+00  0.29406249E-01  0.22072375E-05  0.52675106E+05 
  0.49991831E+00  0.26659088E-01  0.16581612E-05  0.62884852E+05 
  0.49992673E+00  0.24255297E-01  0.12607605E-05  0.74457359E+05 
  0.49993094E+00  0.22538288E-01  0.10221987E-05  0.84780639E+05 
  0.49993515E+00  0.21164670E-01  0.85493721E-06  0.94662923E+05 
  0.49993936E+00  0.19791046E-01  0.70764092E-06  0.10640471E+06 
  0.49994357E+00  0.18417427E-01  0.57891729E-06  0.12049750E+06 
  0.49994778E+00  0.17043840E-01  0.46739593E-06  0.13760721E+06 
  0.49995199E+00  0.15670361E-01  0.37172967E-06  0.15865326E+06 
  0.49995619E+00  0.14297169E-01  0.29059567E-06  0.18493207E+06 
  0.49996040E+00  0.12924656E-01  0.22269490E-06  0.21831495E+06 
  0.49996459E+00  0.11553580E-01  0.16674763E-06  0.26157490E+06 
  0.49996877E+00  0.10185248E-01  0.12148515E-06  0.31894667E+06 
  0.49997292E+00  0.88216663E-02  0.85645541E-07  0.39713173E+06 
  0.49997703E+00  0.74655251E-02  0.57986292E-07  0.50720770E+06 
  0.49998107E+00  0.61199107E-02  0.37312531E-07  0.66852321E+06 
  0.49998503E+00  0.47876658E-02  0.22494945E-07  0.91736878E+06 
  0.49998889E+00  0.34704929E-02  0.12456804E-07  0.13285124E+07 
  0.49999266E+00  0.21680641E-02  0.61571781E-08  0.20768427E+07 
  0.49999635E+00  0.97949644E-03  0.20303703E-08  0.34794161E+07 
  0.50000000E+00  0.43865002E-03  0.24674889E-09  0.43925250E+07 
