# y,U,k,omega
  0.00000000E+00  0.12154273E+01  0.16961742E-02  0.85738573E+00 
  0.86202133E-02  0.12145891E+01  0.16983805E-02  0.85834918E+00 
  0.17240470E-01  0.12136810E+01  0.17051465E-02  0.86124901E+00 
  0.25860804E-01  0.12126533E+01  0.17167384E-02  0.86610300E+00 
  0.34481233E-01  0.12114586E+01  0.17333811E-02  0.87292620E+00 
  0.43101758E-01  0.12100636E+01  0.17552347E-02  0.88171951E+00 
  0.51722367E-01  0.12084478E+01  0.17823405E-02  0.89245690E+00 
  0.60343041E-01  0.12066015E+01  0.18146631E-02  0.90509953E+00 
  0.68963759E-01  0.12045230E+01  0.18521436E-02  0.91961072E+00 
  0.77584506E-01  0.12022156E+01  0.18946946E-02  0.93595541E+00 
  0.86205268E-01  0.11996850E+01  0.19422012E-02  0.95410097E+00 
  0.94826038E-01  0.11969377E+01  0.19945248E-02  0.97401850E+00 
  0.10344681E+00  0.11939796E+01  0.20515066E-02  0.99568406E+00 
  0.11206759E+00  0.11908164E+01  0.21129706E-02  0.10190796E+01 
  0.12068836E+00  0.11874542E+01  0.21787252E-02  0.10441939E+01 
  0.12930914E+00  0.11838993E+01  0.22484810E-02  0.10710129E+01 
  0.13792991E+00  0.11801592E+01  0.23218931E-02  0.10995242E+01 
  0.14655069E+00  0.11762415E+01  0.23987842E-02  0.11297464E+01 
  0.15517147E+00  0.11721542E+01  0.24790823E-02  0.11617241E+01 
  0.16379224E+00  0.11679044E+01  0.25626526E-02  0.11955094E+01 
  0.17241302E+00  0.11634979E+01  0.26492897E-02  0.12311609E+01 
  0.18103379E+00  0.11589396E+01  0.27387296E-02  0.12687464E+01 
  0.18965457E+00  0.11542332E+01  0.28307019E-02  0.13083498E+01 
  0.19827534E+00  0.11493829E+01  0.29249881E-02  0.13500807E+01 
  0.20689612E+00  0.11443931E+01  0.30214119E-02  0.13940753E+01 
  0.21551690E+00  0.11392696E+01  0.31198092E-02  0.14404948E+01 
  0.22413767E+00  0.11340168E+01  0.32200248E-02  0.14895284E+01 
  0.23275845E+00  0.11286378E+01  0.33219126E-02  0.15413963E+01 
  0.24137922E+00  0.11231324E+01  0.34253361E-02  0.15963548E+01 
  0.25000000E+00  0.11174987E+01  0.35301686E-02  0.16547016E+01 
  0.25862078E+00  0.11117338E+01  0.36362938E-02  0.17167827E+01 
  0.26724155E+00  0.11058345E+01  0.37436061E-02  0.17830004E+01 
  0.27586233E+00  0.10997946E+01  0.38520103E-02  0.18538242E+01 
  0.28448310E+00  0.10935997E+01  0.39614218E-02  0.19298029E+01 
  0.29310388E+00  0.10872274E+01  0.40717668E-02  0.20115811E+01 
  0.30172466E+00  0.10806561E+01  0.41829822E-02  0.20999199E+01 
  0.31034543E+00  0.10738815E+01  0.42950161E-02  0.21957224E+01 
  0.31896621E+00  0.10669286E+01  0.44078286E-02  0.23000680E+01 
  0.32758698E+00  0.10598473E+01  0.45213937E-02  0.24142561E+01 
  0.33620776E+00  0.10526872E+01  0.46357015E-02  0.25398646E+01 
  0.34482853E+00  0.10449749E+01  0.47507628E-02  0.26788273E+01 
  0.35344931E+00  0.10379293E+01  0.48666136E-02  0.28335392E+01 
  0.36207009E+00  0.10304534E+01  0.49833203E-02  0.30070008E+01 
  0.37069086E+00  0.10224947E+01  0.51009774E-02  0.32030177E+01 
  0.37931164E+00  0.10139881E+01  0.52196847E-02  0.34264826E+01 
  0.38793241E+00  0.10048504E+01  0.53394752E-02  0.36837759E+01 
  0.39655319E+00  0.99497396E+00  0.54601524E-02  0.39833550E+01 
  0.40517397E+00  0.98421904E+00  0.55810071E-02  0.43366554E+01 
  0.41379474E+00  0.97241176E+00  0.57005064E-02  0.47595770E+01 
  0.42241552E+00  0.95937230E+00  0.58166072E-02  0.52751412E+01 
  0.42672591E+00  0.95233127E+00  0.58734274E-02  0.55772229E+01 
  0.43103629E+00  0.94488810E+00  0.59300822E-02  0.59178607E+01 
  0.43534668E+00  0.93699328E+00  0.59867608E-02  0.63046203E+01 
  0.43965707E+00  0.92857640E+00  0.60436202E-02  0.67476525E+01 
  0.44396746E+00  0.91955090E+00  0.61006503E-02  0.72602213E+01 
  0.44827784E+00  0.90980960E+00  0.61575865E-02  0.78600163E+01 
  0.45258823E+00  0.89921856E+00  0.62137952E-02  0.85712103E+01 
  0.45689862E+00  0.88761182E+00  0.62682084E-02  0.94278465E+01 
  0.46120901E+00  0.87480120E+00  0.63196811E-02  0.10479978E+02 
  0.46336420E+00  0.86787374E+00  0.63444950E-02  0.11099716E+02 
  0.46551940E+00  0.86052722E+00  0.63691958E-02  0.11800827E+02 
  0.46767459E+00  0.85270361E+00  0.63937505E-02  0.12599521E+02 
  0.46982978E+00  0.84433093E+00  0.64180076E-02  0.13517485E+02 
  0.47198498E+00  0.83532200E+00  0.64416761E-02  0.14583287E+02 
  0.47414017E+00  0.82556763E+00  0.64642673E-02  0.15835363E+02 
