C:0,C:1,C:2,Points:0,Points:1,Points:2,vtkOriginalIndices
3.8,0.470956,-4.55186e-17,3.8,0.470956,0.0205624,828
3.81667,0.470956,0,3.81667,0.470956,0.0205624,829
3.83333,0.470956,9.12432e-17,3.83333,0.470956,0.0205624,830
3.85,0.470956,-2.05961e-19,3.85,0.470956,0.0205624,831
3.86667,0.470956,-9.14492e-17,3.86667,0.470956,0.0205624,832
3.88333,0.470956,0,3.88333,0.470956,0.0205624,833
3.9,0.470956,0,3.9,0.470956,0.0205624,834
3.91667,0.470956,0,3.91667,0.470956,0.0205624,835
3.93333,0.470956,-4.55186e-17,3.93333,0.470956,0.0205624,836
3.95,0.470956,0,3.95,0.470956,0.0205624,837
3.96667,0.470956,4.55186e-17,3.96667,0.470956,0.0205624,838
3.98333,0.470956,1.69827e-19,3.98333,0.470956,0.0205624,839
4,0.470956,-7.22801e-20,4,0.470956,0.0205624,840
4.01667,0.470956,-2.42107e-19,4.01667,0.470956,0.0205624,841
4.03333,0.470956,0,4.03333,0.470956,0.0205624,842
4.05,0.470956,0,4.05,0.470956,0.0205624,843
4.06667,0.470956,0,4.06667,0.470956,0.0205624,844
4.08333,0.470956,0,4.08333,0.470956,0.0205624,845
4.1,0.470956,0,4.1,0.470956,0.0205624,846
4.11667,0.470956,0,4.11667,0.470956,0.0205624,847
4.13333,0.470956,0,4.13333,0.470956,0.0205624,848
4.15,0.470956,0,4.15,0.470956,0.0205624,849
4.16667,0.470956,0,4.16667,0.470956,0.0205624,850
4.18333,0.470956,0,4.18333,0.470956,0.0205624,851
4.2,0.470956,3.75793e-19,4.2,0.470956,0.0205624,852
4.21667,0.470956,1.33687e-19,4.21667,0.470956,0.0205624,853
4.23333,0.470956,-7.22801e-20,4.23333,0.470956,0.0205624,854
4.25,0.470956,1.69827e-19,4.25,0.470956,0.0205624,855
4.26667,0.470956,2.42107e-19,4.26667,0.470956,0.0205624,856
4.28333,0.470956,7.22801e-20,4.28333,0.470956,0.0205624,857
4.3,0.470956,7.22801e-20,4.3,0.470956,0.0205624,858
4.31667,0.470956,2.42107e-19,4.31667,0.470956,0.0205624,859
4.33333,0.470956,0,4.33333,0.470956,0.0205624,860
4.35,0.470956,0,4.35,0.470956,0.0205624,861
4.36667,0.470956,0,4.36667,0.470956,0.0205624,862
4.38333,0.470956,0,4.38333,0.470956,0.0205624,863
4.4,0.470956,0,4.4,0.470956,0.0205624,864
4.41667,0.470956,0,4.41667,0.470956,0.0205624,865
4.43333,0.470956,0,4.43333,0.470956,0.0205624,866
4.45,0.470956,0,4.45,0.470956,0.0205624,867
4.46667,0.470956,1.69827e-19,4.46667,0.470956,0.0205624,868
4.48333,0.470956,-2.78247e-19,4.48333,0.470956,0.0205624,869
4.5,0.470956,-6.179e-19,4.5,0.470956,0.0205624,870
4.51667,0.470956,7.22801e-20,4.51667,0.470956,0.0205624,871
4.53333,0.470956,2.42107e-19,4.53333,0.470956,0.0205624,872
4.55,0.470956,0,4.55,0.470956,0.0205624,873
4.56667,0.470956,0,4.56667,0.470956,0.0205624,874
4.58333,0.470956,0,4.58333,0.470956,0.0205624,875
4.6,0.470956,0,4.6,0.470956,0.0205624,876
4.61667,0.470956,0,4.61667,0.470956,0.0205624,877
4.63333,0.470956,0,4.63333,0.470956,0.0205624,878
4.65,0.470956,0,4.65,0.470956,0.0205624,879
4.66667,0.470956,0,4.66667,0.470956,0.0205624,880
4.68333,0.470956,1.69827e-19,4.68333,0.470956,0.0205624,881
4.7,0.470956,-7.22801e-20,4.7,0.470956,0.0205624,882
4.71667,0.470956,-2.42107e-19,4.71667,0.470956,0.0205624,883
4.73333,0.470956,0,4.73333,0.470956,0.0205624,884
4.75,0.470956,0,4.75,0.470956,0.0205624,885
4.76667,0.470956,-1.69827e-19,4.76667,0.470956,0.0205624,886
4.78333,0.470956,7.22801e-20,4.78333,0.470956,0.0205624,887
4.8,0.470956,2.42107e-19,4.8,0.470956,0.0205624,888
4.81667,0.470956,0,4.81667,0.470956,0.0205624,889
4.83333,0.470956,0,4.83333,0.470956,0.0205624,890
4.85,0.470956,0,4.85,0.470956,0.0205624,891
4.86667,0.470956,0,4.86667,0.470956,0.0205624,892
4.88333,0.470956,0,4.88333,0.470956,0.0205624,893
4.9,0.470956,0,4.9,0.470956,0.0205624,894
4.91667,0.470956,0,4.91667,0.470956,0.0205624,895
4.93333,0.470956,9.14492e-17,4.93333,0.470956,0.0205624,896
4.95,0.470956,3.75791e-19,4.95,0.470956,0.0205624,897
4.96667,0.470956,-9.13155e-17,4.96667,0.470956,0.0205624,898
4.98333,0.470956,-4.11933e-19,4.98333,0.470956,0.0205624,899
5,0.470956,7.22801e-20,5,0.470956,0.0205624,900
5.01667,0.470956,2.42107e-19,5.01667,0.470956,0.0205624,901
5.03333,0.470956,0,5.03333,0.470956,0.0205624,902
5.05,0.470956,0,5.05,0.470956,0.0205624,903
5.06667,0.470956,0,5.06667,0.470956,0.0205624,904
5.08333,0.470956,9.14492e-17,5.08333,0.470956,0.0205624,905
5.1,0.470956,0,5.1,0.470956,0.0205624,906
5.11667,0.470956,-9.14492e-17,5.11667,0.470956,0.0205624,907
5.13333,0.470956,0,5.13333,0.470956,0.0205624,908
5.15,0.470956,0,5.15,0.470956,0.0205624,909
5.16667,0.470956,1.69827e-19,5.16667,0.470956,0.0205624,910
5.18333,0.470956,-2.78247e-19,5.18333,0.470956,0.0205624,911
5.2,0.470956,-4.48073e-19,5.2,0.470956,0.0205624,912
5.21667,0.470956,-9.12432e-17,5.21667,0.470956,0.0205624,913
5.23333,0.470956,2.05961e-19,5.23333,0.470956,0.0205624,914
5.25,0.470956,9.12794e-17,5.25,0.470956,0.0205624,915
5.26667,0.470956,7.22801e-20,5.26667,0.470956,0.0205624,916
5.28333,0.470956,2.42107e-19,5.28333,0.470956,0.0205624,917
5.3,0.470956,0,5.3,0.470956,0.0205624,918
5.31667,0.470956,0,5.31667,0.470956,0.0205624,919
5.33333,0.470956,0,5.33333,0.470956,0.0205624,920
5.35,0.470956,0,5.35,0.470956,0.0205624,921
5.36667,0.470956,0,5.36667,0.470956,0.0205624,922
5.38333,0.470956,0,5.38333,0.470956,0.0205624,923
5.4,0.470956,0,5.4,0.470956,0.0205624,924
5.41667,0.470956,0,5.41667,0.470956,0.0205624,925
5.43333,0.470956,1.82692e-16,5.43333,0.470956,0.0205624,926
5.45,0.470956,0,5.45,0.470956,0.0205624,927
5.46667,0.470956,-1.82862e-16,5.46667,0.470956,0.0205624,928
5.48333,0.470956,7.22801e-20,5.48333,0.470956,0.0205624,929
5.5,0.470956,2.42107e-19,5.5,0.470956,0.0205624,930
5.51667,0.470956,0,5.51667,0.470956,0.0205624,931
5.53333,0.470956,0,5.53333,0.470956,0.0205624,932
5.55,0.470956,0,5.55,0.470956,0.0205624,933
5.56667,0.470956,0,5.56667,0.470956,0.0205624,934
5.58333,0.470956,0,5.58333,0.470956,0.0205624,935
5.6,0.470956,0,5.6,0.470956,0.0205624,936
5.61667,0.470956,0,5.61667,0.470956,0.0205624,937
5.63333,0.470956,0,5.63333,0.470956,0.0205624,938
5.65,0.470956,3.75793e-19,5.65,0.470956,0.0205624,939
5.66667,0.470956,1.33687e-19,5.66667,0.470956,0.0205624,940
5.68333,0.470956,-2.42107e-19,5.68333,0.470956,0.0205624,941
5.7,0.470956,0,5.7,0.470956,0.0205624,942
5.71667,0.470956,1.69827e-19,5.71667,0.470956,0.0205624,943
5.73333,0.470956,1.69827e-19,5.73333,0.470956,0.0205624,944
5.75,0.470956,2.42107e-19,5.75,0.470956,0.0205624,945
5.76667,0.470956,2.42107e-19,5.76667,0.470956,0.0205624,946
5.78333,0.470956,0,5.78333,0.470956,0.0205624,947
5.8,0.470956,0,5.8,0.470956,0.0205624,948
5.81667,0.470956,-1.82692e-16,5.81667,0.470956,0.0205624,949
5.83333,0.470956,0,5.83333,0.470956,0.0205624,950
5.85,0.470956,1.82692e-16,5.85,0.470956,0.0205624,951
5.86667,0.470956,0,5.86667,0.470956,0.0205624,952
5.88333,0.470956,0,5.88333,0.470956,0.0205624,953
5.9,0.470956,0,5.9,0.470956,0.0205624,954
5.91667,0.470956,0,5.91667,0.470956,0.0205624,955
5.93333,0.470956,0,5.93333,0.470956,0.0205624,956
5.95,0.470956,-1.69827e-19,5.95,0.470956,0.0205624,957
5.96667,0.470956,9.15215e-17,5.96667,0.470956,0.0205624,958
5.98333,0.470956,2.42112e-19,5.98333,0.470956,0.0205624,959
6,0.470956,9.12432e-17,6,0.470956,0.0205624,960
6.01667,0.470956,0,6.01667,0.470956,0.0205624,961
6.03333,0.470956,-1.82692e-16,6.03333,0.470956,0.0205624,962
6.05,0.470956,0,6.05,0.470956,0.0205624,963
6.06667,0.470956,0,6.06667,0.470956,0.0205624,964
6.08333,0.470956,0,6.08333,0.470956,0.0205624,965
6.1,0.470956,0,6.1,0.470956,0.0205624,966
6.11667,0.470956,0,6.11667,0.470956,0.0205624,967
6.13333,0.470956,0,6.13333,0.470956,0.0205624,968
6.15,0.470956,0,6.15,0.470956,0.0205624,969
6.16667,0.470956,0,6.16667,0.470956,0.0205624,970
6.18333,0.470956,0,6.18333,0.470956,0.0205624,971
6.2,0.470956,1.69827e-19,6.2,0.470956,0.0205624,972
6.21667,0.470956,1.69827e-19,6.21667,0.470956,0.0205624,973
6.23333,0.470956,2.42107e-19,6.23333,0.470956,0.0205624,974
6.25,0.470956,2.42107e-19,6.25,0.470956,0.0205624,975
6.26667,0.470956,0,6.26667,0.470956,0.0205624,976
6.28333,0.470956,0,6.28333,0.470956,0.0205624,977
6.3,0.470956,0,6.3,0.470956,0.0205624,978
6.31667,0.470956,-9.12432e-17,6.31667,0.470956,0.0205624,979
6.33333,0.470956,2.05961e-19,6.33333,0.470956,0.0205624,980
6.35,0.470956,9.14492e-17,6.35,0.470956,0.0205624,981
6.36667,0.470956,0,6.36667,0.470956,0.0205624,982
6.38333,0.470956,0,6.38333,0.470956,0.0205624,983
6.4,0.470956,0,6.4,0.470956,0.0205624,984
6.41667,0.470956,0,6.41667,0.470956,0.0205624,985
6.43333,0.470956,0,6.43333,0.470956,0.0205624,986
6.45,0.470956,0,6.45,0.470956,0.0205624,987
6.46667,0.470956,0,6.46667,0.470956,0.0205624,988
6.48333,0.470956,0,6.48333,0.470956,0.0205624,989
6.5,0.470956,0,6.5,0.470956,0.0205624,990
6.51667,0.470956,0,6.51667,0.470956,0.0205624,991
6.53333,0.470956,0,6.53333,0.470956,0.0205624,992
6.55,0.470956,0,6.55,0.470956,0.0205624,993
6.56667,0.470956,0,6.56667,0.470956,0.0205624,994
6.58333,0.470956,0,6.58333,0.470956,0.0205624,995
6.6,0.470956,0,6.6,0.470956,0.0205624,996
6.61667,0.470956,0,6.61667,0.470956,0.0205624,997
6.63333,0.470956,0,6.63333,0.470956,0.0205624,998
6.65,0.470956,0,6.65,0.470956,0.0205624,999
6.66667,0.470956,0,6.66667,0.470956,0.0205624,1000
6.68333,0.470956,0,6.68333,0.470956,0.0205624,1001
6.7,0.470956,0,6.7,0.470956,0.0205624,1002
6.71667,0.470956,0,6.71667,0.470956,0.0205624,1003
6.73333,0.470956,0,6.73333,0.470956,0.0205624,1004
6.75,0.470956,0,6.75,0.470956,0.0205624,1005
6.76667,0.470956,0,6.76667,0.470956,0.0205624,1006
6.78333,0.470956,0,6.78333,0.470956,0.0205624,1007
6.8,0.470956,0,6.8,0.470956,0.0205624,1008
6.81667,0.470956,0,6.81667,0.470956,0.0205624,1009
6.83333,0.470956,0,6.83333,0.470956,0.0205624,1010
6.85,0.470956,0,6.85,0.470956,0.0205624,1011
6.86667,0.470956,0,6.86667,0.470956,0.0205624,1012
6.88333,0.470956,0,6.88333,0.470956,0.0205624,1013
6.9,0.470956,9.14492e-17,6.9,0.470956,0.0205624,1014
6.91667,0.470956,2.05961e-19,6.91667,0.470956,0.0205624,1015
6.93333,0.470956,-9.12432e-17,6.93333,0.470956,0.0205624,1016
6.95,0.470956,0,6.95,0.470956,0.0205624,1017
6.96667,0.470956,0,6.96667,0.470956,0.0205624,1018
6.98333,0.470956,0,6.98333,0.470956,0.0205624,1019
7,0.470956,0,7,0.470956,0.0205624,1020
7.01667,0.470956,0,7.01667,0.470956,0.0205624,1021
7.03333,0.470956,0,7.03333,0.470956,0.0205624,1022
7.05,0.470956,0,7.05,0.470956,0.0205624,1023
7.06667,0.470956,0,7.06667,0.470956,0.0205624,1024
7.08333,0.470956,0,7.08333,0.470956,0.0205624,1025
7.1,0.470956,0,7.1,0.470956,0.0205624,1026
7.11667,0.470956,0,7.11667,0.470956,0.0205624,1027
7.13333,0.470956,9.12432e-17,7.13333,0.470956,0.0205624,1028
7.15,0.470956,-2.05961e-19,7.15,0.470956,0.0205624,1029
7.16667,0.470956,-9.14492e-17,7.16667,0.470956,0.0205624,1030
7.18333,0.470956,0,7.18333,0.470956,0.0205624,1031
7.2,0.470956,0,7.2,0.470956,0.0205624,1032
7.21667,0.470956,0,7.21667,0.470956,0.0205624,1033
7.23333,0.470956,-9.14492e-17,7.23333,0.470956,0.0205624,1034
7.25,0.470956,0,7.25,0.470956,0.0205624,1035
7.26667,0.470956,9.14492e-17,7.26667,0.470956,0.0205624,1036
7.28333,0.470956,0,7.28333,0.470956,0.0205624,1037
7.3,0.470956,0,7.3,0.470956,0.0205624,1038
7.31667,0.470956,0,7.31667,0.470956,0.0205624,1039
7.33333,0.470956,0,7.33333,0.470956,0.0205624,1040
7.35,0.470956,0,7.35,0.470956,0.0205624,1041
7.36667,0.470956,0,7.36667,0.470956,0.0205624,1042
7.38333,0.470956,0,7.38333,0.470956,0.0205624,1043
7.4,0.470956,0,7.4,0.470956,0.0205624,1044
7.41667,0.470956,0,7.41667,0.470956,0.0205624,1045
7.43333,0.470956,0,7.43333,0.470956,0.0205624,1046
7.45,0.470956,0,7.45,0.470956,0.0205624,1047
7.46667,0.470956,0,7.46667,0.470956,0.0205624,1048
7.48333,0.470956,0,7.48333,0.470956,0.0205624,1049
7.5,0.470956,0,7.5,0.470956,0.0205624,1050
7.51667,0.470956,0,7.51667,0.470956,0.0205624,1051
7.53333,0.470956,0,7.53333,0.470956,0.0205624,1052
7.55,0.470956,0,7.55,0.470956,0.0205624,1053
7.56667,0.470956,0,7.56667,0.470956,0.0205624,1054
7.58333,0.470956,0,7.58333,0.470956,0.0205624,1055
7.6,0.470956,0,7.6,0.470956,0.0205624,1056
7.61667,0.470956,-1.82692e-16,7.61667,0.470956,0.0205624,1057
7.63333,0.470956,0,7.63333,0.470956,0.0205624,1058
7.65,0.470956,1.82692e-16,7.65,0.470956,0.0205624,1059
7.66667,0.470956,1.82692e-16,7.66667,0.470956,0.0205624,1060
7.68333,0.470956,0,7.68333,0.470956,0.0205624,1061
7.7,0.470956,-1.82692e-16,7.7,0.470956,0.0205624,1062
7.71667,0.470956,0,7.71667,0.470956,0.0205624,1063
7.73333,0.470956,0,7.73333,0.470956,0.0205624,1064
7.75,0.470956,0,7.75,0.470956,0.0205624,1065
7.76667,0.470956,-9.14492e-17,7.76667,0.470956,0.0205624,1066
7.78333,0.470956,-2.05961e-19,7.78333,0.470956,0.0205624,1067
7.8,0.470956,9.12432e-17,7.8,0.470956,0.0205624,1068
7.81667,0.470956,9.14492e-17,7.81667,0.470956,0.0205624,1069
7.83333,0.470956,2.05961e-19,7.83333,0.470956,0.0205624,1070
7.85,0.470956,-9.12432e-17,7.85,0.470956,0.0205624,1071
7.86667,0.470956,0,7.86667,0.470956,0.0205624,1072
7.88333,0.470956,0,7.88333,0.470956,0.0205624,1073
7.9,0.470956,0,7.9,0.470956,0.0205624,1074
7.91667,0.470956,0,7.91667,0.470956,0.0205624,1075
7.93333,0.470956,0,7.93333,0.470956,0.0205624,1076
7.95,0.470956,0,7.95,0.470956,0.0205624,1077
7.96667,0.470956,0,7.96667,0.470956,0.0205624,1078
7.98333,0.470956,0,7.98333,0.470956,0.0205624,1079
8,0.470956,0,8,0.470956,0.0205624,1080
8.01667,0.470956,0,8.01667,0.470956,0.0205624,1081
8.03333,0.470956,0,8.03333,0.470956,0.0205624,1082
8.05,0.470956,0,8.05,0.470956,0.0205624,1083
8.06667,0.470956,0,8.06667,0.470956,0.0205624,1084
8.08333,0.470956,0,8.08333,0.470956,0.0205624,1085
8.1,0.470956,0,8.1,0.470956,0.0205624,1086
8.11667,0.470956,0,8.11667,0.470956,0.0205624,1087
8.13333,0.470956,0,8.13333,0.470956,0.0205624,1088
8.15,0.470956,0,8.15,0.470956,0.0205624,1089
8.16667,0.470956,0,8.16667,0.470956,0.0205624,1090
8.18333,0.470956,0,8.18333,0.470956,0.0205624,1091
8.2,0.470956,0,8.2,0.470956,0.0205624,1092
8.21667,0.470956,0,8.21667,0.470956,0.0205624,1093
8.23333,0.470956,0,8.23333,0.470956,0.0205624,1094
8.25,0.470956,0,8.25,0.470956,0.0205624,1095
8.26667,0.470956,0,8.26667,0.470956,0.0205624,1096
8.28333,0.470956,0,8.28333,0.470956,0.0205624,1097
8.3,0.470956,0,8.3,0.470956,0.0205624,1098
8.31667,0.470956,0,8.31667,0.470956,0.0205624,1099
8.33333,0.470956,0,8.33333,0.470956,0.0205624,1100
8.35,0.470956,0,8.35,0.470956,0.0205624,1101
8.36667,0.470956,0,8.36667,0.470956,0.0205624,1102
8.38333,0.470956,0,8.38333,0.470956,0.0205624,1103
8.4,0.470956,0,8.4,0.470956,0.0205624,1104
8.41667,0.470956,0,8.41667,0.470956,0.0205624,1105
8.43333,0.470956,0,8.43333,0.470956,0.0205624,1106
8.45,0.470956,0,8.45,0.470956,0.0205624,1107
8.46667,0.470956,0,8.46667,0.470956,0.0205624,1108
8.48333,0.470956,0,8.48333,0.470956,0.0205624,1109
8.5,0.470956,0,8.5,0.470956,0.0205624,1110
8.51667,0.470956,0,8.51667,0.470956,0.0205624,1111
8.53333,0.470956,0,8.53333,0.470956,0.0205624,1112
8.55,0.470956,0,8.55,0.470956,0.0205624,1113
8.56667,0.470956,0,8.56667,0.470956,0.0205624,1114
8.58333,0.470956,0,8.58333,0.470956,0.0205624,1115
8.6,0.470956,0,8.6,0.470956,0.0205624,1116
8.61667,0.470956,0,8.61667,0.470956,0.0205624,1117
8.63333,0.470956,0,8.63333,0.470956,0.0205624,1118
8.65,0.470956,0,8.65,0.470956,0.0205624,1119
8.66667,0.470956,0,8.66667,0.470956,0.0205624,1120
8.68333,0.470956,0,8.68333,0.470956,0.0205624,1121
8.7,0.470956,0,8.7,0.470956,0.0205624,1122
8.71667,0.470956,0,8.71667,0.470956,0.0205624,1123
8.73333,0.470956,0,8.73333,0.470956,0.0205624,1124
8.75,0.470956,0,8.75,0.470956,0.0205624,1125
8.76667,0.470956,0,8.76667,0.470956,0.0205624,1126
8.78333,0.470956,0,8.78333,0.470956,0.0205624,1127
8.8,0.470956,0,8.8,0.470956,0.0205624,1128
8.81667,0.470956,0,8.81667,0.470956,0.0205624,1129
8.83333,0.470956,0,8.83333,0.470956,0.0205624,1130
8.85,0.470956,0,8.85,0.470956,0.0205624,1131
8.86667,0.470956,0,8.86667,0.470956,0.0205624,1132
8.88333,0.470956,-1.82692e-16,8.88333,0.470956,0.0205624,1133
8.9,0.470956,0,8.9,0.470956,0.0205624,1134
8.91667,0.470956,1.82692e-16,8.91667,0.470956,0.0205624,1135
8.93333,0.470956,0,8.93333,0.470956,0.0205624,1136
8.95,0.470956,0,8.95,0.470956,0.0205624,1137
8.96667,0.470956,1.82692e-16,8.96667,0.470956,0.0205624,1138
8.98333,0.470956,0,8.98333,0.470956,0.0205624,1139
9,0.470956,-1.82692e-16,9,0.470956,0.0205624,1140
9.01667,0.470956,0,9.01667,0.470956,0.0205624,1141
9.03333,0.470956,0,9.03333,0.470956,0.0205624,1142
9.05,0.470956,0,9.05,0.470956,0.0205624,1143
9.06667,0.470956,0,9.06667,0.470956,0.0205624,1144
9.08333,0.470956,0,9.08333,0.470956,0.0205624,1145
9.1,0.470956,0,9.1,0.470956,0.0205624,1146
9.11667,0.470956,0,9.11667,0.470956,0.0205624,1147
9.13333,0.470956,0,9.13333,0.470956,0.0205624,1148
9.15,0.470956,0,9.15,0.470956,0.0205624,1149
9.16667,0.470956,-1.82692e-16,9.16667,0.470956,0.0205624,1150
9.18333,0.470956,0,9.18333,0.470956,0.0205624,1151
9.2,0.470956,1.82692e-16,9.2,0.470956,0.0205624,1152
9.21667,0.470956,0,9.21667,0.470956,0.0205624,1153
9.23333,0.470956,0,9.23333,0.470956,0.0205624,1154
9.25,0.470956,1.82692e-16,9.25,0.470956,0.0205624,1155
9.26667,0.470956,0,9.26667,0.470956,0.0205624,1156
9.28333,0.470956,-1.82692e-16,9.28333,0.470956,0.0205624,1157
9.3,0.470956,0,9.3,0.470956,0.0205624,1158
9.31667,0.470956,0,9.31667,0.470956,0.0205624,1159
9.33333,0.470956,0,9.33333,0.470956,0.0205624,1160
9.35,0.470956,0,9.35,0.470956,0.0205624,1161
9.36667,0.470956,0,9.36667,0.470956,0.0205624,1162
9.38333,0.470956,0,9.38333,0.470956,0.0205624,1163
9.4,0.470956,0,9.4,0.470956,0.0205624,1164
9.41667,0.470956,0,9.41667,0.470956,0.0205624,1165
9.43333,0.470956,0,9.43333,0.470956,0.0205624,1166
9.45,0.470956,0,9.45,0.470956,0.0205624,1167
9.46667,0.470956,0,9.46667,0.470956,0.0205624,1168
9.48333,0.470956,0,9.48333,0.470956,0.0205624,1169
9.5,0.470956,0,9.5,0.470956,0.0205624,1170
9.51667,0.470956,0,9.51667,0.470956,0.0205624,1171
9.53333,0.470956,0,9.53333,0.470956,0.0205624,1172
9.55,0.470956,0,9.55,0.470956,0.0205624,1173
9.56667,0.470956,0,9.56667,0.470956,0.0205624,1174
9.58333,0.470956,0,9.58333,0.470956,0.0205624,1175
9.6,0.470956,0,9.6,0.470956,0.0205624,1176
9.61667,0.470956,0,9.61667,0.470956,0.0205624,1177
9.63333,0.470956,0,9.63333,0.470956,0.0205624,1178
9.65,0.470956,0,9.65,0.470956,0.0205624,1179
9.66667,0.470956,0,9.66667,0.470956,0.0205624,1180
9.68333,0.470956,0,9.68333,0.470956,0.0205624,1181
9.7,0.470956,0,9.7,0.470956,0.0205624,1182
9.71667,0.470956,0,9.71667,0.470956,0.0205624,1183
9.73333,0.470956,-1.82692e-16,9.73333,0.470956,0.0205624,1184
9.75,0.470956,0,9.75,0.470956,0.0205624,1185
9.76667,0.470956,1.82692e-16,9.76667,0.470956,0.0205624,1186
9.78333,0.470956,0,9.78333,0.470956,0.0205624,1187
9.8,0.470956,-1.82692e-16,9.8,0.470956,0.0205624,1188
9.81667,0.470956,0,9.81667,0.470956,0.0205624,1189
9.83333,0.470956,1.82692e-16,9.83333,0.470956,0.0205624,1190
9.85,0.470956,0,9.85,0.470956,0.0205624,1191
9.86667,0.470956,0,9.86667,0.470956,0.0205624,1192
9.88333,0.470956,0,9.88333,0.470956,0.0205624,1193
9.9,0.470956,0,9.9,0.470956,0.0205624,1194
9.91667,0.470956,0,9.91667,0.470956,0.0205624,1195
9.93333,0.470956,-1.82692e-16,9.93333,0.470956,0.0205624,1196
9.95,0.470956,0,9.95,0.470956,0.0205624,1197
9.96667,0.470956,1.82692e-16,9.96667,0.470956,0.0205624,1198
9.98333,0.470956,0,9.98333,0.470956,0.0205624,1199
10.0001,0.470956,3.61401e-20,10,0.470956,0.0205624,1200
10.0172,0.470956,-1.76722e-16,10.0172,0.470956,-0.0205624,1201
10.0345,0.470956,2.3525e-19,10.0345,0.470956,-0.0205624,1202
10.0517,0.470957,3.53751e-16,10.0517,0.470957,-0.0205624,1203
10.0689,0.470957,1.76359e-16,10.0689,0.470957,-0.0205624,1204
10.0861,0.470957,-1.77355e-16,10.0861,0.470957,-0.0205624,1205
10.1034,0.470956,-1.76993e-16,10.1034,0.470956,-0.0205624,1206
10.1206,0.470955,-4.34694e-19,10.1206,0.470955,-0.0205623,1207
10.1378,0.470952,-3.98554e-19,10.1378,0.470952,-0.0205622,1208
10.155,0.47095,0,10.155,0.47095,-0.0205621,1209
10.1723,0.470947,-3.61402e-20,10.1723,0.470947,-0.020562,1210
10.1895,0.470944,-3.61402e-20,10.1895,0.470945,-0.0205619,1211
10.2067,0.47094,3.61403e-20,10.2067,0.470941,-0.0205617,1212
10.2239,0.470935,3.61403e-20,10.2239,0.470935,-0.0205615,1213
10.2412,0.470926,0,10.2412,0.470927,-0.0205611,1214
10.2584,0.470915,-1.76776e-16,10.2584,0.470916,-0.0205606,1215
10.2756,0.470901,-3.04138e-20,10.2756,0.470901,-0.02056,1216
10.2928,0.470885,3.53334e-16,10.2928,0.470886,-0.0205593,1217
10.3101,0.470868,2.94873e-20,10.3101,0.470869,-0.0205586,1218
10.3273,0.470849,-1.76124e-16,10.3273,0.47085,-0.0205578,1219
10.3445,0.470826,4.70934e-19,10.3445,0.470827,-0.0205568,1220
10.3618,0.470799,5.98046e-19,10.3618,0.4708,-0.0205556,1221
10.379,0.470766,5.98047e-19,10.379,0.470767,-0.0205541,1222
10.3962,0.470726,1.7649e-16,10.3962,0.470727,-0.0205524,1223
10.4134,0.470681,-2.17304e-19,10.4134,0.470681,-0.0205504,1224
10.4307,0.470632,-1.76907e-16,10.4307,0.470633,-0.0205483,1225
10.4479,0.470578,-2.71709e-19,10.4479,0.47058,-0.020546,1226
10.4651,0.47052,3.62806e-19,10.4651,0.470521,-0.0205434,1227
10.4823,0.470453,4.35091e-19,10.4823,0.470456,-0.0205405,1228
10.4996,0.470378,-1.76318e-16,10.4996,0.470381,-0.0205373,1229
10.5168,0.470293,6.99199e-20,10.5168,0.470296,-0.0205336,1230
10.534,0.470196,1.76025e-16,10.534,0.470198,-0.0205293,1231
10.5512,0.470091,-4.3539e-19,10.5512,0.470092,-0.0205247,1232
10.5685,0.469978,3.23117e-25,10.5685,0.46998,-0.0205198,1233
10.5857,0.469856,-4.03897e-25,10.5857,0.469859,-0.0205145,1234
10.6029,0.469724,-1.76284e-16,10.6029,0.469727,-0.0205087,1235
10.6201,0.46958,-1.76284e-16,10.6201,0.469584,-0.0205025,1236
10.6374,0.469421,3.52093e-16,10.6374,0.469425,-0.0204955,1237
10.6546,0.469245,3.52093e-16,10.6546,0.46925,-0.0204879,1238
10.6718,0.469054,-1.75754e-16,10.6718,0.469057,-0.0204795,1239
10.689,0.468848,-1.75718e-16,10.689,0.468851,-0.0204705,1240
10.7063,0.468631,0,10.7063,0.468634,-0.020461,1241
10.7235,0.468399,4.36982e-19,10.7235,0.468403,-0.0204509,1242
10.7407,0.468151,4.36982e-19,10.7407,0.468156,-0.0204401,1243
10.7579,0.467883,1.75522e-16,10.7579,0.467889,-0.0204285,1244
10.7752,0.467594,2.5677e-19,10.7752,0.4676,-0.0204159,1245
10.7924,0.467282,-1.75265e-16,10.7924,0.467288,-0.0204022,1246
10.8096,0.466946,-3.61538e-20,10.8096,0.466951,-0.0203875,1247
10.8268,0.466592,-2.37385e-19,10.8268,0.466597,-0.0203721,1248
10.8441,0.466219,-1.65076e-19,10.8441,0.466225,-0.0203558,1249
10.8613,0.465825,2.73871e-19,10.8613,0.465831,-0.0203386,1250
10.8785,0.465407,2.37716e-19,10.8785,0.465414,-0.0203204,1251
10.8957,0.464961,-2.01929e-19,10.8957,0.464969,-0.020301,1252
10.9129,0.464486,-5.70031e-19,10.9129,0.464494,-0.0202802,1253
10.9302,0.463979,-3.68103e-19,10.9302,0.463986,-0.0202581,1254
10.9474,0.463442,0,10.9474,0.463448,-0.0202346,1255
10.9646,0.46288,-2.02903e-19,10.9646,0.462886,-0.02021,1256
10.9818,0.462291,-2.39067e-19,10.9818,0.462298,-0.0201844,1257
10.999,0.461672,1.72835e-16,10.999,0.46168,-0.0201574,1258
