C:0,C:1,C:2,Points:0,Points:1,Points:2,vtkOriginalIndices
3.86667,0.470956,-9.14492e-17,3.86667,0.470956,-0.0205624,392
3.88333,0.470956,0,3.88333,0.470956,-0.0205624,393
3.9,0.470956,0,3.9,0.470956,-0.0205624,394
3.91667,0.470956,0,3.91667,0.470956,-0.0205624,395
3.93333,0.470956,-4.55186e-17,3.93333,0.470956,-0.0205624,396
3.95,0.470956,0,3.95,0.470956,-0.0205624,397
3.96667,0.470956,4.55186e-17,3.96667,0.470956,-0.0205624,398
3.98333,0.470956,1.69827e-19,3.98333,0.470956,-0.0205624,399
4,0.470956,-7.22801e-20,4,0.470956,-0.0205624,400
4.01667,0.470956,-2.42107e-19,4.01667,0.470956,-0.0205624,401
4.03333,0.470956,0,4.03333,0.470956,-0.0205624,402
4.05,0.470956,0,4.05,0.470956,-0.0205624,403
4.06667,0.470956,0,4.06667,0.470956,-0.0205624,404
4.08333,0.470956,0,4.08333,0.470956,-0.0205624,405
4.1,0.470956,0,4.1,0.470956,-0.0205624,406
4.11667,0.470956,0,4.11667,0.470956,-0.0205624,407
4.13333,0.470956,0,4.13333,0.470956,-0.0205624,408
4.15,0.470956,0,4.15,0.470956,-0.0205624,409
4.16667,0.470956,0,4.16667,0.470956,-0.0205624,410
4.18333,0.470956,0,4.18333,0.470956,-0.0205624,411
4.2,0.470956,3.75793e-19,4.2,0.470956,-0.0205624,412
4.21667,0.470956,1.33687e-19,4.21667,0.470956,-0.0205624,413
4.23333,0.470956,-7.22801e-20,4.23333,0.470956,-0.0205624,414
4.25,0.470956,1.69827e-19,4.25,0.470956,-0.0205624,415
4.26667,0.470956,2.42107e-19,4.26667,0.470956,-0.0205624,416
4.28333,0.470956,7.22801e-20,4.28333,0.470956,-0.0205624,417
4.3,0.470956,7.22801e-20,4.3,0.470956,-0.0205624,418
4.31667,0.470956,2.42107e-19,4.31667,0.470956,-0.0205624,419
4.33333,0.470956,0,4.33333,0.470956,-0.0205624,420
4.35,0.470956,0,4.35,0.470956,-0.0205624,421
4.36667,0.470956,0,4.36667,0.470956,-0.0205624,422
4.38333,0.470956,0,4.38333,0.470956,-0.0205624,423
4.4,0.470956,0,4.4,0.470956,-0.0205624,424
4.41667,0.470956,0,4.41667,0.470956,-0.0205624,425
4.43333,0.470956,0,4.43333,0.470956,-0.0205624,426
4.45,0.470956,0,4.45,0.470956,-0.0205624,427
4.46667,0.470956,1.69827e-19,4.46667,0.470956,-0.0205624,428
4.48333,0.470956,-2.78247e-19,4.48333,0.470956,-0.0205624,429
4.5,0.470956,-6.179e-19,4.5,0.470956,-0.0205624,430
4.51667,0.470956,7.22801e-20,4.51667,0.470956,-0.0205624,431
4.53333,0.470956,2.42107e-19,4.53333,0.470956,-0.0205624,432
4.55,0.470956,0,4.55,0.470956,-0.0205624,433
4.56667,0.470956,0,4.56667,0.470956,-0.0205624,434
4.58333,0.470956,0,4.58333,0.470956,-0.0205624,435
4.6,0.470956,0,4.6,0.470956,-0.0205624,436
4.61667,0.470956,0,4.61667,0.470956,-0.0205624,437
4.63333,0.470956,0,4.63333,0.470956,-0.0205624,438
4.65,0.470956,0,4.65,0.470956,-0.0205624,439
4.66667,0.470956,0,4.66667,0.470956,-0.0205624,440
4.68333,0.470956,1.69827e-19,4.68333,0.470956,-0.0205624,441
4.7,0.470956,-7.22801e-20,4.7,0.470956,-0.0205624,442
4.71667,0.470956,-2.42107e-19,4.71667,0.470956,-0.0205624,443
4.73333,0.470956,0,4.73333,0.470956,-0.0205624,444
4.75,0.470956,0,4.75,0.470956,-0.0205624,445
4.76667,0.470956,-1.69827e-19,4.76667,0.470956,-0.0205624,446
4.78333,0.470956,7.22801e-20,4.78333,0.470956,-0.0205624,447
4.8,0.470956,2.42107e-19,4.8,0.470956,-0.0205624,448
4.81667,0.470956,0,4.81667,0.470956,-0.0205624,449
4.83333,0.470956,0,4.83333,0.470956,-0.0205624,450
4.85,0.470956,0,4.85,0.470956,-0.0205624,451
4.86667,0.470956,0,4.86667,0.470956,-0.0205624,452
4.88333,0.470956,0,4.88333,0.470956,-0.0205624,453
4.9,0.470956,0,4.9,0.470956,-0.0205624,454
4.91667,0.470956,0,4.91667,0.470956,-0.0205624,455
4.93333,0.470956,9.14492e-17,4.93333,0.470956,-0.0205624,456
4.95,0.470956,3.75791e-19,4.95,0.470956,-0.0205624,457
4.96667,0.470956,-9.13155e-17,4.96667,0.470956,-0.0205624,458
4.98333,0.470956,-4.11933e-19,4.98333,0.470956,-0.0205624,459
5,0.470956,7.22801e-20,5,0.470956,-0.0205624,460
5.01667,0.470956,2.42107e-19,5.01667,0.470956,-0.0205624,461
5.03333,0.470956,0,5.03333,0.470956,-0.0205624,462
5.05,0.470956,0,5.05,0.470956,-0.0205624,463
5.06667,0.470956,0,5.06667,0.470956,-0.0205624,464
5.08333,0.470956,9.14492e-17,5.08333,0.470956,-0.0205624,465
5.1,0.470956,0,5.1,0.470956,-0.0205624,466
5.11667,0.470956,-9.14492e-17,5.11667,0.470956,-0.0205624,467
5.13333,0.470956,0,5.13333,0.470956,-0.0205624,468
5.15,0.470956,0,5.15,0.470956,-0.0205624,469
5.16667,0.470956,1.69827e-19,5.16667,0.470956,-0.0205624,470
5.18333,0.470956,-2.78247e-19,5.18333,0.470956,-0.0205624,471
5.2,0.470956,-4.48073e-19,5.2,0.470956,-0.0205624,472
5.21667,0.470956,-9.12432e-17,5.21667,0.470956,-0.0205624,473
5.23333,0.470956,2.05961e-19,5.23333,0.470956,-0.0205624,474
5.25,0.470956,9.12794e-17,5.25,0.470956,-0.0205624,475
5.26667,0.470956,7.22801e-20,5.26667,0.470956,-0.0205624,476
5.28333,0.470956,2.42107e-19,5.28333,0.470956,-0.0205624,477
5.3,0.470956,0,5.3,0.470956,-0.0205624,478
5.31667,0.470956,0,5.31667,0.470956,-0.0205624,479
5.33333,0.470956,0,5.33333,0.470956,-0.0205624,480
5.35,0.470956,0,5.35,0.470956,-0.0205624,481
5.36667,0.470956,0,5.36667,0.470956,-0.0205624,482
5.38333,0.470956,0,5.38333,0.470956,-0.0205624,483
5.4,0.470956,0,5.4,0.470956,-0.0205624,484
5.41667,0.470956,0,5.41667,0.470956,-0.0205624,485
5.43333,0.470956,1.82692e-16,5.43333,0.470956,-0.0205624,486
5.45,0.470956,0,5.45,0.470956,-0.0205624,487
5.46667,0.470956,-1.82862e-16,5.46667,0.470956,-0.0205624,488
5.48333,0.470956,7.22801e-20,5.48333,0.470956,-0.0205624,489
5.5,0.470956,2.42107e-19,5.5,0.470956,-0.0205624,490
5.51667,0.470956,0,5.51667,0.470956,-0.0205624,491
5.53333,0.470956,0,5.53333,0.470956,-0.0205624,492
5.55,0.470956,0,5.55,0.470956,-0.0205624,493
5.56667,0.470956,0,5.56667,0.470956,-0.0205624,494
5.58333,0.470956,0,5.58333,0.470956,-0.0205624,495
5.6,0.470956,0,5.6,0.470956,-0.0205624,496
5.61667,0.470956,0,5.61667,0.470956,-0.0205624,497
5.63333,0.470956,0,5.63333,0.470956,-0.0205624,498
5.65,0.470956,3.75793e-19,5.65,0.470956,-0.0205624,499
5.66667,0.470956,1.33687e-19,5.66667,0.470956,-0.0205624,500
5.68333,0.470956,-2.42107e-19,5.68333,0.470956,-0.0205624,501
5.7,0.470956,0,5.7,0.470956,-0.0205624,502
5.71667,0.470956,1.69827e-19,5.71667,0.470956,-0.0205624,503
5.73333,0.470956,1.69827e-19,5.73333,0.470956,-0.0205624,504
5.75,0.470956,2.42107e-19,5.75,0.470956,-0.0205624,505
5.76667,0.470956,2.42107e-19,5.76667,0.470956,-0.0205624,506
5.78333,0.470956,0,5.78333,0.470956,-0.0205624,507
5.8,0.470956,0,5.8,0.470956,-0.0205624,508
5.81667,0.470956,-1.82692e-16,5.81667,0.470956,-0.0205624,509
5.83333,0.470956,0,5.83333,0.470956,-0.0205624,510
5.85,0.470956,1.82692e-16,5.85,0.470956,-0.0205624,511
5.86667,0.470956,0,5.86667,0.470956,-0.0205624,512
5.88333,0.470956,0,5.88333,0.470956,-0.0205624,513
5.9,0.470956,0,5.9,0.470956,-0.0205624,514
5.91667,0.470956,0,5.91667,0.470956,-0.0205624,515
5.93333,0.470956,0,5.93333,0.470956,-0.0205624,516
5.95,0.470956,-1.69827e-19,5.95,0.470956,-0.0205624,517
5.96667,0.470956,9.15215e-17,5.96667,0.470956,-0.0205624,518
5.98333,0.470956,2.42112e-19,5.98333,0.470956,-0.0205624,519
6,0.470956,9.12432e-17,6,0.470956,-0.0205624,520
6.01667,0.470956,0,6.01667,0.470956,-0.0205624,521
6.03333,0.470956,-1.82692e-16,6.03333,0.470956,-0.0205624,522
6.05,0.470956,0,6.05,0.470956,-0.0205624,523
6.06667,0.470956,0,6.06667,0.470956,-0.0205624,524
6.08333,0.470956,0,6.08333,0.470956,-0.0205624,525
6.1,0.470956,0,6.1,0.470956,-0.0205624,526
6.11667,0.470956,0,6.11667,0.470956,-0.0205624,527
6.13333,0.470956,0,6.13333,0.470956,-0.0205624,528
6.15,0.470956,0,6.15,0.470956,-0.0205624,529
6.16667,0.470956,0,6.16667,0.470956,-0.0205624,530
6.18333,0.470956,0,6.18333,0.470956,-0.0205624,531
6.2,0.470956,1.69827e-19,6.2,0.470956,-0.0205624,532
6.21667,0.470956,1.69827e-19,6.21667,0.470956,-0.0205624,533
6.23333,0.470956,2.42107e-19,6.23333,0.470956,-0.0205624,534
6.25,0.470956,2.42107e-19,6.25,0.470956,-0.0205624,535
6.26667,0.470956,0,6.26667,0.470956,-0.0205624,536
6.28333,0.470956,0,6.28333,0.470956,-0.0205624,537
6.3,0.470956,0,6.3,0.470956,-0.0205624,538
6.31667,0.470956,-9.12432e-17,6.31667,0.470956,-0.0205624,539
6.33333,0.470956,2.05961e-19,6.33333,0.470956,-0.0205624,540
6.35,0.470956,9.14492e-17,6.35,0.470956,-0.0205624,541
6.36667,0.470956,0,6.36667,0.470956,-0.0205624,542
6.38333,0.470956,0,6.38333,0.470956,-0.0205624,543
6.4,0.470956,0,6.4,0.470956,-0.0205624,544
6.41667,0.470956,0,6.41667,0.470956,-0.0205624,545
6.43333,0.470956,0,6.43333,0.470956,-0.0205624,546
6.45,0.470956,0,6.45,0.470956,-0.0205624,547
6.46667,0.470956,0,6.46667,0.470956,-0.0205624,548
6.48333,0.470956,0,6.48333,0.470956,-0.0205624,549
6.5,0.470956,0,6.5,0.470956,-0.0205624,550
6.51667,0.470956,0,6.51667,0.470956,-0.0205624,551
6.53333,0.470956,0,6.53333,0.470956,-0.0205624,552
6.55,0.470956,0,6.55,0.470956,-0.0205624,553
6.56667,0.470956,0,6.56667,0.470956,-0.0205624,554
6.58333,0.470956,0,6.58333,0.470956,-0.0205624,555
6.6,0.470956,0,6.6,0.470956,-0.0205624,556
6.61667,0.470956,0,6.61667,0.470956,-0.0205624,557
6.63333,0.470956,0,6.63333,0.470956,-0.0205624,558
6.65,0.470956,0,6.65,0.470956,-0.0205624,559
6.66667,0.470956,0,6.66667,0.470956,-0.0205624,560
6.68333,0.470956,0,6.68333,0.470956,-0.0205624,561
6.7,0.470956,0,6.7,0.470956,-0.0205624,562
6.71667,0.470956,0,6.71667,0.470956,-0.0205624,563
6.73333,0.470956,0,6.73333,0.470956,-0.0205624,564
6.75,0.470956,0,6.75,0.470956,-0.0205624,565
6.76667,0.470956,0,6.76667,0.470956,-0.0205624,566
6.78333,0.470956,0,6.78333,0.470956,-0.0205624,567
6.8,0.470956,0,6.8,0.470956,-0.0205624,568
6.81667,0.470956,0,6.81667,0.470956,-0.0205624,569
6.83333,0.470956,0,6.83333,0.470956,-0.0205624,570
6.85,0.470956,0,6.85,0.470956,-0.0205624,571
6.86667,0.470956,0,6.86667,0.470956,-0.0205624,572
6.88333,0.470956,0,6.88333,0.470956,-0.0205624,573
6.9,0.470956,9.14492e-17,6.9,0.470956,-0.0205624,574
6.91667,0.470956,2.05961e-19,6.91667,0.470956,-0.0205624,575
6.93333,0.470956,-9.12432e-17,6.93333,0.470956,-0.0205624,576
6.95,0.470956,0,6.95,0.470956,-0.0205624,577
6.96667,0.470956,0,6.96667,0.470956,-0.0205624,578
6.98333,0.470956,0,6.98333,0.470956,-0.0205624,579
7,0.470956,0,7,0.470956,-0.0205624,580
7.01667,0.470956,0,7.01667,0.470956,-0.0205624,581
7.03333,0.470956,0,7.03333,0.470956,-0.0205624,582
7.05,0.470956,0,7.05,0.470956,-0.0205624,583
7.06667,0.470956,0,7.06667,0.470956,-0.0205624,584
7.08333,0.470956,0,7.08333,0.470956,-0.0205624,585
7.1,0.470956,0,7.1,0.470956,-0.0205624,586
7.11667,0.470956,0,7.11667,0.470956,-0.0205624,587
7.13333,0.470956,9.12432e-17,7.13333,0.470956,-0.0205624,588
7.15,0.470956,-2.05961e-19,7.15,0.470956,-0.0205624,589
7.16667,0.470956,-9.14492e-17,7.16667,0.470956,-0.0205624,590
7.18333,0.470956,0,7.18333,0.470956,-0.0205624,591
7.2,0.470956,0,7.2,0.470956,-0.0205624,592
7.21667,0.470956,0,7.21667,0.470956,-0.0205624,593
7.23333,0.470956,-9.14492e-17,7.23333,0.470956,-0.0205624,594
7.25,0.470956,0,7.25,0.470956,-0.0205624,595
7.26667,0.470956,9.14492e-17,7.26667,0.470956,-0.0205624,596
7.28333,0.470956,0,7.28333,0.470956,-0.0205624,597
7.3,0.470956,0,7.3,0.470956,-0.0205624,598
7.31667,0.470956,0,7.31667,0.470956,-0.0205624,599
7.33333,0.470956,0,7.33333,0.470956,-0.0205624,600
7.35,0.470956,0,7.35,0.470956,-0.0205624,601
7.36667,0.470956,0,7.36667,0.470956,-0.0205624,602
7.38333,0.470956,0,7.38333,0.470956,-0.0205624,603
7.4,0.470956,0,7.4,0.470956,-0.0205624,604
7.41667,0.470956,0,7.41667,0.470956,-0.0205624,605
7.43333,0.470956,0,7.43333,0.470956,-0.0205624,606
7.45,0.470956,0,7.45,0.470956,-0.0205624,607
7.46667,0.470956,0,7.46667,0.470956,-0.0205624,608
7.48333,0.470956,0,7.48333,0.470956,-0.0205624,609
7.5,0.470956,0,7.5,0.470956,-0.0205624,610
7.51667,0.470956,0,7.51667,0.470956,-0.0205624,611
7.53333,0.470956,0,7.53333,0.470956,-0.0205624,612
7.55,0.470956,0,7.55,0.470956,-0.0205624,613
7.56667,0.470956,0,7.56667,0.470956,-0.0205624,614
7.58333,0.470956,0,7.58333,0.470956,-0.0205624,615
7.6,0.470956,0,7.6,0.470956,-0.0205624,616
7.61667,0.470956,-1.82692e-16,7.61667,0.470956,-0.0205624,617
7.63333,0.470956,0,7.63333,0.470956,-0.0205624,618
7.65,0.470956,1.82692e-16,7.65,0.470956,-0.0205624,619
7.66667,0.470956,1.82692e-16,7.66667,0.470956,-0.0205624,620
7.68333,0.470956,0,7.68333,0.470956,-0.0205624,621
7.7,0.470956,-1.82692e-16,7.7,0.470956,-0.0205624,622
7.71667,0.470956,0,7.71667,0.470956,-0.0205624,623
7.73333,0.470956,0,7.73333,0.470956,-0.0205624,624
7.75,0.470956,0,7.75,0.470956,-0.0205624,625
7.76667,0.470956,-9.14492e-17,7.76667,0.470956,-0.0205624,626
7.78333,0.470956,-2.05961e-19,7.78333,0.470956,-0.0205624,627
7.8,0.470956,9.12432e-17,7.8,0.470956,-0.0205624,628
7.81667,0.470956,9.14492e-17,7.81667,0.470956,-0.0205624,629
7.83333,0.470956,2.05961e-19,7.83333,0.470956,-0.0205624,630
7.85,0.470956,-9.12432e-17,7.85,0.470956,-0.0205624,631
7.86667,0.470956,0,7.86667,0.470956,-0.0205624,632
7.88333,0.470956,0,7.88333,0.470956,-0.0205624,633
7.9,0.470956,0,7.9,0.470956,-0.0205624,634
7.91667,0.470956,0,7.91667,0.470956,-0.0205624,635
7.93333,0.470956,0,7.93333,0.470956,-0.0205624,636
7.95,0.470956,0,7.95,0.470956,-0.0205624,637
7.96667,0.470956,0,7.96667,0.470956,-0.0205624,638
7.98333,0.470956,0,7.98333,0.470956,-0.0205624,639
8,0.470956,0,8,0.470956,-0.0205624,640
8.01667,0.470956,0,8.01667,0.470956,-0.0205624,641
8.03333,0.470956,0,8.03333,0.470956,-0.0205624,642
8.05,0.470956,0,8.05,0.470956,-0.0205624,643
8.06667,0.470956,0,8.06667,0.470956,-0.0205624,644
8.08333,0.470956,0,8.08333,0.470956,-0.0205624,645
8.1,0.470956,0,8.1,0.470956,-0.0205624,646
8.11667,0.470956,0,8.11667,0.470956,-0.0205624,647
8.13333,0.470956,0,8.13333,0.470956,-0.0205624,648
8.15,0.470956,0,8.15,0.470956,-0.0205624,649
8.16667,0.470956,0,8.16667,0.470956,-0.0205624,650
8.18333,0.470956,0,8.18333,0.470956,-0.0205624,651
8.2,0.470956,0,8.2,0.470956,-0.0205624,652
8.21667,0.470956,0,8.21667,0.470956,-0.0205624,653
8.23333,0.470956,0,8.23333,0.470956,-0.0205624,654
8.25,0.470956,0,8.25,0.470956,-0.0205624,655
8.26667,0.470956,0,8.26667,0.470956,-0.0205624,656
8.28333,0.470956,0,8.28333,0.470956,-0.0205624,657
8.3,0.470956,0,8.3,0.470956,-0.0205624,658
8.31667,0.470956,0,8.31667,0.470956,-0.0205624,659
8.33333,0.470956,0,8.33333,0.470956,-0.0205624,660
8.35,0.470956,0,8.35,0.470956,-0.0205624,661
8.36667,0.470956,0,8.36667,0.470956,-0.0205624,662
8.38333,0.470956,0,8.38333,0.470956,-0.0205624,663
8.4,0.470956,0,8.4,0.470956,-0.0205624,664
8.41667,0.470956,0,8.41667,0.470956,-0.0205624,665
8.43333,0.470956,0,8.43333,0.470956,-0.0205624,666
8.45,0.470956,0,8.45,0.470956,-0.0205624,667
8.46667,0.470956,0,8.46667,0.470956,-0.0205624,668
8.48333,0.470956,0,8.48333,0.470956,-0.0205624,669
8.5,0.470956,0,8.5,0.470956,-0.0205624,670
8.51667,0.470956,0,8.51667,0.470956,-0.0205624,671
8.53333,0.470956,0,8.53333,0.470956,-0.0205624,672
8.55,0.470956,0,8.55,0.470956,-0.0205624,673
8.56667,0.470956,0,8.56667,0.470956,-0.0205624,674
8.58333,0.470956,0,8.58333,0.470956,-0.0205624,675
8.6,0.470956,0,8.6,0.470956,-0.0205624,676
8.61667,0.470956,0,8.61667,0.470956,-0.0205624,677
8.63333,0.470956,0,8.63333,0.470956,-0.0205624,678
8.65,0.470956,0,8.65,0.470956,-0.0205624,679
8.66667,0.470956,0,8.66667,0.470956,-0.0205624,680
8.68333,0.470956,0,8.68333,0.470956,-0.0205624,681
8.7,0.470956,0,8.7,0.470956,-0.0205624,682
8.71667,0.470956,0,8.71667,0.470956,-0.0205624,683
8.73333,0.470956,0,8.73333,0.470956,-0.0205624,684
8.75,0.470956,0,8.75,0.470956,-0.0205624,685
8.76667,0.470956,0,8.76667,0.470956,-0.0205624,686
8.78333,0.470956,0,8.78333,0.470956,-0.0205624,687
8.8,0.470956,0,8.8,0.470956,-0.0205624,688
8.81667,0.470956,0,8.81667,0.470956,-0.0205624,689
8.83333,0.470956,0,8.83333,0.470956,-0.0205624,690
8.85,0.470956,0,8.85,0.470956,-0.0205624,691
8.86667,0.470956,0,8.86667,0.470956,-0.0205624,692
8.88333,0.470956,-1.82692e-16,8.88333,0.470956,-0.0205624,693
8.9,0.470956,0,8.9,0.470956,-0.0205624,694
8.91667,0.470956,1.82692e-16,8.91667,0.470956,-0.0205624,695
8.93333,0.470956,0,8.93333,0.470956,-0.0205624,696
8.95,0.470956,0,8.95,0.470956,-0.0205624,697
8.96667,0.470956,1.82692e-16,8.96667,0.470956,-0.0205624,698
8.98333,0.470956,0,8.98333,0.470956,-0.0205624,699
9,0.470956,-1.82692e-16,9,0.470956,-0.0205624,700
9.01667,0.470956,0,9.01667,0.470956,-0.0205624,701
9.03333,0.470956,0,9.03333,0.470956,-0.0205624,702
9.05,0.470956,0,9.05,0.470956,-0.0205624,703
9.06667,0.470956,0,9.06667,0.470956,-0.0205624,704
9.08333,0.470956,0,9.08333,0.470956,-0.0205624,705
9.1,0.470956,0,9.1,0.470956,-0.0205624,706
9.11667,0.470956,0,9.11667,0.470956,-0.0205624,707
9.13333,0.470956,0,9.13333,0.470956,-0.0205624,708
9.15,0.470956,0,9.15,0.470956,-0.0205624,709
9.16667,0.470956,-1.82692e-16,9.16667,0.470956,-0.0205624,710
9.18333,0.470956,0,9.18333,0.470956,-0.0205624,711
9.2,0.470956,1.82692e-16,9.2,0.470956,-0.0205624,712
9.21667,0.470956,0,9.21667,0.470956,-0.0205624,713
9.23333,0.470956,0,9.23333,0.470956,-0.0205624,714
9.25,0.470956,1.82692e-16,9.25,0.470956,-0.0205624,715
9.26667,0.470956,0,9.26667,0.470956,-0.0205624,716
9.28333,0.470956,-1.82692e-16,9.28333,0.470956,-0.0205624,717
9.3,0.470956,0,9.3,0.470956,-0.0205624,718
9.31667,0.470956,0,9.31667,0.470956,-0.0205624,719
9.33333,0.470956,0,9.33333,0.470956,-0.0205624,720
9.35,0.470956,0,9.35,0.470956,-0.0205624,721
9.36667,0.470956,0,9.36667,0.470956,-0.0205624,722
9.38333,0.470956,0,9.38333,0.470956,-0.0205624,723
9.4,0.470956,0,9.4,0.470956,-0.0205624,724
9.41667,0.470956,0,9.41667,0.470956,-0.0205624,725
9.43333,0.470956,0,9.43333,0.470956,-0.0205624,726
9.45,0.470956,0,9.45,0.470956,-0.0205624,727
9.46667,0.470956,0,9.46667,0.470956,-0.0205624,728
9.48333,0.470956,0,9.48333,0.470956,-0.0205624,729
9.5,0.470956,0,9.5,0.470956,-0.0205624,730
9.51667,0.470956,0,9.51667,0.470956,-0.0205624,731
9.53333,0.470956,0,9.53333,0.470956,-0.0205624,732
9.55,0.470956,0,9.55,0.470956,-0.0205624,733
9.56667,0.470956,0,9.56667,0.470956,-0.0205624,734
9.58333,0.470956,0,9.58333,0.470956,-0.0205624,735
9.6,0.470956,0,9.6,0.470956,-0.0205624,736
9.61667,0.470956,0,9.61667,0.470956,-0.0205624,737
9.63333,0.470956,0,9.63333,0.470956,-0.0205624,738
9.65,0.470956,0,9.65,0.470956,-0.0205624,739
9.66667,0.470956,0,9.66667,0.470956,-0.0205624,740
9.68333,0.470956,0,9.68333,0.470956,-0.0205624,741
9.7,0.470956,0,9.7,0.470956,-0.0205624,742
9.71667,0.470956,0,9.71667,0.470956,-0.0205624,743
9.73333,0.470956,-1.82692e-16,9.73333,0.470956,-0.0205624,744
9.75,0.470956,0,9.75,0.470956,-0.0205624,745
9.76667,0.470956,1.82692e-16,9.76667,0.470956,-0.0205624,746
9.78333,0.470956,0,9.78333,0.470956,-0.0205624,747
9.8,0.470956,-1.82692e-16,9.8,0.470956,-0.0205624,748
9.81667,0.470956,0,9.81667,0.470956,-0.0205624,749
9.83333,0.470956,1.82692e-16,9.83333,0.470956,-0.0205624,750
9.85,0.470956,0,9.85,0.470956,-0.0205624,751
9.86667,0.470956,0,9.86667,0.470956,-0.0205624,752
9.88333,0.470956,0,9.88333,0.470956,-0.0205624,753
9.9,0.470956,0,9.9,0.470956,-0.0205624,754
9.91667,0.470956,0,9.91667,0.470956,-0.0205624,755
9.93333,0.470956,-1.82692e-16,9.93333,0.470956,-0.0205624,756
9.95,0.470956,0,9.95,0.470956,-0.0205624,757
9.96667,0.470956,1.82692e-16,9.96667,0.470956,-0.0205624,758
9.98333,0.470956,0,9.98333,0.470956,-0.0205624,759
10.0001,0.470956,3.61401e-20,10,0.470956,-0.0205624,760
2.68333,0.470956,0,2.68333,0.470956,0.0205624,761
2.7,0.470956,0,2.7,0.470956,0.0205624,762
2.71667,0.470956,0,2.71667,0.470956,0.0205624,763
2.73333,0.470956,0,2.73333,0.470956,0.0205624,764
2.75,0.470956,3.75793e-19,2.75,0.470956,0.0205624,765
2.76667,0.470956,1.33687e-19,2.76667,0.470956,0.0205624,766
2.78333,0.470956,-2.42107e-19,2.78333,0.470956,0.0205624,767
2.8,0.470956,0,2.8,0.470956,0.0205624,768
2.81667,0.470956,0,2.81667,0.470956,0.0205624,769
2.83333,0.470956,0,2.83333,0.470956,0.0205624,770
2.85,0.470956,0,2.85,0.470956,0.0205624,771
2.86667,0.470956,0,2.86667,0.470956,0.0205624,772
2.88333,0.470956,0,2.88333,0.470956,0.0205624,773
2.9,0.470956,0,2.9,0.470956,0.0205624,774
2.91667,0.470956,0,2.91667,0.470956,0.0205624,775
2.93333,0.470956,0,2.93333,0.470956,0.0205624,776
2.95,0.470956,0,2.95,0.470956,0.0205624,777
2.96667,0.470956,0,2.96667,0.470956,0.0205624,778
2.98333,0.470956,4.55186e-17,2.98333,0.470956,0.0205624,779
3,0.470956,0,3,0.470956,0.0205624,780
3.01667,0.470956,-4.55186e-17,3.01667,0.470956,0.0205624,781
3.03333,0.470956,-1.69827e-19,3.03333,0.470956,0.0205624,782
3.05,0.470956,-9.1171e-17,3.05,0.470956,0.0205624,783
3.06667,0.470956,4.48074e-19,3.06667,0.470956,0.0205624,784
3.08333,0.470956,9.14492e-17,3.08333,0.470956,0.0205624,785
3.1,0.470956,4.55186e-17,3.1,0.470956,0.0205624,786
3.11667,0.470956,0,3.11667,0.470956,0.0205624,787
3.13333,0.470956,-4.55186e-17,3.13333,0.470956,0.0205624,788
3.15,0.470956,0,3.15,0.470956,0.0205624,789
3.16667,0.470956,0,3.16667,0.470956,0.0205624,790
3.18333,0.470956,0,3.18333,0.470956,0.0205624,791
3.2,0.470956,0,3.2,0.470956,0.0205624,792
3.21667,0.470956,0,3.21667,0.470956,0.0205624,793
3.23333,0.470956,1.69827e-19,3.23333,0.470956,0.0205624,794
3.25,0.470956,-7.22801e-20,3.25,0.470956,0.0205624,795
3.26667,0.470956,-2.42107e-19,3.26667,0.470956,0.0205624,796
3.28333,0.470956,0,3.28333,0.470956,0.0205624,797
3.3,0.470956,0,3.3,0.470956,0.0205624,798
3.31667,0.470956,0,3.31667,0.470956,0.0205624,799
3.33333,0.470956,0,3.33333,0.470956,0.0205624,800
3.35,0.470956,0,3.35,0.470956,0.0205624,801
3.36667,0.470956,0,3.36667,0.470956,0.0205624,802
3.38333,0.470956,0,3.38333,0.470956,0.0205624,803
3.4,0.470956,0,3.4,0.470956,0.0205624,804
3.41667,0.470956,0,3.41667,0.470956,0.0205624,805
3.43333,0.470956,0,3.43333,0.470956,0.0205624,806
3.45,0.470956,0,3.45,0.470956,0.0205624,807
3.46667,0.470956,0,3.46667,0.470956,0.0205624,808
3.48333,0.470956,-9.14492e-17,3.48333,0.470956,0.0205624,809
3.5,0.470956,1.6983e-19,3.5,0.470956,0.0205624,810
3.51667,0.470956,9.1619e-17,3.51667,0.470956,0.0205624,811
3.53333,0.470956,2.42107e-19,3.53333,0.470956,0.0205624,812
3.55,0.470956,2.42107e-19,3.55,0.470956,0.0205624,813
3.56667,0.470956,0,3.56667,0.470956,0.0205624,814
3.58333,0.470956,0,3.58333,0.470956,0.0205624,815
3.6,0.470956,0,3.6,0.470956,0.0205624,816
3.61667,0.470956,0,3.61667,0.470956,0.0205624,817
3.63333,0.470956,9.14492e-17,3.63333,0.470956,0.0205624,818
3.65,0.470956,2.05961e-19,3.65,0.470956,0.0205624,819
3.66667,0.470956,-9.12432e-17,3.66667,0.470956,0.0205624,820
3.68333,0.470956,0,3.68333,0.470956,0.0205624,821
3.7,0.470956,0,3.7,0.470956,0.0205624,822
3.71667,0.470956,1.69827e-19,3.71667,0.470956,0.0205624,823
3.73333,0.470956,-7.22801e-20,3.73333,0.470956,0.0205624,824
3.75,0.470956,-7.22801e-20,3.75,0.470956,0.0205624,825
3.76667,0.470956,4.54464e-17,3.76667,0.470956,0.0205624,826
3.78333,0.470956,-2.42109e-19,3.78333,0.470956,0.0205624,827
