gen,minFit,best_run_id,pop_size,tsize,msize,pmut,ponec,ptwoc,pinv,pblo,pgswap,piswap,seed
1,0.030585361313643766,00001,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
2,0.03039287979078147,00013,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
3,0.030202897631082543,00020,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
5,0.030043005629090163,00025,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
6,0.029791739006689678,00029,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
8,0.028963894981878947,00039,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
10,0.02893887652308591,00046,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
11,0.02889504481097128,00050,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
12,0.028885631190747264,00056,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
16,0.028877301551694184,00070,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
19,0.02869236424392273,00084,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
24,0.028652696279742415,00104,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
28,0.02863749101316111,00119,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
30,0.02862132144860687,00128,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
32,0.028530414471516507,00133,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
33,0.028486837267643773,00139,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
36,0.02847702649683173,00150,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
41,0.02829991344636662,00169,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
47,0.028173175788694976,00194,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
50,0.027995176555649384,00208,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
58,0.02796507507667072,00239,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
60,0.027956060842075584,00248,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
61,0.027937699661219617,00252,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
66,0.027430083336967972,00272,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
68,0.027145401278700455,00278,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
71,0.027143630200196594,00290,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
74,0.027117720232147854,00303,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
78,0.026263669957457315,00317,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
82,0.026029996516301418,00335,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
87,0.026007290970888816,00352,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
100,0.026007290970888816,00352,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
