gen,minFit,best_run_id,pop_size,tsize,msize,pmut,ponec,ptwoc,pinv,pblo,pgswap,piswap,seed
1,0.9137011997917237,00001,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
2,0.9045101451131021,00013,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
3,0.7263173016153204,00020,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
4,0.7087475249600415,00023,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
5,0.7063079389518452,00028,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
6,0.635627504213675,00032,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
9,0.6141305107600215,00041,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
13,0.611813110932234,00057,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
15,0.5996123021446046,00068,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
17,0.597542975744602,00076,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
19,0.5910833068434245,00083,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
20,0.5721249661721366,00086,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
22,0.5214142864452298,00096,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
28,0.498766298990617,00118,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
33,0.486141674466483,00139,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
46,0.46431220129038053,00190,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
53,0.4606008616331954,00217,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
64,0.4605799900032175,00264,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
66,0.43587111988923233,00270,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
69,0.43299239165250025,00281,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
71,0.4112946716830817,00291,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
76,0.4109360908285261,00311,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
78,0.3955974485979501,00319,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
82,0.387008892184336,00334,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
84,0.349920220716494,00342,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
86,0.3488214098395291,00352,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
100,0.3488214098395291,00352,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
