y,R_0,R_1,R_2,R_3,R_4,R_5
0,4.2414186e-12,-2.8805856e-25,4.3281446e-32,1.0422275e-25,-4.5504634e-27,1.9867752e-28
0.0018860934,3.3468488e-12,-5.2323592e-15,2.2683694e-16,3.3407378e-12,-9.0571665e-14,6.3683747e-15
0.003772166,2.1583768e-12,-4.6359399e-15,1.9932581e-16,2.1548172e-12,-4.2497517e-14,4.1076804e-15
0.0056582177,1.8537175e-12,-6.3639508e-15,2.6270026e-16,1.8509588e-12,-3.5576243e-14,3.528442e-15
0.0075442486,1.0671329e-12,-8.9169367e-15,1.705172e-16,1.0658264e-12,-6.2776712e-15,2.0317614e-15
0.0094302586,1.1359896e-12,-5.9003505e-13,2.4852205e-14,1.3324571e-12,-2.4996498e-14,2.5400336e-15
0.012333667,1.2837908e-12,-8.7778617e-13,2.7623344e-14,1.5285805e-12,-2.4576226e-14,2.9138993e-15
0.01561397,1.2970266e-12,-4.6431775e-13,-1.4061268e-15,1.4794307e-12,1.0495667e-15,2.8202061e-15
0.019320085,7.4149052e-13,-3.7848699e-13,-7.1161825e-16,1.1476246e-12,9.3821521e-16,2.1876914e-15
0.023531773,9.0891035e-14,-1.2741477e-13,1.1185268e-17,3.3128959e-13,-9.2071006e-17,6.3153004e-16
0.028296111,8.778657e-15,-3.594797e-16,6.8279395e-20,9.4192412e-15,-8.0169356e-18,1.7955692e-17
0.033678883,2.4100523e-15,-3.7099474e-17,3.0137606e-21,2.4638046e-15,1.9849771e-20,4.6966963e-18
0.03976035,1.3267947e-15,-1.208226e-17,4.9698631e-21,1.3418459e-15,-1.636963e-19,2.5579313e-18
0.046673671,7.9672789e-16,-3.5488873e-18,4.018078e-20,8.0071682e-16,-9.6692445e-20,1.5263888e-18
0.054486908,6.4082231e-16,-2.7683951e-17,1.1981144e-18,7.0636663e-16,-9.9884195e-19,1.3465311e-18
0.06333314,6.2084957e-16,-2.8463332e-17,1.2417325e-18,6.8895272e-16,-1.0327654e-18,1.3133354e-18
0.076752193,7.162605e-16,-5.8176939e-20,2.3748585e-21,7.1508889e-16,-2.1748861e-18,1.3631582e-18
0.091183779,1.4686119e-15,-4.0354804e-20,1.7530499e-21,1.4659431e-15,-3.4958472e-17,2.7944949e-18
0.10669221,3.7566325e-15,-3.8133556e-20,1.6628768e-21,3.7495795e-15,-1.0867188e-16,7.1477407e-18
0.12336378,5.370168e-15,-1.9434734e-20,8.4759769e-22,5.3599859e-15,-1.2066896e-16,1.0217623e-17
0.1412884,3.6017451e-15,-5.6715195e-21,2.4340281e-22,3.5948999e-15,-6.7498394e-17,6.8528783e-18
0.16056001,1.3309107e-15,-1.4005079e-20,3.556083e-24,1.3283855e-15,-2.5584473e-17,2.532272e-18
0.18127713,7.551739e-16,-1.1585755e-19,-1.4024404e-22,7.5378078e-16,-3.2620303e-18,1.4369157e-18
0.20354346,6.6662085e-16,-1.8622714e-19,2.7606936e-24,6.6541322e-16,-5.1543643e-21,1.2684625e-18
0.22746846,6.6658554e-16,-2.7521581e-19,4.6367843e-21,6.6542634e-16,-4.8050768e-21,1.2684876e-18
0.25316801,6.6659255e-16,-2.2827491e-19,4.5734465e-21,6.6542482e-16,-3.9545844e-21,1.2684846e-18
0.28076623,6.6665466e-16,-3.9662073e-20,6.6607076e-22,6.6540235e-16,-2.7645378e-21,1.2684418e-18
0.31040607,6.666591e-16,-2.8483297e-20,1.7387318e-22,6.6540053e-16,-2.1054337e-21,1.2684384e-18
0.34221525,6.6665172e-16,-4.9788915e-20,1.6438557e-22,6.6540335e-16,-1.598495e-21,1.2684437e-18
0.37635074,6.6665422e-16,-2.9873758e-20,8.9605588e-24,6.6540341e-16,-1.1623908e-21,1.2684438e-18
0.4129678,6.6664699e-16,-1.6078174e-20,-6.3212445e-23,6.6540789e-16,-7.3841125e-22,1.2684524e-18
0.45223439,6.6664589e-16,-1.1767503e-20,-2.0274807e-23,6.6540624e-16,-4.9384773e-22,1.2684492e-18
0.4943307,6.6666061e-16,-2.7569125e-21,1.3392446e-23,6.6539862e-16,-3.8668847e-22,1.2684347e-18
0.53645458,6.8462944e-16,-1.3626157e-22,9.6603003e-25,6.8332702e-16,3.0940933e-19,1.3026112e-18
0.57579971,7.2033247e-16,6.2030156e-24,4.7345676e-27,7.1896193e-16,6.1619045e-19,1.3705413e-18
0.61254318,7.9624881e-16,6.6704655e-24,-3.5735862e-27,7.9473382e-16,7.7629491e-19,1.5149836e-18
0.64685346,1.2577642e-15,6.5821113e-23,4.9224357e-26,1.2553711e-15,1.4043777e-18,2.3930862e-18
0.67888975,3.2675401e-15,1.3416121e-21,4.1149635e-26,3.2613228e-15,1.751153e-18,6.2169877e-18
0.70880182,2.5296211e-14,2.8700234e-16,-4.9578449e-19,2.5124411e-14,-4.5378999e-18,4.7894111e-17
0.73672973,4.9253136e-14,3.2557904e-16,-4.6023481e-19,4.9061954e-14,6.6690461e-17,9.352572e-17
0.76280484,3.910938e-14,4.904634e-17,1.8745098e-19,3.9073236e-14,8.3894645e-17,7.4484448e-17
0.78714987,3.3743256e-14,6.0897672e-16,2.6401358e-17,3.5970821e-14,1.6122656e-16,6.8570383e-17
0.80987951,5.654333e-14,5.8670396e-16,2.5612895e-17,5.8662003e-14,1.6642137e-16,1.1182608e-16
0.83110089,1.1315598e-13,1.0207111e-20,4.816529e-24,1.1294069e-13,7.115706e-17,2.1529635e-16
0.85091408,2.4525619e-13,2.0652834e-22,2.320078e-24,2.4478955e-13,2.5311388e-16,4.6663692e-16
0.8694125,3.1749855e-13,2.777427e-21,-5.7681922e-26,3.1689446e-13,3.7610183e-16,6.0408891e-16
0.88668338,2.2225399e-13,2.1118408e-20,3.7588404e-22,2.2183112e-13,2.3420195e-16,4.2287176e-16
0.9028082,1.7533255e-13,1.571348e-16,-1.5248865e-20,1.749191e-13,1.3585394e-16,3.3344442e-16
0.91786298,3.1249268e-13,2.2055795e-16,3.7247488e-19,3.1176981e-13,2.8394149e-16,5.9431991e-16
0.93191875,1.2035339e-12,6.534131e-17,4.1323583e-19,1.2011938e-12,2.6631724e-15,2.2898091e-15
0.94121967,7.5024539e-12,2.170984e-18,3.040048e-20,7.4881772e-12,8.4032258e-15,1.4274547e-14
0.94945181,2.1909368e-11,2.0089928e-18,2.3041188e-20,2.1867679e-11,1.2058072e-14,4.1685874e-14
0.95673798,3.9118936e-11,1.0094183e-17,1.187105e-19,3.9044486e-11,1.1834835e-14,7.4429642e-14
0.96318688,5.4189157e-11,4.0916574e-17,5.2638558e-19,5.4085929e-11,1.0130376e-14,1.0310281e-13
0.96889472,6.518043e-11,1.2513592e-16,1.6760877e-18,6.5055748e-11,7.3031485e-15,1.2401434e-13
0.97394666,7.1220195e-11,2.9094484e-16,1.2287026e-18,7.1081628e-11,4.7337103e-15,1.3550134e-13
0.97841808,7.2948711e-11,1.0975082e-15,-3.6848869e-17,7.2797806e-11,3.8031263e-15,1.3877285e-13
0.98237567,7.2516928e-11,6.9248604e-15,-5.1996047e-16,7.2335301e-11,1.3912581e-14,1.3789119e-13
0.9858785,1.0056529e-10,-8.8262474e-13,-4.0710175e-14,9.9604324e-11,4.1094899e-13,1.8987352e-13
0.9889788,6.3018978e-10,-4.898618e-11,-2.1203476e-12,6.0964681e-10,4.4518418e-12,1.1621563e-12
0.99099268,2.3458983e-09,-5.7686597e-12,-6.8356812e-12,2.3271102e-09,1.3678258e-11,4.4361189e-12
0.99300657,3.8207036e-09,5.9210278e-10,-6.8038782e-12,3.8919559e-09,1.7637387e-11,7.4191497e-12
0.99502045,2.5646915e-09,6.5181742e-10,-1.8153688e-12,2.6428626e-09,9.6667655e-12,5.0380306e-12
0.99703434,5.3463693e-10,1.0231806e-10,2.3371658e-13,5.4243991e-10,1.6809671e-12,1.0340412e-12
0.99904822,1.1859402e-11,3.2118931e-13,1.2040646e-15,1.1848171e-11,2.9317959e-14,2.2585907e-14
