gen,minFit,best_run_id,pop_size,tsize,msize,pmut,ponec,ptwoc,pinv,pblo,pgswap,piswap,seed
1,5.558274380047541,00003,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
2,0.9999985052814173,00014,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
6,0.9998155043642364,00030,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
31,0.986059096904375,00132,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
50,0.9843968419224743,00206,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
56,0.9151733052757083,00230,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
79,0.9120623792475354,00321,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
100,0.9120623792475354,00321,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
