RXX,RXY,RXZ,RYY,RYZ,RZZ
-2.395801014000000027e-04,4.290539170999999865e-04,4.918147378000000524e-07,4.169861246000000177e-04,1.413043206999999992e-06,-2.421290256999999882e-05
-2.245714530999999993e-04,4.519566880000000096e-04,8.982687231999999464e-08,3.967936087000000119e-04,2.580834652000000049e-07,-1.379133121999999889e-04
-2.277415783999999876e-04,4.700608251999999752e-04,2.284726664999999918e-07,3.863646804000000026e-04,6.319341847000000499e-07,-9.044492892999999581e-05
-2.324630382999999989e-04,4.874093387999999991e-04,4.330127459999999928e-07,3.767211038999999863e-04,1.197673056000000078e-06,-2.045485655999999957e-05
-2.157884850000000015e-04,5.091714625999999673e-04,5.049745567999999716e-08,3.569163568999999874e-04,1.396712744000000019e-07,-1.200368305000000025e-04
-2.206380208999999897e-04,5.270291062000000051e-04,2.727367717000000238e-07,3.482846312999999887e-04,6.626321585000000461e-07,-6.118954433999999529e-05
-2.198323667000000011e-04,5.461973700000000414e-04,3.438978597000000099e-07,3.369185135000000238e-04,8.355227629999999708e-07,-3.441358740999999932e-05
-2.043611317999999950e-04,5.684094343000000143e-04,1.095018590999999998e-08,3.188910015999999923e-04,-1.273662622999999964e-08,-1.081549238000000061e-04
-2.143522834000000110e-04,5.872299739000000178e-04,4.435931486999999932e-07,3.134243887000000024e-04,8.795979476999999711e-07,-1.981578078999999922e-05
-2.020165537000000058e-04,6.110236112000000429e-04,1.686079237999999957e-07,2.975290664000000175e-04,3.343315473000000151e-07,-6.056033720000000132e-05
-1.990715769000000123e-04,6.341684229999999941e-04,2.408033330999999745e-07,2.866446864000000050e-04,3.766670895999999960e-07,-5.324598029000000176e-05
-1.994978375999999969e-04,6.586554521999999539e-04,4.193461173000000143e-07,2.774658373999999966e-04,6.559455782000000371e-07,-2.243422575000000158e-05
-1.854654795999999869e-04,6.872415336000000166e-04,3.584357761000000239e-08,2.620790216000000233e-04,4.440008769999999706e-08,-6.757654912000000459e-05
-1.942592133999999937e-04,7.139175945999999898e-04,6.693470584999999655e-07,2.573156175999999893e-04,8.291323042000000499e-07,-2.070568667999999977e-06
-1.760764159000000127e-04,7.492865366000000518e-04,1.075788827999999957e-07,2.407197631999999940e-04,-5.641327578999999739e-08,-5.805512310000000040e-05
-1.835681713000000110e-04,7.803791993999999741e-04,6.891282051999999679e-07,2.360935416000000005e-04,6.967876757000000096e-07,-6.219231770999999838e-06
-1.672964468000000119e-04,8.222689147000000103e-04,5.173745309000000099e-08,2.210910855999999899e-04,-2.016315689000000051e-08,-4.739512912999999664e-05
-1.736937621999999929e-04,8.593031642000000143e-04,7.309419489999999819e-07,2.164244061000000091e-04,6.312139537999999523e-07,-5.352886621999999993e-06
-1.584025474000000085e-04,9.086224360999999592e-04,1.823956315999999959e-07,2.026674895999999899e-04,-5.471886751000000242e-08,-3.873492301000000017e-05
-1.647220695000000063e-04,9.518676357000000312e-04,8.219162925999999570e-07,1.982417887999999965e-04,6.263199368999999743e-07,-1.053266056000000047e-06
-1.493856953999999878e-04,1.009421294000000056e-03,1.281103687000000037e-08,1.852508357000000089e-04,-3.076671559999999800e-09,-3.160720250000000140e-05
-1.501477634000000045e-04,1.064575103999999914e-03,4.643859343999999924e-07,1.783723609000000085e-04,3.239013217000000014e-07,-1.116085707999999947e-05
-1.426636794000000032e-04,1.123957737999999951e-03,3.143165855000000264e-07,1.678572856999999965e-04,2.250356265999999943e-07,-1.347889075000000035e-05
-1.307058670000000081e-04,1.185028102000000106e-03,1.333043300999999882e-07,1.546269666999999901e-04,-3.391194211000000076e-08,-2.030256129999999918e-05
-1.274397112000000124e-04,1.241478586999999892e-03,3.813914569000000252e-07,1.436855444999999968e-04,3.013188024999999980e-07,-3.629196036999999831e-06
-1.150421018999999947e-04,1.306865752999999963e-03,1.959688813999999980e-07,1.299748519999999966e-04,1.559567594000000042e-07,-8.594132179000000383e-06
-1.023809864999999941e-04,1.375976718000000059e-03,2.891044990999999979e-07,1.161389309999999984e-04,-6.575433820999999783e-08,-1.181877745000000039e-05
-9.348845524000000396e-05,1.445719403999999944e-03,1.156550002000000024e-07,1.039606435999999959e-04,-2.233349491999999915e-08,-8.780084217999999303e-06
-8.417042949999999362e-05,1.514045134999999999e-03,2.150399214999999851e-08,9.185817461000000256e-05,-5.166565322999999737e-09,-6.620087829000000154e-06
-7.832330425999999577e-05,1.564036905000000055e-03,9.655418680999999707e-08,8.186440006999999716e-05,1.707070674000000062e-07,-1.268755936000000068e-07
-5.986053428000000210e-05,1.589086592999999987e-03,-4.065960329000000172e-10,6.268780299999999453e-05,2.995811366999999966e-08,-2.060490187999999990e-06
-3.910285788999999827e-05,1.537148128000000039e-03,-4.049351717000000226e-08,3.997234809000000327e-05,3.205614409000000240e-08,-3.654991816000000010e-07
2.109740856999999968e-04,-4.552828046999999895e-04,2.080704311000000064e-07,2.293217684999999874e-04,-2.792674501999999899e-07,-5.044740578999999751e-05
1.840298776999999962e-04,-4.568227784000000128e-04,3.989800992999999902e-07,2.513389543000000095e-04,-4.652145970000000208e-07,-8.894497888000000099e-06
1.632432887000000046e-04,-4.583896869999999841e-04,1.078386157000000019e-07,2.654065912999999978e-04,-1.257408532999999954e-07,-5.940365851000000146e-05
1.418909441999999905e-04,-4.609464764000000166e-04,4.609848124999999765e-07,2.822967387999999870e-04,-4.487055102999999759e-07,-1.055557412999999967e-04
1.427927158999999912e-04,-4.461798849000000078e-04,1.599911673999999916e-06,2.819625072000000120e-04,2.199312895000000143e-06,-9.022408728000000537e-06
9.801579624000000259e-05,-4.671986470999999895e-04,3.449062153999999974e-07,3.204842670000000206e-04,-2.762179402000000030e-07,-1.958391576000000057e-04
1.075455415000000058e-04,-4.470613383999999784e-04,2.041382676999999791e-06,3.154030395999999985e-04,3.104906077000000038e-06,-4.489092392999999759e-05
5.360474298000000328e-05,-4.744581419000000271e-04,1.562452631999999984e-07,3.635192742000000268e-04,-9.874585461999999594e-08,-2.813742660999999788e-04
7.715278311999999568e-05,-4.455102198999999919e-04,2.707906369000000070e-06,3.486881182000000192e-04,4.483598837999999961e-06,-4.842837900999999771e-05
9.406094278999999715e-06,-4.820312251000000072e-04,5.482232219999999963e-08,4.099756543000000080e-04,-2.576455071000000163e-08,-3.643178341999999998e-04
5.438492774999999923e-05,-4.399013136999999790e-04,3.059580899000000169e-06,3.787408727999999939e-04,5.419331948999999680e-06,-6.708254985999999769e-06
-2.361066973000000005e-05,-4.816984385000000046e-04,1.193040247999999888e-07,4.503688445000000222e-04,2.113191754999999893e-07,-3.825117041000000218e-04
1.291230406999999975e-05,-4.473010024000000041e-04,1.933526216999999912e-06,4.269971886000000156e-04,3.591230972000000142e-06,-7.668311928999999461e-05
-3.678484063999999892e-05,-4.682829585000000054e-04,2.511178669000000113e-07,4.767390763000000134e-04,4.664132573999999950e-07,-2.854256044000000043e-04
-3.786445711000000023e-05,-4.587462165999999820e-04,5.426460957999999882e-07,4.853470022999999936e-04,1.033709933000000084e-06,-2.031235829999999878e-04
-4.407688972999999872e-05,-4.514762730999999970e-04,6.451665624999999708e-07,4.996625822999999945e-04,1.229005587999999948e-06,-1.531139480000000025e-04
-6.932913888000000213e-05,-4.553045261999999851e-04,1.831309012999999972e-07,5.299287287000000119e-04,-1.402195376000000057e-07,-2.140121789000000083e-04
-5.060114702000000065e-05,-4.338541951000000224e-04,1.126418830999999939e-06,5.228644214000000186e-04,2.145753659999999890e-06,-7.561253618000000022e-06
-8.841191049999999835e-05,-4.426089860000000055e-04,2.755048109000000119e-07,5.656180542000000021e-04,-1.222644889999999893e-07,-1.473504411000000085e-04
-9.856048728999999538e-05,-4.355079782000000218e-04,1.506445541999999968e-07,5.837904566000000437e-04,-6.685356734999999787e-08,-1.122738521999999944e-04
-1.088667232999999967e-04,-4.280918926000000079e-04,6.746728326000000449e-08,6.033331052000000293e-04,-1.204596384000000019e-08,-8.170618952000000142e-05
-1.201287243999999994e-04,-4.190611133999999800e-04,7.042935590999999769e-07,6.233087666999999723e-04,-1.257482788000000116e-07,-4.853000309999999765e-05
-1.313907255000000020e-04,-4.100303342000000064e-04,1.931165314999999893e-07,6.432844281000000457e-04,-3.448004190999999835e-08,-1.535381668000000065e-05
-1.434492080000000108e-04,-3.993894563999999810e-04,4.250647710999999865e-07,6.645243604999999647e-04,6.124775112999999983e-09,-1.469141716999999988e-05
-1.560357322999999965e-04,-3.877364488000000007e-04,7.437150928000000423e-07,6.865692142999999924e-04,1.071622021000000035e-08,-4.746581976000000100e-05
-1.684085413999999905e-04,-3.761433601000000100e-04,5.080853352999999826e-08,7.081147681999999536e-04,2.264099115000000037e-08,-7.317372176000000482e-05
-1.825103703000000130e-04,-3.609766890000000060e-04,4.820116897000000436e-07,7.304631285000000177e-04,6.000285806000000143e-08,-1.120994592000000041e-04
-1.965945769999999935e-04,-3.451675214000000090e-04,6.714337548000000498e-07,7.539899261999999901e-04,8.358291956000000289e-08,-1.413061572999999894e-04
-2.090342910000000075e-04,-3.284555207999999803e-04,8.240509048000000341e-07,7.727730440999999468e-04,3.042538340000000257e-07,-5.435449559000000226e-05
-2.264327254000000130e-04,-3.087613216000000015e-04,3.602991451000000074e-07,7.984538267999999588e-04,5.702083577999999913e-08,-2.008084494000000073e-04
-2.421818325999999897e-04,-2.870491835999999992e-04,7.456855662000000017e-07,8.227794444000000257e-04,1.180119763999999973e-07,-2.260842154999999918e-04
-2.555542524999999802e-04,-2.644179280999999827e-04,9.158596283999999511e-07,8.412989444000000235e-04,2.370095519999999923e-07,-1.088654763999999972e-04
-2.741466203000000185e-04,-2.398316081999999944e-04,1.831576785000000031e-07,8.641492107999999969e-04,4.739822347000000091e-08,-2.491714692999999741e-04
-2.901995950999999765e-04,-2.087935773999999962e-04,1.181294184999999999e-06,8.811865718999999618e-04,-1.375573705000000127e-07,-2.991251505000000152e-04
-3.038071186000000060e-04,-1.766478716000000103e-04,4.582539612999999977e-07,8.933952905999999628e-04,1.426433259000000118e-07,-2.311952964999999924e-04
-3.178401176999999804e-04,-1.441664658999999914e-04,1.146590274999999938e-06,9.047515159999999692e-04,3.569056986999999881e-07,-1.168415463999999948e-04
-3.389464083000000012e-04,-1.116978390999999980e-04,4.967280401999999494e-07,9.261637362999999498e-04,-2.834293620000000059e-07,-3.550947647999999949e-04
-3.494953651999999750e-04,-7.220667597999999565e-05,2.080571169000000007e-07,9.227061963000000432e-04,-1.187158588000000037e-07,-3.713416353999999977e-04
-3.475494705999999977e-04,-3.036152213999999833e-05,1.135548921000000083e-06,8.932494057000000013e-04,1.011135456999999919e-06,-7.273900534000000387e-05
-3.613389836999999854e-04,5.868403825999999697e-06,5.738577803999999524e-07,8.960279342999999744e-04,5.109845453999999901e-07,-2.153073197000000111e-04
-3.729440113999999752e-04,4.181048844999999829e-05,7.415380410000000487e-07,8.938897606999999862e-04,-7.399269407999999602e-07,-3.679329159999999857e-04
-3.723897648000000114e-04,7.910420321999999836e-05,2.614432123000000070e-07,8.670638411000000352e-04,5.106352199000000282e-07,-2.877100831999999985e-04
-3.624692269000000114e-04,1.159296577000000061e-04,1.113071110000000004e-06,8.227199207000000401e-04,2.173983810000000204e-06,-2.762971247999999945e-06
-3.664590401999999816e-04,1.468097259999999959e-04,3.509165427999999849e-07,8.048631255999999729e-04,6.853891687999999848e-07,-2.184021778000000110e-04
-3.681144148000000185e-04,1.779829814000000079e-04,4.566344883999999881e-07,7.843927038000000169e-04,-5.846787387000000381e-07,-3.209845097999999733e-04
-3.638131386999999932e-04,2.089339629000000096e-04,4.110773096000000017e-07,7.571357773000000077e-04,1.107868960000000072e-06,-1.791292153999999865e-04
-3.584157168000000012e-04,2.385755229000000044e-04,7.873276532000000492e-07,7.285280439000000512e-04,2.121877924999999824e-06,-3.904141658999999885e-05
-3.575504531000000012e-04,2.642118873999999809e-04,1.297574822000000066e-07,7.047232670999999766e-04,3.497013423000000239e-07,-2.295103932000000014e-04
-3.555967190999999934e-04,2.908046793999999931e-04,3.533340019000000314e-08,6.827673953000000127e-04,1.085747016000000020e-07,-2.556341331999999926e-04
-3.479418071999999785e-04,3.167988055999999830e-04,5.611096077000000220e-07,6.562423991000000331e-04,1.724213009000000015e-06,-5.938074618999999803e-05
-3.443135390000000230e-04,3.402299595000000130e-04,3.456493385999999792e-07,6.328949251000000244e-04,1.062133097999999957e-06,-1.139744313000000040e-04
-3.421372416999999742e-04,3.628150473000000186e-04,2.064311546999999987e-07,6.119823581000000210e-04,-3.262063387000000033e-07,-2.195941943000000109e-04
-3.352946575000000074e-04,3.856848994000000217e-04,3.230099313000000048e-07,5.893169392999999699e-04,1.085307761000000106e-06,-9.645857528999999490e-05
-3.294730181000000090e-04,4.072805004000000181e-04,3.792833696999999762e-07,5.670833143999999765e-04,1.274385536999999975e-06,-6.048872563999999974e-05
-3.268582340999999850e-04,4.274078929000000139e-04,1.253641930999999905e-07,5.476197392999999653e-04,-2.151268848000000076e-07,-1.776456160999999941e-04
-3.199425873000000080e-04,4.482477201999999854e-04,2.369546777999999998e-07,5.271978755000000533e-04,8.256246207000000260e-07,-9.017837164000000005e-05
-3.132183551000000048e-04,4.684709078000000131e-04,3.219380864000000083e-07,5.065020597999999501e-04,1.121733543999999912e-06,-4.712734447999999726e-05
-3.100546860999999843e-04,4.877080503999999830e-04,1.428759240999999990e-07,4.887244003999999991e-04,-2.499382045000000249e-07,-1.423640877000000070e-04
-3.022056910999999790e-04,5.076932889999999626e-04,2.526843208000000242e-07,4.695591277000000239e-04,8.502447293999999513e-07,-5.913907145000000057e-05
-2.959669150999999997e-04,5.276317491999999755e-04,2.126240421000000005e-07,4.509266906000000230e-04,7.154479175999999491e-07,-5.770229936999999898e-05
-2.919400448999999779e-04,5.473959565999999503e-04,5.383621255000000055e-08,4.347630346999999920e-04,-8.710259199000000658e-08,-1.131420231000000032e-04
-2.821970931000000217e-04,5.687322698000000110e-04,3.733748959999999866e-07,4.156059195999999793e-04,1.128022551000000001e-06,-1.248367646999999999e-05
-2.780115756000000010e-04,5.900927867000000260e-04,2.824232999000000018e-08,3.996671037999999882e-04,8.532438967999999410e-08,-8.403728529000000663e-05
-2.710090903000000146e-04,6.126458005000000404e-04,1.568246228999999904e-07,3.837207930000000218e-04,4.029663075999999822e-07,-5.705967837000000201e-05
-2.633189421000000242e-04,6.369683432000000124e-04,2.289413357000000012e-07,3.670219457000000081e-04,5.882727020999999890e-07,-3.344916059000000195e-05
-2.585756094000000093e-04,6.619962773000000016e-04,4.751898082000000038e-08,3.529911859000000197e-04,-4.906508266000000182e-08,-7.077439344999999419e-05
-2.489204783999999756e-04,6.899367130000000131e-04,4.078501223999999886e-07,3.364310122000000076e-04,8.687476773999999648e-07,-6.272124346999999964e-06
-2.445794997999999748e-04,7.198063619999999895e-04,2.787120999000000115e-07,3.232504841000000194e-04,-2.127886375999999908e-07,-5.598307753999999710e-05
-2.354149451000000029e-04,7.518914607000000416e-04,4.526916933000000244e-07,3.082038689000000226e-04,8.039742126999999900e-07,-4.322652856999999695e-06
-2.308472957000000023e-04,7.874293170999999841e-04,2.681844388999999971e-07,2.957535353999999955e-04,-1.516739192999999946e-07,-4.414003472000000149e-05
-2.222295328000000044e-04,8.248954123999999687e-04,4.438055495000000040e-07,2.820273962999999932e-04,6.809655542000000510e-07,-5.622171281999999943e-06
-2.173401369999999975e-04,8.675759543000000117e-04,3.971475939999999868e-07,2.701601250000000174e-04,-1.713050472000000128e-07,-3.465319283999999912e-05
-2.087267587999999999e-04,9.110703170999999477e-04,4.985456319000000427e-07,2.572277615999999799e-04,6.896967631999999891e-07,-3.843108162000000169e-07
-2.041074380999999922e-04,9.610897365000000249e-04,3.070267964000000214e-07,2.463144756999999805e-04,-1.049776849999999976e-07,-2.700199469000000169e-05
-1.960455024999999954e-04,1.012997493000000054e-03,2.370723993999999919e-07,2.338571655999999882e-04,3.161945724999999912e-07,-1.017212798000000068e-05
-1.894180773999999917e-04,1.068980686000000051e-03,7.608442219999999386e-08,2.222850858999999939e-04,1.143356762999999999e-07,-1.609708910000000028e-05
-1.801275319999999936e-04,1.125808934000000015e-03,2.849742274000000043e-07,2.080882428999999902e-04,-9.533168510000000014e-08,-1.570047910000000070e-05
-1.675376152000000111e-04,1.180020724000000083e-03,2.141378652000000114e-07,1.920769879000000133e-04,3.579903503000000023e-07,-1.486154990000000052e-06
-1.570331283999999955e-04,1.240833862000000022e-03,2.362094157000000029e-08,1.766869747000000010e-04,3.450594484999999789e-08,-1.019656848000000078e-05
-1.444299839000000025e-04,1.305911945000000005e-03,5.494681474000000442e-07,1.602769415000000004e-04,-1.722222444000000103e-07,-8.010066693000000807e-06
-1.321730434000000073e-04,1.374373437999999899e-03,5.122792368999999953e-08,1.449127166999999907e-04,6.996720350999999567e-08,-4.301166135000000082e-06
-1.209667819999999994e-04,1.436748073999999983e-03,1.834101717999999977e-07,1.314850882999999944e-04,2.817534360000000150e-07,-1.603563852999999889e-08
-1.089519440999999947e-04,1.510998974999999949e-03,7.619639221000000360e-09,1.160146189999999974e-04,1.508323827000000048e-08,-2.780026520000000128e-06
-9.500126921000000290e-05,1.565446672999999981e-03,5.933106319999999735e-08,9.961776026999999607e-05,-3.269905523999999760e-08,-2.111041374000000149e-06
-7.519741666000000517e-05,1.591342863999999947e-03,-5.186697434999999811e-08,7.781085148999999815e-05,-9.161711113999999912e-08,-9.660153664000000753e-07
-4.744351502000000140e-05,1.550653673000000057e-03,-2.890342370999999739e-07,4.845350669999999712e-05,-7.682726052999999685e-08,-3.327318792000000189e-07
-1.298605100000000019e-04,-3.802841705999999945e-04,1.952427726000000136e-08,6.740275350000000335e-04,-3.735375500000000016e-07,-7.210732616000000165e-05
-1.256345985000000042e-04,-3.737311176000000269e-04,3.835090928999999815e-08,6.575115077000000426e-04,-3.977395527000000212e-07,-6.634552514000000299e-06
-1.249830124000000052e-04,-3.677842747000000120e-04,1.487272873999999946e-07,6.479172498000000452e-04,-7.757398374000000077e-07,-5.890261262999999941e-05
