gen,minFit,best_run_id,pop_size,tsize,msize,pmut,ponec,ptwoc,pinv,pblo,pgswap,piswap,seed
1,0.3362652784469395,00001,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
2,0.3330321512785579,00013,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
3,0.236612649953722,00020,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
5,0.23266102346283016,00028,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
9,0.23275040726288268,00036,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
15,0.24081770501896138,00053,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
19,0.22871378047181493,00084,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
22,0.2260252221898761,00093,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
35,0.22485930062285098,00148,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
57,0.25670416786516553,00234,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
60,0.2339423160972577,00245,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
62,0.25670416786516553,00234,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
63,0.2460804611252744,00259,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
64,0.25670416786516553,00234,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
73,0.23219014931741322,00297,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
75,0.25670416786516553,00234,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
77,0.24888308178114124,00314,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
78,0.25670416786516553,00234,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
79,0.2551779438710013,00324,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
80,0.25670416786516553,00234,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
98,0.22877554602566805,00399,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
99,0.25670416786516553,00234,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
100,0.25670416786516553,00234,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
