gen,minFit,best_run_id,pop_size,tsize,msize,pmut,ponec,ptwoc,pinv,pblo,pgswap,piswap,seed
1,0.02392584365232893,00141,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
4,0.023484511842824424,00269,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
8,0.02338981507820914,00488,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
10,0.023349144782918208,00575,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
17,0.02333070057680933,00946,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
27,0.023286735315804975,01409,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
29,0.022814780526563806,01512,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
53,0.022605616057554873,02706,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
77,0.022440511650731434,03890,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
78,0.022374847495834183,03955,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
81,0.022361788876782213,04102,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
82,0.02232473634610126,04162,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
83,0.022286734319580444,04180,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
85,0.022033658175022605,04284,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
91,0.0219786353756881,04578,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
100,0.0219786353756881,04578,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
