gen,minFit,best_run_id,pop_size,tsize,msize,pmut,ponec,ptwoc,pinv,pblo,pgswap,piswap,seed
1,0.4691394736368461,00003,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
2,0.46782893782118884,00013,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
14,0.46994455942389973,00063,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
24,0.45463320234941196,00101,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
25,0.46994455942389973,00063,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
29,0.41968094229002856,00121,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
32,0.38810181250232395,00136,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
38,0.41968094229002856,00121,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
50,0.41967710730698776,00205,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
54,0.4162059069883308,00223,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
55,0.40160846348988105,00226,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
63,0.4162059069883308,00223,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
100,0.4162059069883308,00223,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
