gen,minFit,best_run_id,pop_size,tsize,msize,pmut,ponec,ptwoc,pinv,pblo,pgswap,piswap,seed
1,0.06442822012069264,00097,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
10,0.06091037141807302,00589,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
14,0.060819658752552665,00781,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
15,0.05714347472099302,00809,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
16,0.05239921063658096,00853,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
17,0.04971509684267449,00912,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
20,0.047628245822398656,01062,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
47,0.046060505823023144,02395,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
52,0.04594192902555646,02683,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
79,0.04594142525879697,04023,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
100,0.04594142525879697,04023,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
