gen,minFit,best_run_id,pop_size,tsize,msize,pmut,ponec,ptwoc,pinv,pblo,pgswap,piswap,seed
1,0.4286045954508617,00013,12,3,6,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
7,0.1688111025936838,00049,12,3,6,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
11,0.14624788156317514,00076,12,3,6,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
13,0.12390318771576261,00090,12,3,6,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
45,0.12194827001190545,00278,12,3,6,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
46,0.10372038772343917,00287,12,3,6,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
63,0.10215846824226898,00389,12,3,6,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
86,0.10215488352600485,00524,12,3,6,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
99,0.10120818698195187,00606,12,3,6,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
100,0.10120818698195187,00606,12,3,6,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
