gen,minFit,best_run_id,pop_size,tsize,msize,pmut,ponec,ptwoc,pinv,pblo,pgswap,piswap,seed
1,3.5775452917197854,00002,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
2,3.5693055733995362,00014,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
3,3.510842528749108,00020,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
5,3.5074347679220326,00026,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
6,3.4772634723773734,00032,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
28,3.3381026629878003,00119,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
29,3.331612225299083,00121,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
36,3.3209306218475545,00151,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
41,3.320829089992196,00169,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
43,3.320282135738953,00179,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
48,3.319553700995781,00198,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
49,3.3153498977296545,00202,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
56,3.3103686610461835,00229,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
59,3.306872521180686,00243,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
61,3.3039323647365144,00251,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
78,3.303817679110466,00317,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
100,3.303817679110466,00317,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
1,3.5775452917197854,00002,16,3,8,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
4,3.523893108876167,00047,16,3,8,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
6,3.5200864862880508,00058,16,3,8,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
12,3.4962177847742786,00112,16,3,8,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
23,3.4318799472325323,00194,16,3,8,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
33,3.2244224323506128,00274,16,3,8,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
