gen,minFit,best_run_id,pop_size,tsize,msize,pmut,ponec,ptwoc,pinv,pblo,pgswap,piswap,seed
1,0.022917930578936582,00002,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
2,0.022820548909374412,00013,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
3,0.022766816351472926,00019,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
28,0.022755267641049428,00120,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
29,0.02272174935542107,00121,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
39,0.022635841918616322,00164,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
46,0.022634636183368837,00191,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
50,0.02259343470165927,00205,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
55,0.022590450600882342,00224,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
72,0.022584050838819304,00291,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
90,0.022575162129696676,00365,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
92,0.022556708561054337,00372,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
96,0.022536867284021773,00389,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
