gen,minFit,best_run_id,pop_size,tsize,msize,pmut,ponec,ptwoc,pinv,pblo,pgswap,piswap,seed
1,2.030045278625042,00003,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
3,0.6736946162629985,00017,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
5,2.030045278625042,00003,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
6,0.5090712131132933,00032,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
24,0.4861632576118109,00103,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
100,0.4861632576118109,00103,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
