0.47191011 	0.057828931
0.48314607 	0.058236383
0.49438202 	0.053337775
0.50561798 	0.04779594
0.51685393 	0.042007065
0.52808989 	0.0362775
0.53932584 	0.030864821
0.5505618 	0.026057107
0.56179775 	0.022065982
0.57303371 	0.019003177
0.58426966 	0.016862489
0.59550562 	0.015536988
0.60674157 	0.014993223
0.61797753 	0.014930098
0.62921348 	0.015109116
0.64044944 	0.015438411
0.65168539 	0.015944389
0.66292135 	0.016470413
0.6741573 	0.017036471
0.68539326 	0.017661227
0.69662921 	0.0182565
0.70786517 	0.018940972
0.71910112 	0.019566641
0.73033708 	0.020280768
0.74157303 	0.020972689
0.75280899 	0.02172843
0.76404494 	0.022515203
0.7752809 	0.023360785
0.78651685 	0.024255609
0.79775281 	0.025222144
0.80898876 	0.026268341
0.82022472 	0.027394073
0.83146067 	0.028647664
0.84269663 	0.03000784
0.85393258 	0.031498453
0.86516854 	0.033132546
0.87640449 	0.034923005
0.88764045 	0.036860078
0.8988764 	0.038947877
0.91011236 	0.041179983
0.92134831 	0.043537316
0.93258427 	0.045987385
0.94382022 	0.048474104
0.95505618 	0.05088793
0.96629213 	0.053043645
0.97752809 	0.054548296
0.98876404 	0.05245688
