y,R_0,R_1,R_2,R_3,R_4,R_5
0.26512411,2.5087428e-07,9.1764703e-10,-8.6000904e-12,2.4886466e-07,-2.2843369e-09,4.7440521e-10
0.2666767,2.9266985e-05,6.0541252e-07,9.2299268e-10,2.8190798e-05,-2.3363027e-07,5.3739497e-08
0.26822934,0.00037820878,5.7572496e-06,4.3081544e-07,0.0003655986,-2.8602327e-06,6.9693254e-07
0.2697817,0.0016012221,-6.3206282e-05,3.8420833e-06,0.0017206662,-1.3490918e-05,3.2800681e-06
0.27133344,0.0035125056,-0.00038457443,9.7988344e-06,0.0043866536,-3.2538793e-05,8.3621811e-06
0.27288422,0.0055208733,-0.0010142783,1.4754662e-05,0.0081563524,-5.5493746e-05,1.5548275e-05
0.27526896,0.007539711,-0.0018608301,1.8350891e-05,0.01282233,-7.9270147e-05,2.4442924e-05
0.27795814,0.0095257115,-0.0028149077,2.1525025e-05,0.018002268,-0.00010031559,3.4317327e-05
0.28098779,0.011538317,-0.0038212008,2.4764615e-05,0.023507124,-0.000116655,4.4811112e-05
0.2844226,0.01383404,-0.0048988989,2.7295827e-05,0.029295633,-0.00012384653,5.5845618e-05
0.28829734,0.016357815,-0.0060735927,2.788698e-05,0.035383111,-0.00011269072,6.7450044e-05
0.29266073,0.018988216,-0.0073086184,2.6199855e-05,0.041485317,-7.7695095e-05,7.9082544e-05
0.29757283,0.021636357,-0.008552885,2.0875429e-05,0.047085352,-1.3369819e-05,8.9757767e-05
0.30314054,0.023956511,-0.0097737219,9.1714512e-06,0.051699428,8.5395853e-05,9.855348e-05
0.30940512,0.025576192,-0.010901292,-9.9637979e-06,0.054607446,0.00020032605,0.00010409697
0.31646607,0.02620329,-0.011865272,-3.6423634e-05,0.055170118,0.00030414884,0.00010516958
0.3271158,0.025511286,-0.012449171,-6.5329126e-05,0.052758454,0.00036515741,0.00010057228
0.33849032,0.023677688,-0.012393371,-8.5374043e-05,0.047814145,0.00036364779,9.114705e-05
0.3506254,0.021337018,-0.011715137,-8.9695698e-05,0.041706261,0.00031125121,7.9503725e-05
0.36357543,0.018988405,-0.010512695,-7.5015896e-05,0.035556323,0.00023553636,6.7780233e-05
0.37739614,0.01684691,-0.0091437754,-5.2314767e-05,0.03003511,0.00016376652,5.7255268e-05
0.3921452,0.014942226,-0.0079396144,-3.5052963e-05,0.025313281,0.00011206107,4.8254149e-05
0.40788275,0.013257878,-0.0068990477,-2.3716878e-05,0.021189263,7.9925023e-05,4.0392625e-05
0.42467216,0.011797303,-0.0059833867,-1.6537879e-05,0.01746815,6.0282565e-05,3.329915e-05
0.44258099,0.010653285,-0.0051488036,-1.1612798e-05,0.01411778,4.6500243e-05,2.6912412e-05
0.46168193,0.01001152,-0.0043491411,-8.3910257e-06,0.011177951,3.4560942e-05,2.1308282e-05
0.48205503,0.0098960841,-0.0035677169,-6.4481855e-06,0.0088088597,2.3921468e-05,1.6792135e-05
0.50379665,0.010188728,-0.0027841486,-5.2993794e-06,0.0071432384,1.5504411e-05,1.3616998e-05
0.52699165,0.0107879,-0.0019518538,-4.6664508e-06,0.0061203777,9.3650573e-06,1.1667141e-05
0.55175145,0.011547876,-0.0010380004,-4.1633043e-06,0.0056426506,5.3186686e-06,1.075646e-05
0.57818892,0.012331085,-3.0177358e-05,-3.7586387e-06,0.0056342315,2.9337966e-06,1.0740411e-05
0.60643072,0.013037887,0.0010464194,-3.5174684e-06,0.0060489586,1.6455071e-06,1.1530996e-05
0.63661769,0.013605234,0.0021293452,-3.4658912e-06,0.0068388143,9.5070589e-07,1.3036681e-05
0.66676366,0.013999867,0.0031057072,-3.3431025e-06,0.0079144447,4.2894207e-07,1.5087131e-05
0.6948911,0.014251442,0.0039124235,-3.0136955e-06,0.0091401166,-3.119746e-08,1.7423603e-05
0.72115006,0.014427156,0.004577773,-2.6929865e-06,0.010417551,-3.4025413e-07,1.9858748e-05
0.74567457,0.014572071,0.0051423451,-2.4281408e-06,0.011729515,-5.9428556e-07,2.2359716e-05
0.76858555,0.014713405,0.005652347,-2.24391e-06,0.013094275,-8.8748377e-07,2.4961328e-05
0.78999326,0.014871785,0.0061443888,-2.1348159e-06,0.014549964,-1.2607944e-06,2.7736275e-05
0.80999836,0.01505488,0.0066525883,-2.1533643e-06,0.016145299,-1.7892374e-06,3.0777428e-05
0.82869393,0.015276471,0.0071826558,-1.8995278e-06,0.017913917,-2.1651288e-06,3.4148905e-05
0.846166,0.015665701,0.0076475252,-1.1711025e-06,0.019768956,-1.9078119e-06,3.7685124e-05
0.86249456,0.016297526,0.0080538835,-8.7228127e-07,0.021653149,-1.6750859e-06,4.1276919e-05
0.87775409,0.017106727,0.0084936779,-9.7801738e-07,0.023596639,-1.6412111e-06,4.4981752e-05
0.89201408,0.018033415,0.0089717857,-9.5189176e-07,0.025581699,-1.3839431e-06,4.8765828e-05
0.90533945,0.019021078,0.0094691239,-7.9302546e-07,0.027576521,-8.6861216e-07,5.2568514e-05
0.91779088,0.020025595,0.0099683631,-5.162805e-07,0.029549882,-4.6779847e-08,5.6330289e-05
0.92942513,0.021016354,0.01045666,-1.2934599e-07,0.031477797,1.0851469e-06,6.0005429e-05
0.94029533,0.021964098,0.010920726,3.4951094e-07,0.033329762,2.4906437e-06,6.353579e-05
0.95045118,0.022763847,0.011309581,8.2474262e-07,0.034921001,3.9014203e-06,6.6569134e-05
0.95717518,0.023320095,0.011577396,1.1788273e-06,0.036077501,4.9448255e-06,6.8773743e-05
0.96312899,0.023653393,0.011734792,1.3383187e-06,0.036853945,5.374832e-06,7.0253862e-05
0.96840057,0.023757343,0.011778162,1.2813552e-06,0.037259594,5.1176916e-06,7.1027141e-05
0.9730679,0.023572892,0.011678275,9.9591998e-07,0.037199556,4.1337791e-06,7.0912693e-05
0.97720009,0.02305389,0.011412504,5.249419e-07,0.036595954,2.5478158e-06,6.9762061e-05
0.98085838,0.02217197,0.010966961,-3.8707435e-08,0.035397899,6.4344193e-07,6.7478234e-05
0.98409701,0.02090824,0.010332261,-5.6690711e-07,0.033568523,-1.1773831e-06,6.3990935e-05
0.98696406,0.019224919,0.0094917104,-9.1841395e-07,0.031032079,-2.4344936e-06,5.9155767e-05
0.98950209,0.017009757,0.0083875217,-9.3993078e-07,0.02760163,-2.624952e-06,5.2616378e-05
0.99174883,0.014187776,0.0070000706,-5.1794542e-07,0.023089849,-1.3606346e-06,4.4015669e-05
0.99320843,0.010897954,0.0053840182,1.7226798e-07,0.017716367,7.5573583e-07,3.377232e-05
0.99466817,0.0068278889,0.0030940815,8.5241857e-07,0.010466781,2.7607835e-06,1.9952593e-05
0.99612805,0.0024920333,0.00086418266,6.190329e-07,0.0032839436,1.987669e-06,6.2601093e-06
0.99758807,0.00025054984,3.3088161e-05,3.0920798e-08,0.00026101219,1.4003405e-07,4.9756178e-07
0.99904822,2.4414058e-06,2.8965146e-08,-2.6852963e-12,2.4372256e-06,-7.3083426e-10,4.6460293e-09
