gen,minFit,best_run_id,pop_size,tsize,msize,pmut,ponec,ptwoc,pinv,pblo,pgswap,piswap,seed
1,1.2335660490053546,00096,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
9,1.194709683789776,00513,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
13,1.1939697603188937,00735,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
15,1.1803896769853315,00827,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
19,1.1671534806193211,01037,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
20,1.1575563630222498,01084,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
21,1.1537021630639934,01132,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
22,1.1492123133963241,01154,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
23,1.1300595789901886,01226,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
24,1.1098439214767577,01256,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
25,1.1018675648121297,01326,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
26,1.0963628777579095,01388,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
28,1.0851190548690237,01489,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
30,1.0841016584429242,01577,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
33,1.0782668984259403,01723,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
34,1.0769711229240002,01785,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
36,1.0694647023045103,01881,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
37,1.0663747036830786,01922,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
38,1.0641999260969164,01978,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
39,1.0587223987045624,02026,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
40,1.058684932096735,02052,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
41,1.0565407762637264,02083,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
42,1.052794705471914,02148,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
44,1.0464858242994328,02246,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
48,1.0442764174659076,02463,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
52,1.0439858985872688,02636,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
53,1.0429493288033673,02694,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
54,1.0381135081628874,02761,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
58,1.037670035569146,02950,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
59,1.0370045753533135,02983,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
60,1.035880392825378,03044,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
63,1.035805064635812,03192,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
66,1.0357159623107715,03354,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
69,1.035647142011813,03517,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
71,1.0354187675808018,03582,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
72,1.0354181258170636,03650,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
73,1.034905001629963,03689,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
74,1.034443935227211,03738,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
75,1.0343862099063519,03773,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
76,1.0343716896753845,03842,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
77,1.0332084702631994,03887,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
79,1.0328600990966874,03982,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
81,1.0326694756899835,04074,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
87,1.032537744339902,04408,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
91,1.0323436489871771,04592,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
94,1.0322144193698335,04743,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
95,1.0319624467233552,04796,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
100,1.0319624467233552,04796,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
