gen,minFit,best_run_id,pop_size,tsize,msize,pmut,ponec,ptwoc,pinv,pblo,pgswap,piswap,seed
1,0.13526042903652297,00013,12,3,6,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
12,0.11661319132884576,00082,12,3,6,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
19,0.11634110546737751,00123,12,3,6,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
29,0.10109379398099248,00185,12,3,6,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
32,0.09871374626789496,00203,12,3,6,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
34,0.09477717187546553,00211,12,3,6,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
100,0.09477717187546553,00211,12,3,6,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
