gen,minFit,best_run_id,pop_size,tsize,msize,pmut,ponec,ptwoc,pinv,pblo,pgswap,piswap,seed
1,0.024462343632194447,00001,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
3,0.024356511504612422,00019,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
4,0.02419638486112514,00021,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
5,0.023673615368604975,00026,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
12,0.023660990859097022,00053,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
19,0.023617904103147718,00083,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
23,0.023610309925408596,00099,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
34,0.023609053203270818,00143,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
38,0.02356991657610769,00160,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
50,0.023558355852171507,00207,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
59,0.02349464365729694,00242,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
65,0.023313344810097406,00265,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
86,0.02328599160609367,00350,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
91,0.02319775934829365,00371,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
100,0.02319775934829365,00371,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
