gen,minFit,best_run_id,pop_size,tsize,msize,pmut,ponec,ptwoc,pinv,pblo,pgswap,piswap,seed
1,0.134377592185665,00061,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
3,0.12578133898428628,00229,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
8,0.11855497917559576,00483,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
33,0.11088175066039314,01699,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
44,0.11028574956261679,02262,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
100,0.11028574956261679,02262,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
