0.47777778 	0.64458664 	-0.0017569747 	-1.1895235e-06
0.48888889 	0.98923961 	-0.0030790482 	-1.7401647e-07
0.5 	1.138199 	-0.0036714457 	-1.2317563e-07
0.51111111 	1.2353773 	-0.0039798669 	4.3796877e-07
0.52222222 	1.3079364 	-0.00414267 	2.7716281e-06
0.53333333 	1.3649868 	-0.004222623 	2.6020376e-06
0.54444444 	1.4089664 	-0.0044039261 	5.1324071e-06
0.55555556 	1.4396589 	-0.0042717833 	7.7765619e-06
0.56666667 	1.4599116 	-0.0042041744 	8.3332568e-06
0.57777778 	1.4726931 	-0.0043388365 	9.2104696e-06
0.58888889 	1.4797495 	-0.0043272223 	1.1171781e-05
0.6 	1.4830583 	-0.0043292326 	1.1961114e-05
0.61111111 	1.4841647 	-0.0043277525 	1.113934e-05
0.62222222 	1.4838737 	-0.0043500911 	-5.6886898e-06
0.63333333 	1.4826278 	-0.0042822695 	1.0839221e-05
0.64444444 	1.4807817 	-0.0042586071 	1.1879908e-05
0.65555556 	1.4785444 	-0.0042513799 	9.2362404e-07
0.66666667 	1.4758531 	-0.0041928682 	1.0407709e-05
0.67777778 	1.4728648 	-0.0041654377 	9.9393469e-06
0.68888889 	1.4695972 	-0.0041242644 	6.2672773e-06
0.7 	1.4659811 	-0.0040847981 	1.0441211e-05
0.71111111 	1.4621438 	-0.0040757434 	-5.26954e-06
0.72222222 	1.4580748 	-0.0040039092 	1.0640806e-05
0.73333333 	1.4538124 	-0.0039737764 	-5.6615039e-06
0.74444444 	1.4492057 	-0.0038758863 	1.0495917e-05
0.75555556 	1.4444416 	-0.0038252111 	-5.567746e-06
0.76666667 	1.4391067 	-0.0037275819 	9.3674404e-06
0.77777778 	1.4335552 	-0.0036922842 	-3.1945303e-06
0.78888889 	1.4273 	-0.0036033532 	7.3916189e-06
0.8 	1.420625 	-0.0035308254 	5.2764435e-06
0.81111111 	1.4132346 	-0.0034306509 	4.7237498e-06
0.82222222 	1.4049408 	-0.0033392072 	7.3480981e-06
0.83333333 	1.3959811 	-0.0032444104 	3.3150182e-06
0.84444444 	1.3857511 	-0.0031264913 	3.194277e-06
0.85555556 	1.3739262 	-0.0030057648 	5.2206111e-06
0.86666667 	1.3603803 	-0.0028714313 	4.7607762e-06
0.87777778 	1.3445265 	-0.0027202571 	2.5001528e-06
0.88888889 	1.3255305 	-0.0025502106 	1.7029991e-07
0.9 	1.3023747 	-0.0023595275 	-2.4083303e-06
0.91111111 	1.2742821 	-0.0021392289 	-2.1829797e-06
0.92222222 	1.2402326 	-0.00189302 	9.2493507e-08
0.93333333 	1.19878 	-0.001636939 	1.7492768e-06
0.94444444 	1.1485153 	-0.001377308 	3.6012197e-06
0.95555556 	1.0869514 	-0.0011148036 	1.3044103e-07
0.96666667 	1.0070212 	-0.00084445221 	1.8152405e-06
0.97777778 	0.88756285 	-0.00060968125 	5.3882958e-07
0.98888889 	0.65236718 	-0.00045424924 	-3.2316261e-07
