gen,minFit,best_run_id,pop_size,tsize,msize,pmut,ponec,ptwoc,pinv,pblo,pgswap,piswap,seed
1,2.2890825070781666,00003,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
2,1.9999365169466263,00014,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
3,1.9832566615975316,00019,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
6,1.9651143443709806,00032,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
8,1.9402210104950695,00038,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
9,1.9256301783302752,00044,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
11,1.8411134482354061,00052,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
18,1.8157453807963937,00079,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
24,1.752420243306934,00103,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
44,1.7522644387710304,00181,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
56,1.7104142208551403,00231,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
72,1.6784025506026605,00295,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
100,1.6784025506026605,00295,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
