gen,minFit,best_run_id,pop_size,tsize,msize,pmut,ponec,ptwoc,pinv,pblo,pgswap,piswap,seed
1,0.3744142097274799,00010,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
2,0.3697767709429578,00016,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
7,0.3631143746856543,00036,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
11,0.36100508642762136,00050,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
13,0.35667438445361477,00057,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
19,0.3550981108631504,00081,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
21,0.3519906225099249,00091,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
31,0.34871981055995066,00130,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
35,0.34790299465326363,00148,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
37,0.345777116529375,00156,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
43,0.34494835158349274,00178,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
49,0.3399427245156721,00204,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
62,0.3396932953611225,00255,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
72,0.33904061562587395,00294,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
76,0.33681856178631064,00309,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
93,0.3367570383218149,00377,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
95,0.33671644357281344,00388,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
98,0.33523643098202466,00400,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
100,0.33523643098202466,00400,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
