gen,minFit,best_run_id,pop_size,tsize,msize,pmut,ponec,ptwoc,pinv,pblo,pgswap,piswap,seed
1,0.4738170661906144,00002,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
2,0.458294463104845,00014,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
3,0.41404732171760306,00020,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
4,0.4038069581656969,00023,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
5,0.3905763818777992,00027,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
6,0.38870084179680237,00030,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
12,0.37747360320542495,00054,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
18,0.36562973275763055,00079,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
30,0.35814822066263363,00125,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
34,0.3385030393171271,00142,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
42,0.33424231144608174,00173,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
44,0.2847113417556687,00183,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
56,0.24502248964740062,00229,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
100,0.24502248964740062,00229,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
