# Large body (blockage 3/9) 
#
# The file contains PIV data for a turbulent pipe flow past a body of revolution on the centerline.
# Geometry of the body and details of the experiment can be found in:  
#
#   L. Ding, T. Saxton-Fox, M. Hultmark, and A. J. Smits 
#   Effects of pressure gradients and streamline curvature on the statistics of a turbulent pipe flow. 
#   In 11th International Symposium on Turbulence and Shear Flow Phenomena, Southampton, UK, 2019 
#
# Paramters of the fully-developed pipe flow upstream of the body: 
#
#   Pipe diameter, D = 38.1 mm 
#   Bulk velocity, Ub = 4.1 m/s 
#   Friction velocity, utau = 0.186 m/s 
#   Kinematic viscosity, nu = 1.0035e-06 m^2/s 
#   Bulk Reynolds number, Re_D = 156,000 
#   Friction Reynolds number, Re_tau = 3,550 
#
# In the data below, Ux and Ur are normalized by Ub, and <ux^2>, <ur^2> and <uxur> are normalized by utau^2. 
#
# x/R r/R y/R Ux Ur <ux^2> <ur^2> <uxur> 
28.8667 0.8215 0.1785 0.9784 0.0014 3.3326 1.0108 0.7192 
28.8667 0.8110 0.1890 0.9852 0.0024 3.2774 1.0154 0.7070 
28.8667 0.8005 0.1995 0.9920 0.0023 3.2086 1.0160 0.6954 
28.8667 0.7900 0.2100 0.9987 0.0020 3.1355 1.0171 0.6869 
28.8667 0.7795 0.2205 1.0060 0.0015 3.0716 1.0300 0.6838 
28.8667 0.7690 0.2310 1.0129 0.0011 3.0103 1.0439 0.6809 
28.8667 0.7585 0.2415 1.0186 0.0010 2.9537 1.0490 0.6757 
28.8667 0.7480 0.2520 1.0236 -0.0001 2.8998 1.0411 0.6675 
28.8667 0.7375 0.2625 1.0285 -0.0016 2.8372 1.0225 0.6539 
28.8667 0.7270 0.2730 1.0338 -0.0010 2.7722 1.0108 0.6343 
28.8667 0.7165 0.2835 1.0395 0.0013 2.7056 1.0032 0.6050 
28.8667 0.7060 0.2940 1.0452 0.0035 2.6341 0.9888 0.5732 
28.8667 0.6955 0.3045 1.0505 0.0043 2.5635 0.9693 0.5469 
28.8667 0.6850 0.3150 1.0555 0.0028 2.5059 0.9540 0.5286 
28.8667 0.6745 0.3255 1.0598 0.0016 2.4531 0.9383 0.5140 
28.8667 0.6640 0.3360 1.0640 0.0022 2.3991 0.9270 0.4954 
28.8667 0.6535 0.3465 1.0687 0.0026 2.3382 0.9268 0.4684 
28.8667 0.6430 0.3570 1.0733 0.0014 2.2610 0.9230 0.4393 
28.8667 0.6325 0.3675 1.0772 0.0002 2.1800 0.9099 0.4132 
28.8667 0.6220 0.3780 1.0804 0.0001 2.0984 0.8976 0.3844 
28.8667 0.6115 0.3885 1.0834 0.0006 2.0236 0.8966 0.3533 
28.8667 0.6010 0.3990 1.0862 0.0009 1.9649 0.8983 0.3260 
28.8667 0.5906 0.4094 1.0889 0.0008 1.9140 0.8872 0.2983 
28.8667 0.5801 0.4199 1.0919 0.0009 1.8623 0.8688 0.2680 
28.8667 0.5696 0.4304 1.0955 0.0016 1.8157 0.8583 0.2399 
28.8667 0.5591 0.4409 1.0993 0.0021 1.7732 0.8532 0.2133 
28.8667 0.5486 0.4514 1.1024 0.0013 1.7248 0.8454 0.1884 
28.8667 0.5381 0.4619 1.1046 -0.0007 1.6754 0.8416 0.1678 
28.8667 0.5276 0.4724 1.1064 -0.0020 1.6347 0.8422 0.1480 
28.8667 0.5171 0.4829 1.1079 -0.0017 1.6017 0.8329 0.1248 
28.8667 0.5066 0.4934 1.1095 -0.0014 1.5759 0.8221 0.0990 
28.8667 0.4961 0.5039 1.1115 -0.0024 1.5539 0.8229 0.0725 
28.8667 0.4856 0.5144 1.1130 -0.0027 1.5289 0.8186 0.0482 
28.8667 0.4751 0.5249 1.1135 -0.0015 1.5024 0.8059 0.0270 
28.8667 0.4646 0.5354 1.1131 0.0002 1.4801 0.7958 0.0033 
28.8667 0.4541 0.5459 1.1125 0.0013 1.4701 0.7921 -0.0238 
28.8667 0.4436 0.5564 1.1121 0.0014 1.4721 0.7908 -0.0480 
28.8667 0.4331 0.5669 1.1115 0.0015 1.4749 0.7869 -0.0669 
28.8667 0.4226 0.5774 1.1112 0.0019 1.4745 0.7860 -0.0877 
28.8667 0.4121 0.5879 1.1111 0.0013 1.4719 0.7867 -0.1070 
28.8667 0.4016 0.5984 1.1105 0.0001 1.4686 0.7850 -0.1222 
28.8667 0.3911 0.6089 1.1093 -0.0004 1.4628 0.7836 -0.1347 
28.8667 0.3806 0.6194 1.1080 -0.0006 1.4605 0.7818 -0.1468 
28.8667 0.3701 0.6299 1.1065 -0.0007 1.4638 0.7788 -0.1590 
28.8667 0.3596 0.6404 1.1055 -0.0006 1.4686 0.7782 -0.1703 
28.8667 0.3491 0.6509 1.1050 -0.0004 1.4741 0.7778 -0.1814 
28.8667 0.3386 0.6614 1.1047 -0.0002 1.4788 0.7740 -0.1918 
28.8667 0.3281 0.6719 1.1042 0.0004 1.4827 0.7682 -0.1989 
28.8667 0.3176 0.6824 1.1036 0.0006 1.4843 0.7612 -0.2031 
28.8667 0.3071 0.6929 1.1031 -0.0001 1.4868 0.7515 -0.2038 
28.8667 0.2966 0.7034 1.1022 -0.0001 1.4844 0.7494 -0.2061 
28.8667 0.2861 0.7139 1.1006 0.0015 1.4752 0.7531 -0.2108 
28.8667 0.2756 0.7244 1.0988 0.0025 1.4669 0.7492 -0.2129 
28.8667 0.2651 0.7349 1.0975 0.0008 1.4614 0.7427 -0.2118 
28.8667 0.2546 0.7454 1.0965 -0.0010 1.4602 0.7450 -0.2100 
28.8667 0.2441 0.7559 1.0956 -0.0014 1.4603 0.7567 -0.2098 
28.8667 0.2336 0.7664 1.0942 -0.0015 1.4539 0.7714 -0.2091 
28.8667 0.2231 0.7769 1.0926 -0.0019 1.4446 0.7800 -0.2040 
28.8667 0.2126 0.7874 1.0914 -0.0019 1.4380 0.7825 -0.1974 
28.8667 0.2021 0.7979 1.0904 -0.0010 1.4295 0.7851 -0.1921 
28.8667 0.1916 0.8084 1.0896 0.0003 1.4152 0.7880 -0.1892 
28.8667 0.1811 0.8189 1.0893 0.0005 1.3997 0.7881 -0.1850 
28.8667 0.1706 0.8294 1.0892 0.0001 1.3863 0.7928 -0.1781 
28.8667 0.1601 0.8399 1.0884 0.0002 1.3750 0.8055 -0.1713 
28.8667 0.1496 0.8504 1.0873 0.0002 1.3673 0.8123 -0.1625 
28.8667 0.1391 0.8609 1.0860 0.0000 1.3643 0.8084 -0.1505 
28.8667 0.1286 0.8714 1.0845 0.0005 1.3620 0.8033 -0.1400 
28.8667 0.1181 0.8819 1.0826 0.0020 1.3602 0.7977 -0.1301 
28.8667 0.1076 0.8924 1.0808 0.0022 1.3629 0.7940 -0.1186 
28.8667 0.0971 0.9029 1.0794 0.0005 1.3662 0.7926 -0.1029 
28.8667 0.0866 0.9134 1.0783 -0.0003 1.3690 0.7907 -0.0908 
28.8667 0.0761 0.9239 1.0781 0.0012 1.3741 0.7900 -0.0878 
28.8667 0.0656 0.9344 1.0787 0.0027 1.3845 0.7953 -0.0827 
28.8667 0.0551 0.9449 1.0789 0.0020 1.3987 0.8011 -0.0691 
28.8667 0.0446 0.9554 1.0784 0.0009 1.4041 0.8014 -0.0578 
28.8667 0.0341 0.9659 1.0784 0.0012 1.3997 0.7999 -0.0499 
28.8667 0.0236 0.9764 1.0791 0.0018 1.3987 0.8004 -0.0370 
29.1167 0.9790 0.0210 0.7462 0.0019 4.0635 0.3785 0.5221 
29.1167 0.9685 0.0315 0.7922 0.0012 4.1012 0.5197 0.6253 
29.1167 0.9580 0.0420 0.8237 0.0004 4.1958 0.6472 0.7001 
29.1167 0.9475 0.0525 0.8479 -0.0001 4.1867 0.7229 0.7390 
29.1167 0.9370 0.0630 0.8679 -0.0001 4.0940 0.7775 0.7616 
29.1167 0.9265 0.0735 0.8854 0.0002 3.9976 0.8371 0.7819 
29.1167 0.9160 0.0840 0.8998 0.0007 3.9375 0.8959 0.7992 
29.1167 0.9055 0.0945 0.9111 0.0009 3.8775 0.9416 0.8073 
29.1167 0.8950 0.1050 0.9206 0.0006 3.8001 0.9632 0.8029 
29.1167 0.8845 0.1155 0.9294 0.0001 3.7191 0.9780 0.7930 
29.1167 0.8740 0.1260 0.9383 0.0002 3.6306 0.9950 0.7852 
29.1167 0.8635 0.1365 0.9476 0.0010 3.5386 1.0165 0.7813 
29.1167 0.8530 0.1470 0.9567 0.0005 3.4634 1.0380 0.7820 
29.1167 0.8425 0.1575 0.9646 -0.0013 3.4042 1.0456 0.7795 
29.1167 0.8320 0.1680 0.9716 -0.0012 3.3409 1.0445 0.7654 
29.1167 0.8215 0.1785 0.9789 0.0004 3.2692 1.0435 0.7466 
29.1167 0.8110 0.1890 0.9865 0.0014 3.1985 1.0443 0.7345 
29.1167 0.8005 0.1995 0.9932 0.0016 3.1317 1.0537 0.7290 
29.1167 0.7900 0.2100 0.9994 0.0016 3.0716 1.0658 0.7212 
29.1167 0.7795 0.2205 1.0054 0.0011 3.0160 1.0674 0.7094 
29.1167 0.7690 0.2310 1.0109 -0.0002 2.9535 1.0645 0.6967 
29.1167 0.7585 0.2415 1.0163 -0.0015 2.8860 1.0633 0.6799 
29.1167 0.7480 0.2520 1.0217 -0.0020 2.8239 1.0499 0.6584 
29.1167 0.7375 0.2625 1.0272 -0.0015 2.7645 1.0305 0.6390 
29.1167 0.7270 0.2730 1.0333 -0.0005 2.7047 1.0282 0.6223 
29.1167 0.7165 0.2835 1.0394 0.0004 2.6492 1.0320 0.6054 
29.1167 0.7060 0.2940 1.0451 0.0014 2.5999 1.0238 0.5886 
29.1167 0.6955 0.3045 1.0501 0.0027 2.5490 1.0032 0.5668 
29.1167 0.6850 0.3150 1.0537 0.0029 2.4852 0.9842 0.5390 
29.1167 0.6745 0.3255 1.0570 0.0010 2.4150 0.9707 0.5157 
29.1167 0.6640 0.3360 1.0604 -0.0010 2.3433 0.9594 0.4962 
29.1167 0.6535 0.3465 1.0637 -0.0023 2.2745 0.9537 0.4738 
29.1167 0.6430 0.3570 1.0671 -0.0022 2.2099 0.9500 0.4480 
29.1167 0.6325 0.3675 1.0712 -0.0001 2.1559 0.9455 0.4250 
29.1167 0.6220 0.3780 1.0753 0.0019 2.1033 0.9412 0.4049 
29.1167 0.6115 0.3885 1.0791 0.0020 2.0447 0.9316 0.3839 
29.1167 0.6010 0.3990 1.0827 0.0016 1.9845 0.9188 0.3573 
29.1167 0.5906 0.4094 1.0859 0.0019 1.9250 0.9027 0.3267 
29.1167 0.5801 0.4199 1.0889 0.0016 1.8663 0.8820 0.2970 
29.1167 0.5696 0.4304 1.0918 0.0004 1.8099 0.8633 0.2693 
29.1167 0.5591 0.4409 1.0946 -0.0005 1.7548 0.8470 0.2436 
29.1167 0.5486 0.4514 1.0970 -0.0010 1.7007 0.8330 0.2191 
29.1167 0.5381 0.4619 1.0989 -0.0011 1.6494 0.8281 0.1937 
29.1167 0.5276 0.4724 1.1006 0.0000 1.6059 0.8245 0.1669 
29.1167 0.5171 0.4829 1.1024 0.0006 1.5738 0.8145 0.1403 
29.1167 0.5066 0.4934 1.1036 -0.0002 1.5481 0.8061 0.1152 
29.1167 0.4961 0.5039 1.1045 -0.0005 1.5239 0.7964 0.0901 
29.1167 0.4856 0.5144 1.1062 0.0001 1.5035 0.7820 0.0647 
29.1167 0.4751 0.5249 1.1083 0.0011 1.4885 0.7692 0.0402 
29.1167 0.4646 0.5354 1.1102 0.0019 1.4779 0.7606 0.0180 
29.1167 0.4541 0.5459 1.1113 0.0013 1.4645 0.7614 -0.0014 
29.1167 0.4436 0.5564 1.1118 -0.0002 1.4526 0.7653 -0.0237 
29.1167 0.4331 0.5669 1.1116 -0.0010 1.4467 0.7654 -0.0450 
29.1167 0.4226 0.5774 1.1110 -0.0010 1.4418 0.7681 -0.0662 
29.1167 0.4121 0.5879 1.1105 -0.0012 1.4368 0.7687 -0.0835 
29.1167 0.4016 0.5984 1.1104 -0.0016 1.4323 0.7627 -0.0970 
29.1167 0.3911 0.6089 1.1101 -0.0011 1.4279 0.7589 -0.1113 
29.1167 0.3806 0.6194 1.1090 0.0007 1.4231 0.7572 -0.1265 
29.1167 0.3701 0.6299 1.1070 0.0024 1.4188 0.7554 -0.1423 
29.1167 0.3596 0.6404 1.1050 0.0022 1.4159 0.7579 -0.1581 
29.1167 0.3491 0.6509 1.1032 0.0012 1.4126 0.7601 -0.1688 
29.1167 0.3386 0.6614 1.1020 0.0012 1.4092 0.7585 -0.1747 
29.1167 0.3281 0.6719 1.1012 0.0012 1.4083 0.7596 -0.1803 
29.1167 0.3176 0.6824 1.1006 0.0002 1.4085 0.7585 -0.1845 
29.1167 0.3071 0.6929 1.1000 -0.0005 1.4059 0.7528 -0.1875 
29.1167 0.2966 0.7034 1.0994 0.0000 1.4034 0.7515 -0.1914 
29.1167 0.2861 0.7139 1.0989 0.0010 1.4041 0.7533 -0.1936 
29.1167 0.2756 0.7244 1.0981 0.0013 1.4038 0.7541 -0.1931 
29.1167 0.2651 0.7349 1.0974 0.0003 1.3980 0.7603 -0.1926 
29.1167 0.2546 0.7454 1.0964 -0.0016 1.3860 0.7720 -0.1933 
29.1167 0.2441 0.7559 1.0949 -0.0027 1.3725 0.7801 -0.1937 
29.1167 0.2336 0.7664 1.0932 -0.0020 1.3658 0.7820 -0.1909 
29.1167 0.2231 0.7769 1.0915 -0.0001 1.3660 0.7817 -0.1858 
29.1167 0.2126 0.7874 1.0898 0.0008 1.3658 0.7808 -0.1803 
29.1167 0.2021 0.7979 1.0887 0.0004 1.3624 0.7781 -0.1721 
29.1167 0.1916 0.8084 1.0882 -0.0001 1.3560 0.7741 -0.1621 
29.1167 0.1811 0.8189 1.0874 0.0002 1.3493 0.7712 -0.1526 
29.1167 0.1706 0.8294 1.0861 0.0003 1.3453 0.7681 -0.1441 
29.1167 0.1601 0.8399 1.0846 -0.0000 1.3398 0.7658 -0.1349 
29.1167 0.1496 0.8504 1.0832 -0.0006 1.3315 0.7677 -0.1238 
29.1167 0.1391 0.8609 1.0821 -0.0013 1.3270 0.7728 -0.1138 
29.1167 0.1286 0.8714 1.0812 -0.0019 1.3277 0.7780 -0.1078 
29.1167 0.1181 0.8819 1.0802 -0.0013 1.3324 0.7794 -0.1029 
29.1167 0.1076 0.8924 1.0795 0.0002 1.3401 0.7809 -0.0968 
29.1167 0.0971 0.9029 1.0792 0.0016 1.3479 0.7846 -0.0913 
29.1167 0.0866 0.9134 1.0797 0.0026 1.3502 0.7871 -0.0854 
29.1167 0.0761 0.9239 1.0809 0.0032 1.3464 0.7836 -0.0740 
29.1167 0.0656 0.9344 1.0823 0.0031 1.3476 0.7768 -0.0604 
29.1167 0.0551 0.9449 1.0839 0.0026 1.3512 0.7753 -0.0494 
29.1167 0.0446 0.9554 1.0850 0.0023 1.3548 0.7825 -0.0394 
29.1167 0.0341 0.9659 1.0846 0.0020 1.3569 0.7895 -0.0259 
29.1167 0.0236 0.9764 1.0829 0.0008 1.3590 0.7884 -0.0116 
29.3667 0.9790 0.0210 0.7441 0.0033 4.0441 0.3884 0.5218 
29.3667 0.9685 0.0315 0.7902 0.0018 4.0561 0.5183 0.6173 
29.3667 0.9580 0.0420 0.8216 0.0010 4.1309 0.6483 0.6979 
29.3667 0.9475 0.0525 0.8454 0.0016 4.1099 0.7423 0.7528 
29.3667 0.9370 0.0630 0.8645 0.0021 4.0341 0.8099 0.7882 
29.3667 0.9265 0.0735 0.8809 0.0018 3.9714 0.8709 0.8105 
29.3667 0.9160 0.0840 0.8951 0.0016 3.8994 0.9215 0.8137 
29.3667 0.9055 0.0945 0.9076 0.0011 3.8110 0.9633 0.8113 
29.3667 0.8950 0.1050 0.9188 0.0006 3.7206 0.9860 0.8079 
29.3667 0.8845 0.1155 0.9287 0.0005 3.6282 0.9922 0.8036 
29.3667 0.8740 0.1260 0.9380 0.0004 3.5556 1.0028 0.8017 
29.3667 0.8635 0.1365 0.9467 -0.0001 3.4954 1.0185 0.7982 
29.3667 0.8530 0.1470 0.9547 -0.0008 3.4244 1.0263 0.7877 
29.3667 0.8425 0.1575 0.9622 -0.0007 3.3430 1.0248 0.7715 
29.3667 0.8320 0.1680 0.9694 0.0001 3.2717 1.0304 0.7614 
29.3667 0.8215 0.1785 0.9764 0.0008 3.2200 1.0447 0.7579 
29.3667 0.8110 0.1890 0.9831 0.0012 3.1688 1.0519 0.7500 
29.3667 0.8005 0.1995 0.9895 0.0015 3.1148 1.0583 0.7389 
29.3667 0.7900 0.2100 0.9961 0.0012 3.0594 1.0646 0.7263 
29.3667 0.7795 0.2205 1.0030 0.0002 2.9958 1.0579 0.7106 
29.3667 0.7690 0.2310 1.0100 -0.0009 2.9292 1.0487 0.6938 
29.3667 0.7585 0.2415 1.0166 -0.0014 2.8679 1.0446 0.6756 
29.3667 0.7480 0.2520 1.0223 -0.0013 2.8054 1.0349 0.6557 
29.3667 0.7375 0.2625 1.0272 -0.0009 2.7364 1.0184 0.6336 
29.3667 0.7270 0.2730 1.0321 -0.0000 2.6673 1.0015 0.6085 
29.3667 0.7165 0.2835 1.0371 0.0013 2.5996 0.9930 0.5883 
29.3667 0.7060 0.2940 1.0423 0.0019 2.5278 0.9858 0.5710 
29.3667 0.6955 0.3045 1.0475 0.0017 2.4656 0.9699 0.5502 
29.3667 0.6850 0.3150 1.0523 0.0018 2.4142 0.9556 0.5289 
29.3667 0.6745 0.3255 1.0568 0.0024 2.3637 0.9481 0.5070 
29.3667 0.6640 0.3360 1.0606 0.0020 2.3092 0.9459 0.4829 
29.3667 0.6535 0.3465 1.0639 0.0005 2.2388 0.9365 0.4565 
29.3667 0.6430 0.3570 1.0676 -0.0007 2.1673 0.9234 0.4286 
29.3667 0.6325 0.3675 1.0718 -0.0003 2.1109 0.9174 0.4026 
29.3667 0.6220 0.3780 1.0760 0.0009 2.0606 0.9165 0.3807 
29.3667 0.6115 0.3885 1.0803 0.0010 2.0039 0.9125 0.3564 
29.3667 0.6010 0.3990 1.0846 0.0007 1.9442 0.9046 0.3305 
29.3667 0.5906 0.4094 1.0881 0.0004 1.8862 0.8934 0.3077 
29.3667 0.5801 0.4199 1.0900 -0.0006 1.8268 0.8768 0.2862 
29.3667 0.5696 0.4304 1.0907 -0.0016 1.7667 0.8596 0.2625 
29.3667 0.5591 0.4409 1.0913 -0.0009 1.7132 0.8468 0.2356 
29.3667 0.5486 0.4514 1.0927 0.0013 1.6690 0.8350 0.2084 
29.3667 0.5381 0.4619 1.0948 0.0025 1.6304 0.8255 0.1824 
29.3667 0.5276 0.4724 1.0975 0.0018 1.5963 0.8206 0.1563 
29.3667 0.5171 0.4829 1.1000 0.0000 1.5642 0.8150 0.1317 
29.3667 0.5066 0.4934 1.1022 -0.0017 1.5330 0.8055 0.1097 
29.3667 0.4961 0.5039 1.1041 -0.0025 1.5083 0.7938 0.0872 
29.3667 0.4856 0.5144 1.1056 -0.0012 1.4862 0.7847 0.0634 
29.3667 0.4751 0.5249 1.1066 0.0012 1.4645 0.7798 0.0397 
29.3667 0.4646 0.5354 1.1074 0.0022 1.4504 0.7792 0.0188 
29.3667 0.4541 0.5459 1.1084 0.0013 1.4415 0.7842 0.0020 
29.3667 0.4436 0.5564 1.1090 0.0001 1.4337 0.7879 -0.0167 
29.3667 0.4331 0.5669 1.1093 0.0001 1.4251 0.7882 -0.0378 
29.3667 0.4226 0.5774 1.1098 0.0006 1.4134 0.7869 -0.0599 
29.3667 0.4121 0.5879 1.1103 0.0004 1.3974 0.7827 -0.0820 
29.3667 0.4016 0.5984 1.1098 0.0002 1.3800 0.7758 -0.1023 
29.3667 0.3911 0.6089 1.1081 0.0004 1.3671 0.7719 -0.1201 
29.3667 0.3806 0.6194 1.1061 0.0004 1.3566 0.7703 -0.1332 
29.3667 0.3701 0.6299 1.1045 -0.0003 1.3487 0.7690 -0.1437 
29.3667 0.3596 0.6404 1.1035 -0.0009 1.3476 0.7715 -0.1550 
29.3667 0.3491 0.6509 1.1030 -0.0003 1.3512 0.7719 -0.1652 
29.3667 0.3386 0.6614 1.1025 0.0015 1.3601 0.7658 -0.1730 
29.3667 0.3281 0.6719 1.1015 0.0033 1.3719 0.7661 -0.1789 
29.3667 0.3176 0.6824 1.1005 0.0036 1.3766 0.7709 -0.1834 
29.3667 0.3071 0.6929 1.1000 0.0023 1.3799 0.7643 -0.1840 
29.3667 0.2966 0.7034 1.0998 0.0007 1.3832 0.7548 -0.1837 
29.3667 0.2861 0.7139 1.0993 0.0001 1.3821 0.7542 -0.1857 
29.3667 0.2756 0.7244 1.0980 -0.0003 1.3748 0.7518 -0.1892 
29.3667 0.2651 0.7349 1.0962 -0.0008 1.3629 0.7480 -0.1926 
29.3667 0.2546 0.7454 1.0946 -0.0008 1.3488 0.7514 -0.1936 
29.3667 0.2441 0.7559 1.0935 0.0001 1.3309 0.7541 -0.1911 
29.3667 0.2336 0.7664 1.0930 0.0013 1.3147 0.7545 -0.1868 
29.3667 0.2231 0.7769 1.0924 0.0020 1.3070 0.7583 -0.1820 
29.3667 0.2126 0.7874 1.0916 0.0021 1.3017 0.7599 -0.1760 
29.3667 0.2021 0.7979 1.0908 0.0020 1.2937 0.7569 -0.1685 
29.3667 0.1916 0.8084 1.0902 0.0017 1.2852 0.7538 -0.1587 
29.3667 0.1811 0.8189 1.0895 0.0014 1.2802 0.7555 -0.1504 
29.3667 0.1706 0.8294 1.0882 0.0014 1.2814 0.7586 -0.1475 
29.3667 0.1601 0.8399 1.0860 0.0014 1.2851 0.7576 -0.1452 
29.3667 0.1496 0.8504 1.0834 0.0007 1.2857 0.7566 -0.1380 
29.3667 0.1391 0.8609 1.0814 -0.0004 1.2839 0.7574 -0.1282 
29.3667 0.1286 0.8714 1.0804 -0.0005 1.2799 0.7542 -0.1192 
29.3667 0.1181 0.8819 1.0806 0.0002 1.2738 0.7490 -0.1109 
29.3667 0.1076 0.8924 1.0819 0.0001 1.2715 0.7459 -0.1008 
29.3667 0.0971 0.9029 1.0830 -0.0004 1.2760 0.7399 -0.0904 
29.3667 0.0866 0.9134 1.0829 -0.0001 1.2813 0.7360 -0.0798 
29.3667 0.0761 0.9239 1.0819 0.0008 1.2825 0.7380 -0.0703 
29.3667 0.0656 0.9344 1.0807 0.0008 1.2795 0.7410 -0.0611 
29.3667 0.0551 0.9449 1.0797 0.0005 1.2788 0.7450 -0.0501 
29.3667 0.0446 0.9554 1.0789 0.0008 1.2779 0.7510 -0.0394 
29.3667 0.0341 0.9659 1.0782 0.0020 1.2754 0.7558 -0.0322 
29.3667 0.0236 0.9764 1.0782 0.0036 1.2719 0.7536 -0.0262 
29.6167 0.9790 0.0210 0.7488 0.0013 4.0181 0.3984 0.5268 
29.6167 0.9685 0.0315 0.7925 0.0006 4.0882 0.5386 0.6351 
29.6167 0.9580 0.0420 0.8224 0.0000 4.1640 0.6550 0.7119 
29.6167 0.9475 0.0525 0.8455 0.0007 4.1628 0.7306 0.7526 
29.6167 0.9370 0.0630 0.8646 0.0016 4.1100 0.7821 0.7688 
29.6167 0.9265 0.0735 0.8805 0.0005 4.0323 0.8309 0.7852 
29.6167 0.9160 0.0840 0.8938 -0.0006 3.9596 0.8868 0.8105 
29.6167 0.9055 0.0945 0.9058 -0.0006 3.8772 0.9411 0.8283 
29.6167 0.8950 0.1050 0.9172 -0.0002 3.7787 0.9733 0.8231 
29.6167 0.8845 0.1155 0.9280 -0.0002 3.6861 0.9901 0.8140 
29.6167 0.8740 0.1260 0.9380 -0.0001 3.6013 1.0051 0.8066 
29.6167 0.8635 0.1365 0.9472 -0.0004 3.5168 1.0205 0.7977 
29.6167 0.8530 0.1470 0.9552 -0.0019 3.4278 1.0311 0.7858 
29.6167 0.8425 0.1575 0.9621 -0.0018 3.3332 1.0288 0.7687 
29.6167 0.8320 0.1680 0.9683 -0.0002 3.2462 1.0239 0.7527 
29.6167 0.8215 0.1785 0.9743 0.0002 3.1819 1.0284 0.7419 
29.6167 0.8110 0.1890 0.9805 0.0011 3.1315 1.0314 0.7318 
29.6167 0.8005 0.1995 0.9875 0.0031 3.0744 1.0291 0.7190 
29.6167 0.7900 0.2100 0.9950 0.0036 3.0105 1.0312 0.7085 
29.6167 0.7795 0.2205 1.0019 0.0018 2.9450 1.0351 0.6992 
29.6167 0.7690 0.2310 1.0078 0.0006 2.8792 1.0340 0.6872 
29.6167 0.7585 0.2415 1.0135 0.0009 2.8172 1.0210 0.6708 
29.6167 0.7480 0.2520 1.0194 0.0009 2.7622 0.9988 0.6518 
29.6167 0.7375 0.2625 1.0250 0.0003 2.7100 0.9817 0.6349 
29.6167 0.7270 0.2730 1.0300 0.0001 2.6579 0.9730 0.6198 
29.6167 0.7165 0.2835 1.0347 0.0011 2.6013 0.9699 0.6039 
29.6167 0.7060 0.2940 1.0397 0.0024 2.5245 0.9700 0.5843 
29.6167 0.6955 0.3045 1.0448 0.0020 2.4491 0.9720 0.5652 
29.6167 0.6850 0.3150 1.0496 0.0002 2.3861 0.9685 0.5472 
29.6167 0.6745 0.3255 1.0537 -0.0014 2.3302 0.9511 0.5257 
29.6167 0.6640 0.3360 1.0573 -0.0011 2.2648 0.9410 0.5036 
29.6167 0.6535 0.3465 1.0608 -0.0003 2.1909 0.9273 0.4773 
29.6167 0.6430 0.3570 1.0645 -0.0001 2.1203 0.9022 0.4486 
29.6167 0.6325 0.3675 1.0684 -0.0008 2.0578 0.8915 0.4260 
29.6167 0.6220 0.3780 1.0721 -0.0014 1.9978 0.8921 0.4072 
29.6167 0.6115 0.3885 1.0757 -0.0015 1.9504 0.8846 0.3869 
29.6167 0.6010 0.3990 1.0795 -0.0008 1.9167 0.8739 0.3651 
29.6167 0.5906 0.4094 1.0835 0.0010 1.8781 0.8653 0.3396 
29.6167 0.5801 0.4199 1.0871 0.0026 1.8306 0.8510 0.3107 
29.6167 0.5696 0.4304 1.0898 0.0029 1.7854 0.8329 0.2826 
29.6167 0.5591 0.4409 1.0920 0.0019 1.7441 0.8219 0.2562 
29.6167 0.5486 0.4514 1.0942 0.0010 1.6971 0.8185 0.2304 
29.6167 0.5381 0.4619 1.0964 0.0012 1.6428 0.8147 0.2045 
29.6167 0.5276 0.4724 1.0983 0.0018 1.5948 0.8098 0.1790 
29.6167 0.5171 0.4829 1.1000 0.0008 1.5540 0.8038 0.1541 
29.6167 0.5066 0.4934 1.1016 -0.0010 1.5097 0.7917 0.1289 
29.6167 0.4961 0.5039 1.1033 -0.0015 1.4709 0.7773 0.1035 
29.6167 0.4856 0.5144 1.1049 -0.0003 1.4439 0.7691 0.0778 
29.6167 0.4751 0.5249 1.1061 0.0015 1.4194 0.7648 0.0552 
29.6167 0.4646 0.5354 1.1064 0.0030 1.3999 0.7594 0.0353 
29.6167 0.4541 0.5459 1.1061 0.0025 1.3876 0.7553 0.0160 
29.6167 0.4436 0.5564 1.1060 0.0005 1.3761 0.7560 -0.0003 
29.6167 0.4331 0.5669 1.1056 -0.0002 1.3579 0.7524 -0.0163 
29.6167 0.4226 0.5774 1.1049 0.0006 1.3410 0.7498 -0.0324 
29.6167 0.4121 0.5879 1.1041 0.0014 1.3282 0.7468 -0.0463 
29.6167 0.4016 0.5984 1.1035 0.0013 1.3178 0.7398 -0.0620 
29.6167 0.3911 0.6089 1.1029 0.0006 1.3159 0.7345 -0.0777 
29.6167 0.3806 0.6194 1.1023 -0.0008 1.3203 0.7314 -0.0893 
29.6167 0.3701 0.6299 1.1017 -0.0024 1.3226 0.7296 -0.0996 
29.6167 0.3596 0.6404 1.1012 -0.0027 1.3229 0.7306 -0.1107 
29.6167 0.3491 0.6509 1.1009 -0.0017 1.3237 0.7319 -0.1226 
29.6167 0.3386 0.6614 1.1011 -0.0003 1.3231 0.7326 -0.1342 
29.6167 0.3281 0.6719 1.1015 0.0005 1.3190 0.7333 -0.1415 
