# Large body (blockage 3/9) 
#
# The file contains PIV data for a turbulent pipe flow past a body of revolution on the centerline.
# Geometry of the body and details of the experiment can be found in:  
#
#   L. Ding, T. Saxton-Fox, M. Hultmark, and A. J. Smits 
#   Effects of pressure gradients and streamline curvature on the statistics of a turbulent pipe flow. 
#   In 11th International Symposium on Turbulence and Shear Flow Phenomena, Southampton, UK, 2019 
#
# Paramters of the fully-developed pipe flow upstream of the body: 
#
#   Pipe diameter, D = 38.1 mm 
#   Bulk velocity, Ub = 4.1 m/s 
#   Friction velocity, utau = 0.186 m/s 
#   Kinematic viscosity, nu = 1.0035e-06 m^2/s 
#   Bulk Reynolds number, Re_D = 156,000 
#   Friction Reynolds number, Re_tau = 3,550 
#
# In the data below, Ux and Ur are normalized by Ub, and <ux^2>, <ur^2> and <uxur> are normalized by utau^2. 
#
# x/R r/R y/R Ux Ur <ux^2> <ur^2> <uxur> 
5.4700 0.7250 0.2750 1.6049 0.0132 1.5523 0.8615 0.3042 
5.4700 0.7348 0.2652 1.6002 0.0136 1.5967 0.8925 0.3211 
5.4700 0.7447 0.2553 1.5958 0.0131 1.6437 0.9176 0.3375 
5.4700 0.7545 0.2455 1.5911 0.0117 1.7065 0.9401 0.3537 
5.4700 0.7644 0.2356 1.5860 0.0103 1.7840 0.9679 0.3699 
5.4700 0.7742 0.2258 1.5809 0.0100 1.8458 0.9877 0.3855 
5.4700 0.7841 0.2159 1.5759 0.0100 1.8862 0.9964 0.4000 
5.4700 0.7939 0.2061 1.5716 0.0098 1.9282 1.0042 0.4125 
5.4700 0.8037 0.1963 1.5676 0.0093 1.9828 1.0119 0.4227 
5.4700 0.8136 0.1864 1.5627 0.0090 2.0490 1.0145 0.4310 
5.4700 0.8234 0.1766 1.5583 0.0090 2.1051 1.0209 0.4380 
5.4700 0.8333 0.1667 1.5538 0.0098 2.1698 1.0258 0.4480 
5.4700 0.8431 0.1569 1.5487 0.0102 2.2447 1.0283 0.4667 
5.4700 0.8530 0.1470 1.5437 0.0091 2.3024 1.0312 0.5041 
5.4700 0.8628 0.1372 1.5381 0.0075 2.3865 1.0312 0.5679 
5.4700 0.9219 0.0781 1.4743 0.0091 4.4418 1.1958 0.6582 
5.4700 0.9317 0.0683 1.4529 0.0092 5.2997 1.2812 0.7660 
5.4700 0.9415 0.0585 1.4240 0.0094 6.5007 1.4065 0.8782 
5.4700 0.9514 0.0486 1.3903 0.0095 7.6139 1.5281 0.9801 
5.4700 0.9612 0.0388 1.3422 0.0086 9.4744 1.6779 1.0632 
5.4700 0.9711 0.0289 1.2800 0.0077 11.2544 1.8238 1.1207 
5.4700 0.9809 0.0191 1.1982 0.0076 13.1764 1.8150 1.1555 
8.6667 0.9790 0.0210 1.1984 0.0021 7.3796 0.9283 1.2391 
8.6667 0.9685 0.0315 1.2665 0.0026 7.4008 1.2158 1.4313 
8.6667 0.9580 0.0420 1.3175 0.0038 7.4407 1.3732 1.5299 
8.6667 0.9475 0.0525 1.3607 0.0045 7.3549 1.4416 1.5674 
8.6667 0.9370 0.0630 1.3995 0.0061 7.2210 1.4847 1.5677 
8.6667 0.9265 0.0735 1.4337 0.0067 7.0483 1.4839 1.5282 
8.6667 0.9160 0.0840 1.4637 0.0046 6.7787 1.4173 1.4487 
8.6667 0.9055 0.0945 1.4913 0.0033 6.3840 1.3351 1.3490 
8.6667 0.8950 0.1050 1.5170 0.0054 5.8770 1.2724 1.2438 
8.6667 0.8845 0.1155 1.5408 0.0083 5.2907 1.1852 1.1296 
8.6667 0.8740 0.1260 1.5623 0.0081 4.6912 1.0784 1.0129 
8.6667 0.8635 0.1365 1.5812 0.0067 4.1029 0.9803 0.8938 
8.6667 0.8530 0.1470 1.5964 0.0067 3.5429 0.8943 0.7767 
8.6667 0.8425 0.1575 1.6086 0.0068 3.0505 0.8009 0.6694 
8.6667 0.8320 0.1680 1.6194 0.0051 2.6277 0.7125 0.5773 
8.6667 0.8215 0.1785 1.6282 0.0036 2.2752 0.6463 0.5035 
8.6667 0.8110 0.1890 1.6349 0.0046 2.0011 0.5914 0.4467 
8.6667 0.8005 0.1995 1.6403 0.0059 1.7932 0.5495 0.4047 
8.6667 0.7900 0.2100 1.6446 0.0060 1.6385 0.5262 0.3754 
8.6667 0.7795 0.2205 1.6487 0.0057 1.5266 0.5164 0.3538 
8.6667 0.7690 0.2310 1.6530 0.0063 1.4403 0.5096 0.3325 
8.6667 0.7585 0.2415 1.6566 0.0073 1.3648 0.4955 0.3095 
8.6667 0.7480 0.2520 1.6589 0.0071 1.3007 0.4720 0.2852 
8.6667 0.7375 0.2625 1.6613 0.0063 1.2477 0.4424 0.2564 
8.6667 0.7270 0.2730 1.6641 0.0060 1.2039 0.4201 0.2222 
8.6667 0.7165 0.2835 1.6661 0.0042 1.1749 0.4131 0.1793 
8.6667 0.7060 0.2940 1.6676 0.0022 1.1723 0.4142 0.1208 
8.6667 0.6955 0.3045 1.6678 0.0034 1.2159 0.4217 0.0424 
8.6667 0.6850 0.3150 1.6641 0.0057 1.3492 0.4434 -0.0572 
8.6667 0.6745 0.3255 1.6546 0.0065 1.6346 0.4886 -0.1772 
8.6667 0.6640 0.3360 1.6371 0.0058 2.1022 0.5647 -0.3286 
8.6667 0.6535 0.3465 1.6099 0.0054 2.7361 0.6673 -0.5135 
8.6667 0.6430 0.3570 1.5737 0.0052 3.4632 0.7896 -0.7178 
8.6667 0.6325 0.3675 1.5285 0.0035 4.1028 0.9247 -0.9190 
8.6667 0.6220 0.3780 1.4685 -0.0003 4.5902 1.0345 -1.0898 
8.6667 0.6115 0.3885 1.4122 -0.0023 5.1093 1.1047 -1.2270 
8.6667 0.6010 0.3990 1.2719 -0.0025 4.8016 0.9718 -1.1478 
8.9167 0.9790 0.0210 1.1999 0.0041 7.3065 0.8898 1.1939 
8.9167 0.9685 0.0315 1.2687 0.0054 7.3643 1.1839 1.4217 
8.9167 0.9580 0.0420 1.3212 0.0073 7.4044 1.3907 1.5438 
8.9167 0.9475 0.0525 1.3656 0.0076 7.3187 1.4719 1.5780 
8.9167 0.9370 0.0630 1.4047 0.0056 7.1630 1.4802 1.5531 
8.9167 0.9265 0.0735 1.4389 0.0036 6.9463 1.4509 1.4886 
8.9167 0.9160 0.0840 1.4692 0.0041 6.6704 1.3966 1.4135 
8.9167 0.9055 0.0945 1.4972 0.0062 6.2903 1.3421 1.3252 
8.9167 0.8950 0.1050 1.5228 0.0072 5.8199 1.2663 1.2135 
8.9167 0.8845 0.1155 1.5452 0.0069 5.2955 1.1562 1.0801 
8.9167 0.8740 0.1260 1.5648 0.0058 4.7448 1.0536 0.9525 
8.9167 0.8635 0.1365 1.5822 0.0039 4.1971 0.9709 0.8536 
8.9167 0.8530 0.1470 1.5975 0.0038 3.6834 0.9012 0.7681 
8.9167 0.8425 0.1575 1.6106 0.0038 3.2182 0.8245 0.6756 
8.9167 0.8320 0.1680 1.6219 0.0026 2.8030 0.7414 0.5853 
8.9167 0.8215 0.1785 1.6312 0.0028 2.4359 0.6733 0.5109 
8.9167 0.8110 0.1890 1.6387 0.0047 2.1270 0.6248 0.4567 
8.9167 0.8005 0.1995 1.6451 0.0048 1.8872 0.5893 0.4176 
8.9167 0.7900 0.2100 1.6508 0.0034 1.7120 0.5585 0.3860 
8.9167 0.7795 0.2205 1.6554 0.0048 1.5866 0.5340 0.3600 
8.9167 0.7690 0.2310 1.6587 0.0080 1.4869 0.5149 0.3352 
8.9167 0.7585 0.2415 1.6613 0.0089 1.3995 0.4917 0.3101 
8.9167 0.7480 0.2520 1.6636 0.0071 1.3268 0.4693 0.2851 
8.9167 0.7375 0.2625 1.6655 0.0047 1.2711 0.4528 0.2551 
8.9167 0.7270 0.2730 1.6666 0.0032 1.2302 0.4329 0.2135 
8.9167 0.7165 0.2835 1.6672 0.0014 1.2089 0.4159 0.1582 
8.9167 0.7060 0.2940 1.6665 -0.0003 1.2172 0.4168 0.0895 
8.9167 0.6955 0.3045 1.6633 0.0013 1.2812 0.4299 0.0056 
8.9167 0.6850 0.3150 1.6565 0.0058 1.4579 0.4589 -0.0984 
8.9167 0.6745 0.3255 1.6441 0.0091 1.7947 0.5191 -0.2295 
8.9167 0.6640 0.3360 1.6244 0.0085 2.2862 0.6012 -0.3839 
8.9167 0.6535 0.3465 1.5961 0.0043 2.8878 0.7034 -0.5580 
8.9167 0.6430 0.3570 1.5592 0.0018 3.5450 0.8340 -0.7624 
8.9167 0.6325 0.3675 1.5132 0.0015 4.1677 0.9487 -0.9609 
8.9167 0.6220 0.3780 1.4528 0.0001 4.6052 1.0374 -1.1120 
8.9167 0.6115 0.3885 1.3968 -0.0009 5.0008 1.1009 -1.2184 
8.9167 0.6010 0.3990 1.2584 -0.0020 4.6399 0.9610 -1.1154 
9.1667 0.9790 0.0210 1.1999 0.0039 7.1612 0.8562 1.1324 
9.1667 0.9685 0.0315 1.2696 0.0065 7.2457 1.1307 1.3426 
9.1667 0.9580 0.0420 1.3228 0.0068 7.3176 1.3033 1.4556 
9.1667 0.9475 0.0525 1.3668 0.0059 7.2571 1.3991 1.4980 
9.1667 0.9370 0.0630 1.4048 0.0062 7.0756 1.4390 1.4928 
9.1667 0.9265 0.0735 1.4385 0.0046 6.8179 1.4152 1.4353 
9.1667 0.9160 0.0840 1.4685 0.0014 6.5278 1.3691 1.3502 
9.1667 0.9055 0.0945 1.4953 0.0012 6.1519 1.3116 1.2590 
9.1667 0.8950 0.1050 1.5199 0.0025 5.6882 1.2411 1.1658 
9.1667 0.8845 0.1155 1.5422 0.0021 5.2076 1.1695 1.0749 
9.1667 0.8740 0.1260 1.5618 0.0026 4.7373 1.0921 0.9830 
9.1667 0.8635 0.1365 1.5790 0.0058 4.2682 1.0200 0.8952 
9.1667 0.8530 0.1470 1.5940 0.0080 3.7948 0.9516 0.8074 
9.1667 0.8425 0.1575 1.6065 0.0075 3.3419 0.8736 0.7200 
9.1667 0.8320 0.1680 1.6171 0.0061 2.9283 0.7828 0.6311 
9.1667 0.8215 0.1785 1.6271 0.0055 2.5700 0.6973 0.5414 
9.1667 0.8110 0.1890 1.6364 0.0046 2.2784 0.6339 0.4699 
9.1667 0.8005 0.1995 1.6444 0.0029 2.0392 0.5882 0.4235 
9.1667 0.7900 0.2100 1.6506 0.0028 1.8454 0.5534 0.3900 
9.1667 0.7795 0.2205 1.6550 0.0046 1.6927 0.5256 0.3578 
9.1667 0.7690 0.2310 1.6581 0.0056 1.5677 0.5031 0.3254 
9.1667 0.7585 0.2415 1.6610 0.0043 1.4648 0.4835 0.2951 
9.1667 0.7480 0.2520 1.6638 0.0016 1.3788 0.4609 0.2614 
9.1667 0.7375 0.2625 1.6657 0.0018 1.3119 0.4377 0.2232 
9.1667 0.7270 0.2730 1.6665 0.0058 1.2688 0.4226 0.1829 
9.1667 0.7165 0.2835 1.6665 0.0076 1.2450 0.4163 0.1311 
9.1667 0.7060 0.2940 1.6650 0.0042 1.2545 0.4163 0.0584 
9.1667 0.6955 0.3045 1.6617 0.0011 1.3359 0.4341 -0.0335 
9.1667 0.6850 0.3150 1.6550 0.0021 1.5221 0.4762 -0.1428 
9.1667 0.6745 0.3255 1.6420 0.0058 1.8501 0.5314 -0.2709 
9.1667 0.6640 0.3360 1.6211 0.0084 2.3501 0.6095 -0.4246 
9.1667 0.6535 0.3465 1.5915 0.0070 2.9935 0.7174 -0.6098 
9.1667 0.6430 0.3570 1.5533 0.0051 3.7096 0.8366 -0.8104 
9.1667 0.6325 0.3675 1.5059 0.0032 4.3732 0.9524 -1.0013 
9.1667 0.6220 0.3780 1.4441 0.0005 4.7934 1.0387 -1.1494 
9.1667 0.6115 0.3885 1.3874 -0.0012 5.1882 1.0983 -1.2521 
9.1667 0.6010 0.3990 1.2506 -0.0023 4.6845 0.9308 -1.1302 
9.4167 0.9790 0.0210 1.2080 0.0055 7.2362 0.8479 1.1385 
9.4167 0.9685 0.0315 1.2772 0.0050 7.2040 1.0907 1.3282 
9.4167 0.9580 0.0420 1.3283 0.0042 7.2092 1.2794 1.4435 
9.4167 0.9475 0.0525 1.3697 0.0043 7.1280 1.3720 1.4832 
9.4167 0.9370 0.0630 1.4061 0.0052 6.9592 1.3649 1.4474 
9.4167 0.9265 0.0735 1.4404 0.0057 6.7211 1.3257 1.3769 
9.4167 0.9160 0.0840 1.4719 0.0054 6.4322 1.3050 1.3071 
9.4167 0.9055 0.0945 1.4986 0.0034 6.0831 1.2802 1.2299 
9.4167 0.8950 0.1050 1.5210 0.0020 5.6917 1.2420 1.1536 
9.4167 0.8845 0.1155 1.5418 0.0036 5.2735 1.1773 1.0737 
9.4167 0.8740 0.1260 1.5614 0.0033 4.8183 1.0761 0.9717 
9.4167 0.8635 0.1365 1.5786 0.0012 4.3620 0.9953 0.8725 
9.4167 0.8530 0.1470 1.5939 0.0019 3.9050 0.9434 0.7915 
9.4167 0.8425 0.1575 1.6080 0.0036 3.4543 0.8675 0.7088 
9.4167 0.8320 0.1680 1.6210 0.0045 3.0253 0.7735 0.6179 
9.4167 0.8215 0.1785 1.6325 0.0059 2.6348 0.6954 0.5338 
9.4167 0.8110 0.1890 1.6411 0.0068 2.3098 0.6361 0.4672 
9.4167 0.8005 0.1995 1.6471 0.0055 2.0514 0.5896 0.4167 
9.4167 0.7900 0.2100 1.6519 0.0031 1.8420 0.5496 0.3746 
9.4167 0.7795 0.2205 1.6564 0.0030 1.6705 0.5161 0.3370 
9.4167 0.7690 0.2310 1.6604 0.0051 1.5373 0.4944 0.3062 
9.4167 0.7585 0.2415 1.6634 0.0053 1.4344 0.4774 0.2793 
9.4167 0.7480 0.2520 1.6652 0.0037 1.3507 0.4575 0.2477 
9.4167 0.7375 0.2625 1.6668 0.0035 1.2801 0.4370 0.2067 
9.4167 0.7270 0.2730 1.6686 0.0040 1.2286 0.4220 0.1587 
9.4167 0.7165 0.2835 1.6703 0.0036 1.2053 0.4173 0.1028 
9.4167 0.7060 0.2940 1.6702 0.0030 1.2245 0.4289 0.0294 
9.4167 0.6955 0.3045 1.6659 0.0027 1.3272 0.4581 -0.0672 
9.4167 0.6850 0.3150 1.6555 0.0032 1.5509 0.5014 -0.1852 
9.4167 0.6745 0.3255 1.6388 0.0029 1.9085 0.5666 -0.3258 
9.4167 0.6640 0.3360 1.6158 0.0019 2.4230 0.6570 -0.4914 
9.4167 0.6535 0.3465 1.5857 0.0006 3.0779 0.7643 -0.6788 
9.4167 0.6430 0.3570 1.5473 0.0003 3.7580 0.8736 -0.8665 
9.4167 0.6325 0.3675 1.4998 0.0011 4.3282 0.9742 -1.0270 
9.4167 0.6220 0.3780 1.4383 0.0029 4.7362 1.0494 -1.1511 
9.4167 0.6115 0.3885 1.3822 0.0029 5.2467 1.0693 -1.2338 
9.4167 0.6010 0.3990 1.2440 0.0013 4.7934 0.9583 -1.1574 
9.6667 0.9790 0.0210 1.2125 0.0046 7.2115 0.8337 1.1442 
9.6667 0.9685 0.0315 1.2826 0.0023 7.1992 1.0482 1.3010 
9.6667 0.9580 0.0420 1.3347 0.0048 7.1795 1.2197 1.3885 
9.6667 0.9475 0.0525 1.3758 0.0070 7.0430 1.3110 1.4097 
9.6667 0.9370 0.0630 1.4108 0.0041 6.8286 1.3073 1.3628 
9.6667 0.9265 0.0735 1.4432 0.0011 6.5739 1.2693 1.2914 
9.6667 0.9160 0.0840 1.4736 0.0006 6.2995 1.2517 1.2369 
9.6667 0.9055 0.0945 1.5008 0.0024 5.9922 1.2331 1.1921 
9.6667 0.8950 0.1050 1.5244 0.0063 5.6740 1.2034 1.1476 
9.6667 0.8845 0.1155 1.5449 0.0074 5.3253 1.1520 1.0765 
9.6667 0.8740 0.1260 1.5627 0.0053 4.8963 1.0769 0.9821 
9.6667 0.8635 0.1365 1.5789 0.0036 4.4093 1.0043 0.8868 
9.6667 0.8530 0.1470 1.5939 0.0026 3.9306 0.9474 0.8011 
9.6667 0.8425 0.1575 1.6074 0.0028 3.4839 0.8767 0.7133 
9.6667 0.8320 0.1680 1.6191 0.0042 3.0755 0.7932 0.6258 
9.6667 0.8215 0.1785 1.6294 0.0056 2.7240 0.7204 0.5542 
9.6667 0.8110 0.1890 1.6391 0.0065 2.4222 0.6557 0.4915 
9.6667 0.8005 0.1995 1.6478 0.0074 2.1571 0.5976 0.4329 
9.6667 0.7900 0.2100 1.6550 0.0069 1.9314 0.5534 0.3854 
9.6667 0.7795 0.2205 1.6606 0.0051 1.7434 0.5223 0.3454 
9.6667 0.7690 0.2310 1.6641 0.0027 1.5935 0.4971 0.3078 
9.6667 0.7585 0.2415 1.6658 0.0005 1.4755 0.4741 0.2722 
9.6667 0.7480 0.2520 1.6670 0.0002 1.3748 0.4539 0.2353 
9.6667 0.7375 0.2625 1.6683 0.0027 1.2923 0.4372 0.1909 
9.6667 0.7270 0.2730 1.6696 0.0050 1.2384 0.4231 0.1348 
9.6667 0.7165 0.2835 1.6700 0.0050 1.2232 0.4171 0.0672 
9.6667 0.7060 0.2940 1.6682 0.0038 1.2712 0.4282 -0.0129 
9.6667 0.6955 0.3045 1.6625 0.0023 1.4133 0.4591 -0.1092 
9.6667 0.6850 0.3150 1.6521 0.0020 1.6699 0.5077 -0.2246 
9.6667 0.6745 0.3255 1.6362 0.0044 2.0691 0.5740 -0.3637 
9.6667 0.6640 0.3360 1.6134 0.0063 2.6220 0.6569 -0.5190 
9.6667 0.6535 0.3465 1.5819 0.0053 3.2431 0.7507 -0.6835 
9.6667 0.6430 0.3570 1.5419 0.0027 3.8483 0.8597 -0.8556 
9.6667 0.6325 0.3675 1.4947 0.0007 4.3671 0.9625 -1.0178 
9.6667 0.6220 0.3780 1.4347 0.0006 4.7698 1.0376 -1.1515 
9.6667 0.6115 0.3885 1.3784 0.0009 5.2287 1.0535 -1.2169 
9.6667 0.6010 0.3990 1.2422 0.0004 4.6723 0.9264 -1.1076 
9.9167 0.9790 0.0210 1.2176 0.0064 7.2636 0.8053 1.1268 
9.9167 0.9685 0.0315 1.2849 0.0071 7.3188 1.0422 1.3497 
9.9167 0.9580 0.0420 1.3360 0.0060 7.3498 1.2321 1.4937 
9.9167 0.9475 0.0525 1.3783 0.0030 7.2506 1.3246 1.5296 
9.9167 0.9370 0.0630 1.4151 -0.0007 7.0694 1.3160 1.4692 
9.9167 0.9265 0.0735 1.4486 -0.0015 6.8530 1.2615 1.3775 
9.9167 0.9160 0.0840 1.4791 0.0012 6.6308 1.2407 1.3185 
9.9167 0.9055 0.0945 1.5068 0.0055 6.3634 1.2340 1.2772 
9.9167 0.8950 0.1050 1.5319 0.0089 6.0237 1.1897 1.2144 
9.9167 0.8845 0.1155 1.5544 0.0073 5.5867 1.1334 1.1426 
9.9167 0.8740 0.1260 1.5741 0.0052 5.0880 1.0878 1.0632 
9.9167 0.8635 0.1365 1.5910 0.0058 4.5912 1.0318 0.9658 
9.9167 0.8530 0.1470 1.6062 0.0059 4.1071 0.9657 0.8709 
9.9167 0.8425 0.1575 1.6199 0.0061 3.6494 0.8978 0.7858 
9.9167 0.8320 0.1680 1.6329 0.0066 3.2242 0.8195 0.6917 
9.9167 0.8215 0.1785 1.6451 0.0065 2.8256 0.7304 0.5908 
9.9167 0.8110 0.1890 1.6545 0.0056 2.4787 0.6468 0.5031 
9.9167 0.8005 0.1995 1.6611 0.0033 2.1872 0.5891 0.4344 
9.9167 0.7900 0.2100 1.6666 0.0017 1.9357 0.5573 0.3800 
9.9167 0.7795 0.2205 1.6711 0.0022 1.7290 0.5303 0.3352 
9.9167 0.7690 0.2310 1.6745 0.0039 1.5633 0.4974 0.2950 
9.9167 0.7585 0.2415 1.6774 0.0064 1.4348 0.4662 0.2568 
9.9167 0.7480 0.2520 1.6807 0.0080 1.3461 0.4471 0.2193 
9.9167 0.7375 0.2625 1.6841 0.0078 1.2843 0.4343 0.1783 
9.9167 0.7270 0.2730 1.6860 0.0082 1.2449 0.4230 0.1297 
9.9167 0.7165 0.2835 1.6852 0.0091 1.2535 0.4223 0.0682 
9.9167 0.7060 0.2940 1.6808 0.0076 1.3350 0.4351 -0.0142 
9.9167 0.6955 0.3045 1.6714 0.0058 1.5094 0.4630 -0.1206 
9.9167 0.6850 0.3150 1.6560 0.0074 1.8116 0.5156 -0.2465 
9.9167 0.6745 0.3255 1.6343 0.0106 2.2614 0.5893 -0.3905 
9.9167 0.6640 0.3360 1.6063 0.0114 2.8219 0.6740 -0.5575 
9.9167 0.6535 0.3465 1.5717 0.0099 3.4276 0.7671 -0.7348 
9.9167 0.6430 0.3570 1.5309 0.0083 4.0321 0.8707 -0.9097 
9.9167 0.6325 0.3675 1.4841 0.0071 4.5416 0.9557 -1.0496 
9.9167 0.6220 0.3780 1.4250 0.0042 4.8738 1.0058 -1.1237 
9.9167 0.6115 0.3885 1.3694 -0.0007 5.2989 1.0119 -1.1637 
9.9167 0.6010 0.3990 1.2319 -0.0018 4.7564 0.8722 -1.0424 
10.1667 0.9790 0.0210 1.2264 0.0022 7.4896 0.9412 1.2294 
10.1667 0.9685 0.0315 1.2921 0.0027 7.4423 1.1742 1.4048 
10.1667 0.9580 0.0420 1.3422 0.0037 7.3784 1.3257 1.4858 
10.1667 0.9475 0.0525 1.3832 0.0041 7.2506 1.4165 1.5011 
10.1667 0.9370 0.0630 1.4175 0.0021 7.0921 1.4356 1.4746 
10.1667 0.9265 0.0735 1.4479 0.0004 6.8775 1.3963 1.4254 
10.1667 0.9160 0.0840 1.4765 0.0015 6.5971 1.3584 1.3735 
10.1667 0.9055 0.0945 1.5036 0.0031 6.3186 1.3486 1.3360 
10.1667 0.8950 0.1050 1.5285 0.0031 5.9885 1.3291 1.2909 
10.1667 0.8845 0.1155 1.5505 0.0031 5.5852 1.2755 1.2140 
10.1667 0.8740 0.1260 1.5702 0.0044 5.1453 1.1925 1.1151 
10.1667 0.8635 0.1365 1.5883 0.0042 4.6916 1.0944 1.0065 
10.1667 0.8530 0.1470 1.6048 0.0031 4.2534 1.0076 0.9002 
10.1667 0.8425 0.1575 1.6203 0.0039 3.8313 0.9300 0.8084 
10.1667 0.8320 0.1680 1.6342 0.0035 3.4123 0.8496 0.7223 
10.1667 0.8215 0.1785 1.6449 0.0013 3.0113 0.7642 0.6334 
10.1667 0.8110 0.1890 1.6533 0.0003 2.6431 0.6806 0.5471 
10.1667 0.8005 0.1995 1.6603 0.0006 2.3071 0.6142 0.4676 
10.1667 0.7900 0.2100 1.6662 0.0013 2.0214 0.5713 0.4021 
10.1667 0.7795 0.2205 1.6710 0.0024 1.8053 0.5412 0.3541 
10.1667 0.7690 0.2310 1.6758 0.0033 1.6372 0.5110 0.3130 
10.1667 0.7585 0.2415 1.6806 0.0032 1.4960 0.4884 0.2702 
10.1667 0.7480 0.2520 1.6848 0.0033 1.3827 0.4750 0.2207 
10.1667 0.7375 0.2625 1.6882 0.0044 1.2993 0.4571 0.1612 
10.1667 0.7270 0.2730 1.6898 0.0051 1.2558 0.4401 0.0931 
10.1667 0.7165 0.2835 1.6879 0.0039 1.2749 0.4442 0.0161 
10.1667 0.7060 0.2940 1.6824 0.0020 1.3720 0.4754 -0.0761 
10.1667 0.6955 0.3045 1.6736 0.0013 1.5655 0.5255 -0.1862 
10.1667 0.6850 0.3150 1.6600 0.0014 1.8832 0.5900 -0.3144 
10.1667 0.6745 0.3255 1.6407 0.0022 2.3310 0.6743 -0.4638 
10.1667 0.6640 0.3360 1.6153 0.0043 2.8879 0.7617 -0.6190 
10.1667 0.6535 0.3465 1.5826 0.0074 3.4989 0.8561 -0.7745 
10.1667 0.6430 0.3570 1.5420 0.0094 4.0858 0.9661 -0.9386 
10.1667 0.6325 0.3675 1.4940 0.0074 4.5996 1.0683 -1.0939 
10.1667 0.6220 0.3780 1.4323 0.0032 4.9919 1.1271 -1.2051 
10.1667 0.6115 0.3885 1.3763 -0.0006 5.5276 1.1665 -1.2844 
10.1667 0.6010 0.3990 1.2359 -0.0034 4.9896 0.9261 -1.1041 
10.4167 0.9790 0.0210 1.2165 0.0019 7.5239 0.9082 1.2111 
10.4167 0.9685 0.0315 1.2840 0.0009 7.5188 1.1672 1.4110 
10.4167 0.9580 0.0420 1.3344 -0.0017 7.4811 1.3298 1.5109 
10.4167 0.9475 0.0525 1.3754 -0.0042 7.3263 1.4233 1.5420 
10.4167 0.9370 0.0630 1.4109 -0.0047 7.0938 1.4435 1.5087 
10.4167 0.9265 0.0735 1.4431 -0.0048 6.8412 1.4098 1.4364 
10.4167 0.9160 0.0840 1.4730 -0.0049 6.5885 1.3782 1.3759 
10.4167 0.9055 0.0945 1.5005 -0.0035 6.3106 1.3433 1.3295 
10.4167 0.8950 0.1050 1.5255 -0.0005 6.0050 1.3061 1.2876 
10.4167 0.8845 0.1155 1.5476 -0.0007 5.6514 1.2712 1.2245 
10.4167 0.8740 0.1260 1.5669 -0.0035 5.2473 1.2175 1.1264 
10.4167 0.8635 0.1365 1.5848 -0.0044 4.8153 1.1455 1.0175 
10.4167 0.8530 0.1470 1.6020 -0.0038 4.3809 1.0653 0.9174 
10.4167 0.8425 0.1575 1.6177 -0.0035 3.9435 0.9744 0.8223 
10.4167 0.8320 0.1680 1.6314 -0.0050 3.5191 0.8902 0.7332 
10.4167 0.8215 0.1785 1.6430 -0.0056 3.1206 0.8068 0.6438 
10.4167 0.8110 0.1890 1.6534 -0.0035 2.7447 0.7205 0.5511 
10.4167 0.8005 0.1995 1.6629 -0.0035 2.4119 0.6537 0.4692 
10.4167 0.7900 0.2100 1.6709 -0.0069 2.1326 0.6042 0.4051 
10.4167 0.7795 0.2205 1.6768 -0.0083 1.8984 0.5628 0.3546 
10.4167 0.7690 0.2310 1.6821 -0.0063 1.7039 0.5267 0.3084 
10.4167 0.7585 0.2415 1.6875 -0.0057 1.5406 0.4956 0.2586 
10.4167 0.7480 0.2520 1.6917 -0.0082 1.4105 0.4743 0.2033 
10.4167 0.7375 0.2625 1.6934 -0.0099 1.3252 0.4627 0.1390 
10.4167 0.7270 0.2730 1.6927 -0.0085 1.2907 0.4588 0.0655 
10.4167 0.7165 0.2835 1.6899 -0.0066 1.3195 0.4713 -0.0142 
10.4167 0.7060 0.2940 1.6845 -0.0056 1.4361 0.5034 -0.1062 
10.4167 0.6955 0.3045 1.6752 -0.0044 1.6617 0.5436 -0.2163 
10.4167 0.6850 0.3150 1.6608 -0.0041 2.0037 0.5999 -0.3425 
10.4167 0.6745 0.3255 1.6411 -0.0058 2.4559 0.6830 -0.4918 
10.4167 0.6640 0.3360 1.6155 -0.0080 2.9970 0.7699 -0.6621 
10.4167 0.6535 0.3465 1.5824 -0.0084 3.5674 0.8763 -0.8426 
10.4167 0.6430 0.3570 1.5413 -0.0069 4.1325 0.9857 -1.0113 
10.4167 0.6325 0.3675 1.4932 -0.0045 4.6631 1.0788 -1.1496 
10.4167 0.6220 0.3780 1.4332 -0.0021 5.0154 1.1085 -1.2219 
10.4167 0.6115 0.3885 1.3805 -0.0028 5.4904 1.1276 -1.2757 
10.4167 0.6010 0.3990 1.2421 -0.0045 4.8145 0.8504 -1.0771 
10.6667 0.9790 0.0210 1.1868 -0.0042 7.8480 0.8994 1.2176 
10.6667 0.9685 0.0315 1.2572 -0.0081 7.8537 1.1391 1.3950 
10.6667 0.9580 0.0420 1.3105 -0.0088 7.8237 1.2855 1.4610 
10.6667 0.9475 0.0525 1.3533 -0.0095 7.6869 1.3887 1.5014 
10.6667 0.9370 0.0630 1.3893 -0.0100 7.4829 1.4356 1.5186 
10.6667 0.9265 0.0735 1.4218 -0.0100 7.2298 1.4198 1.4893 
10.6667 0.9160 0.0840 1.4510 -0.0122 6.9431 1.3856 1.4438 
10.6667 0.9055 0.0945 1.4770 -0.0153 6.6302 1.3480 1.3889 
