# Medium body (blockage 2/9) 
#
# The file contains PIV data for a turbulent pipe flow past a body of revolution on the centerline.
# Geometry of the body and details of the experiment can be found in:  
#
#   L. Ding, T. Saxton-Fox, M. Hultmark, and A. J. Smits 
#   Effects of pressure gradients and streamline curvature on the statistics of a turbulent pipe flow. 
#   In 11th International Symposium on Turbulence and Shear Flow Phenomena, Southampton, UK, 2019 
#
# Paramters of the fully-developed pipe flow upstream of the body: 
#
#   Pipe diameter, D = 38.1 mm 
#   Bulk velocity, Ub = 4.1 m/s 
#   Friction velocity, utau = 0.186 m/s 
#   Kinematic viscosity, nu = 1.0035e-06 m^2/s 
#   Bulk Reynolds number, Re_D = 156,000 
#   Friction Reynolds number, Re_tau = 3,550 
#
# In the data below, Ux and Ur are normalized by Ub, and <ux^2>, <ur^2> and <uxur> are normalized by utau^2. 
#
# x/R r/R y/R Ux Ur <ux^2> <ur^2> <uxur> 
15.9167 0.4331 0.5669 1.1743 0.0001 1.9402 0.6446 -0.3574 
15.9167 0.4226 0.5774 1.1690 0.0006 2.0476 0.6685 -0.4008 
15.9167 0.4121 0.5879 1.1628 0.0002 2.1765 0.6933 -0.4457 
15.9167 0.4016 0.5984 1.1560 -0.0009 2.3254 0.7186 -0.4931 
15.9167 0.3911 0.6089 1.1483 -0.0023 2.4918 0.7429 -0.5459 
15.9167 0.3806 0.6194 1.1391 -0.0037 2.6669 0.7681 -0.6032 
15.9167 0.3701 0.6299 1.1286 -0.0048 2.8447 0.8017 -0.6634 
15.9167 0.3596 0.6404 1.1177 -0.0049 3.0308 0.8391 -0.7203 
15.9167 0.3491 0.6509 1.1071 -0.0039 3.2124 0.8731 -0.7676 
15.9167 0.3386 0.6614 1.0963 -0.0032 3.3587 0.9120 -0.8084 
15.9167 0.3281 0.6719 1.0844 -0.0028 3.5003 0.9544 -0.8493 
15.9167 0.3176 0.6824 1.0712 -0.0018 3.6445 0.9863 -0.8904 
15.9167 0.3071 0.6929 1.0569 -0.0007 3.7793 1.0198 -0.9306 
15.9167 0.2966 0.7034 1.0421 -0.0008 3.9125 1.0616 -0.9708 
15.9167 0.2861 0.7139 1.0269 -0.0026 4.0398 1.0953 -1.0073 
15.9167 0.2756 0.7244 1.0116 -0.0050 4.1598 1.1234 -1.0406 
15.9167 0.2651 0.7349 0.9961 -0.0065 4.2777 1.1544 -1.0781 
15.9167 0.2546 0.7454 0.9807 -0.0070 4.3895 1.1888 -1.1094 
15.9167 0.2441 0.7559 0.9658 -0.0065 4.4817 1.2284 -1.1315 
15.9167 0.2336 0.7664 0.9514 -0.0054 4.5405 1.2634 -1.1475 
15.9167 0.2231 0.7769 0.9366 -0.0045 4.5805 1.2832 -1.1577 
15.9167 0.2126 0.7874 0.9211 -0.0037 4.6079 1.2952 -1.1595 
15.9167 0.2021 0.7979 0.9054 -0.0031 4.5934 1.3011 -1.1460 
15.9167 0.1916 0.8084 0.8901 -0.0030 4.5305 1.2952 -1.1178 
15.9167 0.1811 0.8189 0.8754 -0.0032 4.4427 1.2880 -1.0820 
15.9167 0.1706 0.8294 0.8612 -0.0032 4.3393 1.2870 -1.0447 
15.9167 0.1601 0.8399 0.8470 -0.0033 4.2223 1.2845 -1.0113 
15.9167 0.1496 0.8504 0.8325 -0.0037 4.0977 1.2726 -0.9771 
15.9167 0.1391 0.8609 0.8180 -0.0041 3.9709 1.2485 -0.9298 
15.9167 0.1286 0.8714 0.8035 -0.0049 3.8353 1.2247 -0.8774 
15.9167 0.1181 0.8819 0.7897 -0.0058 3.6811 1.2009 -0.8241 
15.9167 0.1076 0.8924 0.7773 -0.0058 3.5177 1.1627 -0.7636 
15.9167 0.0971 0.9029 0.7667 -0.0042 3.3493 1.1223 -0.7011 
15.9167 0.0866 0.9134 0.7569 -0.0023 3.1790 1.0918 -0.6322 
15.9167 0.0761 0.9239 0.7474 -0.0017 3.0172 1.0738 -0.5637 
15.9167 0.0656 0.9344 0.7381 -0.0021 2.8456 1.0699 -0.4936 
15.9167 0.0551 0.9449 0.7293 -0.0030 2.6823 1.0678 -0.4160 
15.9167 0.0446 0.9554 0.7215 -0.0040 2.5569 1.0581 -0.3401 
15.9167 0.0341 0.9659 0.7148 -0.0044 2.4558 1.0437 -0.2616 
15.9167 0.0236 0.9764 0.7097 -0.0038 2.3659 1.0283 -0.1752 
16.1667 0.9790 0.0210 0.7265 -0.0005 4.9595 0.5135 0.6169 
16.1667 0.9685 0.0315 0.7640 0.0013 5.1466 0.7043 0.7674 
16.1667 0.9580 0.0420 0.7916 0.0023 5.3766 0.8725 0.8870 
16.1667 0.9475 0.0525 0.8149 0.0004 5.5541 0.9962 0.9576 
16.1667 0.9370 0.0630 0.8355 -0.0021 5.7193 1.0886 1.0043 
16.1667 0.9265 0.0735 0.8543 -0.0024 5.8703 1.1795 1.0566 
16.1667 0.9160 0.0840 0.8718 0.0000 6.0110 1.2780 1.1233 
16.1667 0.9055 0.0945 0.8883 0.0019 6.1161 1.3638 1.1879 
16.1667 0.8950 0.1050 0.9042 0.0030 6.2011 1.4469 1.2452 
16.1667 0.8845 0.1155 0.9192 0.0041 6.2835 1.4951 1.2811 
16.1667 0.8740 0.1260 0.9335 0.0026 6.3392 1.4920 1.2924 
16.1667 0.8635 0.1365 0.9473 0.0003 6.3673 1.4890 1.3009 
16.1667 0.8530 0.1470 0.9606 -0.0007 6.3853 1.4975 1.3059 
16.1667 0.8425 0.1575 0.9734 -0.0009 6.3873 1.4804 1.2868 
16.1667 0.8320 0.1680 0.9861 0.0004 6.3653 1.4394 1.2474 
16.1667 0.8215 0.1785 0.9989 0.0029 6.3233 1.4052 1.2101 
16.1667 0.8110 0.1890 1.0113 0.0039 6.2633 1.3774 1.1842 
16.1667 0.8005 0.1995 1.0236 0.0021 6.1787 1.3446 1.1601 
16.1667 0.7900 0.2100 1.0358 -0.0012 6.0630 1.3201 1.1248 
16.1667 0.7795 0.2205 1.0474 -0.0023 5.9275 1.3035 1.0772 
16.1667 0.7690 0.2310 1.0590 -0.0006 5.7806 1.2797 1.0293 
16.1667 0.7585 0.2415 1.0706 0.0005 5.6206 1.2550 0.9901 
16.1667 0.7480 0.2520 1.0813 -0.0005 5.4557 1.2314 0.9551 
16.1667 0.7375 0.2625 1.0908 -0.0015 5.2707 1.2034 0.9195 
16.1667 0.7270 0.2730 1.1001 -0.0001 5.0566 1.1692 0.8868 
16.1667 0.7165 0.2835 1.1095 0.0015 4.8213 1.1333 0.8464 
16.1667 0.7060 0.2940 1.1188 0.0011 4.5902 1.0789 0.7794 
16.1667 0.6955 0.3045 1.1271 -0.0003 4.3759 1.0209 0.7052 
16.1667 0.6850 0.3150 1.1350 -0.0007 4.1686 0.9734 0.6498 
16.1667 0.6745 0.3255 1.1420 0.0008 3.9706 0.9284 0.6041 
16.1667 0.6640 0.3360 1.1477 0.0027 3.7731 0.8899 0.5587 
16.1667 0.6535 0.3465 1.1525 0.0027 3.5625 0.8649 0.5153 
16.1667 0.6430 0.3570 1.1576 0.0013 3.3648 0.8358 0.4669 
16.1667 0.6325 0.3675 1.1637 0.0006 3.1838 0.8040 0.4189 
16.1667 0.6220 0.3780 1.1701 0.0006 2.9941 0.7801 0.3776 
16.1667 0.6115 0.3885 1.1763 -0.0002 2.8005 0.7600 0.3388 
16.1667 0.6010 0.3990 1.1821 -0.0017 2.6264 0.7384 0.3014 
16.1667 0.5906 0.4094 1.1867 -0.0028 2.4785 0.7139 0.2650 
16.1667 0.5801 0.4199 1.1903 -0.0023 2.3497 0.6877 0.2277 
16.1667 0.5696 0.4304 1.1936 -0.0009 2.2312 0.6598 0.1895 
16.1667 0.5591 0.4409 1.1964 0.0001 2.1143 0.6379 0.1516 
16.1667 0.5486 0.4514 1.1979 -0.0000 1.9958 0.6206 0.1126 
16.1667 0.5381 0.4619 1.1984 -0.0012 1.8907 0.6076 0.0761 
16.1667 0.5276 0.4724 1.1989 -0.0026 1.8108 0.5957 0.0399 
16.1667 0.5171 0.4829 1.1997 -0.0034 1.7497 0.5835 0.0006 
16.1667 0.5066 0.4934 1.1996 -0.0034 1.7029 0.5787 -0.0407 
16.1667 0.4961 0.5039 1.1980 -0.0025 1.6764 0.5795 -0.0836 
16.1667 0.4856 0.5144 1.1955 -0.0012 1.6768 0.5829 -0.1285 
16.1667 0.4751 0.5249 1.1927 -0.0005 1.6945 0.5906 -0.1724 
16.1667 0.4646 0.5354 1.1898 -0.0002 1.7195 0.6029 -0.2153 
16.1667 0.4541 0.5459 1.1870 0.0002 1.7589 0.6197 -0.2609 
16.1667 0.4436 0.5564 1.1840 0.0003 1.8224 0.6366 -0.3073 
16.1667 0.4331 0.5669 1.1798 -0.0008 1.9183 0.6544 -0.3545 
16.1667 0.4226 0.5774 1.1737 -0.0024 2.0442 0.6754 -0.4030 
16.1667 0.4121 0.5879 1.1662 -0.0035 2.1854 0.6984 -0.4499 
16.1667 0.4016 0.5984 1.1574 -0.0039 2.3392 0.7224 -0.4945 
16.1667 0.3911 0.6089 1.1477 -0.0040 2.5069 0.7474 -0.5402 
16.1667 0.3806 0.6194 1.1376 -0.0040 2.6762 0.7788 -0.5892 
16.1667 0.3701 0.6299 1.1276 -0.0039 2.8400 0.8171 -0.6404 
16.1667 0.3596 0.6404 1.1176 -0.0035 3.0051 0.8509 -0.6931 
16.1667 0.3491 0.6509 1.1070 -0.0028 3.1712 0.8828 -0.7454 
16.1667 0.3386 0.6614 1.0961 -0.0020 3.3283 0.9219 -0.7979 
16.1667 0.3281 0.6719 1.0846 -0.0026 3.4921 0.9690 -0.8501 
16.1667 0.3176 0.6824 1.0720 -0.0042 3.6716 1.0141 -0.9025 
16.1667 0.3071 0.6929 1.0582 -0.0047 3.8475 1.0626 -0.9567 
16.1667 0.2966 0.7034 1.0437 -0.0040 3.9856 1.1020 -1.0010 
16.1667 0.2861 0.7139 1.0290 -0.0031 4.1228 1.1360 -1.0402 
16.1667 0.2756 0.7244 1.0147 -0.0022 4.2581 1.1654 -1.0742 
16.1667 0.2651 0.7349 1.0008 -0.0025 4.3575 1.1880 -1.0887 
16.1667 0.2546 0.7454 0.9870 -0.0043 4.4341 1.2147 -1.0983 
16.1667 0.2441 0.7559 0.9731 -0.0061 4.5160 1.2355 -1.1122 
16.1667 0.2336 0.7664 0.9592 -0.0062 4.5684 1.2461 -1.1198 
16.1667 0.2231 0.7769 0.9447 -0.0052 4.5635 1.2580 -1.1200 
16.1667 0.2126 0.7874 0.9295 -0.0045 4.5345 1.2692 -1.1219 
16.1667 0.2021 0.7979 0.9143 -0.0041 4.4945 1.2746 -1.1226 
16.1667 0.1916 0.8084 0.8992 -0.0036 4.4176 1.2818 -1.1131 
16.1667 0.1811 0.8189 0.8843 -0.0030 4.3128 1.2911 -1.0963 
16.1667 0.1706 0.8294 0.8699 -0.0029 4.2128 1.2904 -1.0751 
16.1667 0.1601 0.8399 0.8564 -0.0031 4.1089 1.2812 -1.0397 
16.1667 0.1496 0.8504 0.8435 -0.0033 3.9896 1.2615 -0.9826 
16.1667 0.1391 0.8609 0.8307 -0.0040 3.8679 1.2289 -0.9165 
16.1667 0.1286 0.8714 0.8179 -0.0043 3.7440 1.1984 -0.8576 
16.1667 0.1181 0.8819 0.8052 -0.0039 3.5980 1.1727 -0.7998 
16.1667 0.1076 0.8924 0.7931 -0.0036 3.4356 1.1544 -0.7382 
16.1667 0.0971 0.9029 0.7818 -0.0037 3.2897 1.1465 -0.6783 
16.1667 0.0866 0.9134 0.7713 -0.0034 3.1534 1.1339 -0.6145 
16.1667 0.0761 0.9239 0.7614 -0.0028 3.0045 1.1175 -0.5456 
16.1667 0.0656 0.9344 0.7523 -0.0020 2.8446 1.0926 -0.4747 
16.1667 0.0551 0.9449 0.7440 -0.0013 2.6884 1.0548 -0.3997 
16.1667 0.0446 0.9554 0.7372 -0.0017 2.5415 1.0188 -0.3189 
16.1667 0.0341 0.9659 0.7320 -0.0025 2.4343 1.0022 -0.2327 
16.1667 0.0236 0.9764 0.7279 -0.0026 2.3649 1.0054 -0.1430 
16.4167 0.9790 0.0210 0.7256 0.0006 4.7232 0.4664 0.5383 
16.4167 0.9685 0.0315 0.7636 0.0015 4.9192 0.6283 0.6611 
16.4167 0.9580 0.0420 0.7919 0.0017 5.1513 0.7860 0.7823 
16.4167 0.9475 0.0525 0.8146 0.0008 5.3427 0.9165 0.8843 
16.4167 0.9370 0.0630 0.8335 0.0000 5.4935 1.0155 0.9569 
16.4167 0.9265 0.0735 0.8501 -0.0001 5.6202 1.0903 1.0059 
16.4167 0.9160 0.0840 0.8662 0.0008 5.7381 1.1668 1.0521 
16.4167 0.9055 0.0945 0.8820 0.0016 5.8442 1.2672 1.1065 
16.4167 0.8950 0.1050 0.8967 0.0014 5.9301 1.3608 1.1571 
16.4167 0.8845 0.1155 0.9105 0.0011 5.9965 1.4028 1.1902 
16.4167 0.8740 0.1260 0.9240 0.0007 6.0632 1.4028 1.1977 
16.4167 0.8635 0.1365 0.9372 0.0005 6.1296 1.4071 1.2034 
16.4167 0.8530 0.1470 0.9506 0.0010 6.1681 1.4177 1.2125 
16.4167 0.8425 0.1575 0.9646 0.0018 6.1623 1.4050 1.2054 
16.4167 0.8320 0.1680 0.9779 0.0024 6.1243 1.3724 1.1922 
16.4167 0.8215 0.1785 0.9898 0.0023 6.0907 1.3481 1.1811 
16.4167 0.8110 0.1890 1.0013 0.0009 6.0711 1.3312 1.1574 
16.4167 0.8005 0.1995 1.0127 -0.0001 6.0352 1.3001 1.1221 
16.4167 0.7900 0.2100 1.0243 0.0001 5.9759 1.2670 1.0914 
16.4167 0.7795 0.2205 1.0365 0.0012 5.8944 1.2556 1.0674 
16.4167 0.7690 0.2310 1.0487 0.0027 5.7689 1.2503 1.0356 
16.4167 0.7585 0.2415 1.0598 0.0034 5.6049 1.2293 0.9902 
16.4167 0.7480 0.2520 1.0702 0.0021 5.4341 1.1943 0.9390 
16.4167 0.7375 0.2625 1.0802 0.0011 5.2533 1.1551 0.8837 
16.4167 0.7270 0.2730 1.0890 0.0016 5.0457 1.1234 0.8338 
16.4167 0.7165 0.2835 1.0973 0.0010 4.8372 1.0933 0.7910 
16.4167 0.7060 0.2940 1.1052 -0.0011 4.6478 1.0576 0.7476 
16.4167 0.6955 0.3045 1.1126 -0.0021 4.4670 1.0069 0.7048 
16.4167 0.6850 0.3150 1.1206 -0.0008 4.2795 0.9520 0.6680 
16.4167 0.6745 0.3255 1.1295 0.0010 4.0805 0.9093 0.6333 
16.4167 0.6640 0.3360 1.1388 0.0013 3.8849 0.8722 0.5941 
16.4167 0.6535 0.3465 1.1478 0.0019 3.6878 0.8433 0.5430 
16.4167 0.6430 0.3570 1.1558 0.0032 3.4879 0.8259 0.4935 
16.4167 0.6325 0.3675 1.1626 0.0033 3.2924 0.8088 0.4499 
16.4167 0.6220 0.3780 1.1673 0.0022 3.1116 0.7882 0.4070 
16.4167 0.6115 0.3885 1.1708 0.0010 2.9349 0.7645 0.3650 
16.4167 0.6010 0.3990 1.1742 -0.0001 2.7485 0.7368 0.3255 
16.4167 0.5906 0.4094 1.1780 -0.0005 2.5688 0.7118 0.2867 
16.4167 0.5801 0.4199 1.1814 -0.0009 2.4120 0.6890 0.2454 
16.4167 0.5696 0.4304 1.1840 -0.0015 2.2760 0.6612 0.2027 
16.4167 0.5591 0.4409 1.1863 -0.0019 2.1594 0.6357 0.1622 
16.4167 0.5486 0.4514 1.1890 -0.0025 2.0527 0.6207 0.1235 
16.4167 0.5381 0.4619 1.1913 -0.0026 1.9547 0.6136 0.0865 
16.4167 0.5276 0.4724 1.1925 -0.0011 1.8740 0.6047 0.0526 
16.4167 0.5171 0.4829 1.1927 0.0007 1.8130 0.5907 0.0174 
16.4167 0.5066 0.4934 1.1930 0.0015 1.7677 0.5797 -0.0227 
16.4167 0.4961 0.5039 1.1929 0.0022 1.7376 0.5775 -0.0664 
16.4167 0.4856 0.5144 1.1916 0.0023 1.7259 0.5803 -0.1117 
16.4167 0.4751 0.5249 1.1884 0.0016 1.7378 0.5848 -0.1577 
16.4167 0.4646 0.5354 1.1842 0.0008 1.7692 0.5962 -0.2054 
16.4167 0.4541 0.5459 1.1799 0.0005 1.8151 0.6131 -0.2537 
16.4167 0.4436 0.5564 1.1750 0.0005 1.8849 0.6271 -0.2992 
16.4167 0.4331 0.5669 1.1691 -0.0001 1.9808 0.6442 -0.3449 
16.4167 0.4226 0.5774 1.1628 -0.0014 2.0953 0.6722 -0.3964 
16.4167 0.4121 0.5879 1.1562 -0.0024 2.2273 0.7080 -0.4542 
16.4167 0.4016 0.5984 1.1487 -0.0033 2.3778 0.7445 -0.5148 
16.4167 0.3911 0.6089 1.1401 -0.0042 2.5321 0.7767 -0.5718 
16.4167 0.3806 0.6194 1.1311 -0.0047 2.6815 0.8022 -0.6225 
16.4167 0.3701 0.6299 1.1217 -0.0043 2.8358 0.8295 -0.6741 
16.4167 0.3596 0.6404 1.1119 -0.0031 3.0006 0.8661 -0.7278 
16.4167 0.3491 0.6509 1.1012 -0.0021 3.1747 0.9021 -0.7742 
16.4167 0.3386 0.6614 1.0895 -0.0025 3.3480 0.9365 -0.8196 
16.4167 0.3281 0.6719 1.0772 -0.0033 3.5119 0.9783 -0.8670 
16.4167 0.3176 0.6824 1.0643 -0.0033 3.6650 1.0172 -0.9129 
16.4167 0.3071 0.6929 1.0508 -0.0031 3.8004 1.0464 -0.9512 
16.4167 0.2966 0.7034 1.0376 -0.0035 3.9129 1.0727 -0.9800 
16.4167 0.2861 0.7139 1.0246 -0.0044 4.0178 1.1030 -1.0145 
16.4167 0.2756 0.7244 1.0112 -0.0050 4.1060 1.1266 -1.0471 
16.4167 0.2651 0.7349 0.9971 -0.0051 4.1799 1.1493 -1.0699 
16.4167 0.2546 0.7454 0.9827 -0.0051 4.2534 1.1788 -1.0875 
16.4167 0.2441 0.7559 0.9686 -0.0049 4.3131 1.2056 -1.0954 
16.4167 0.2336 0.7664 0.9546 -0.0041 4.3585 1.2178 -1.0937 
16.4167 0.2231 0.7769 0.9408 -0.0034 4.3817 1.2248 -1.0908 
16.4167 0.2126 0.7874 0.9274 -0.0031 4.3814 1.2389 -1.0947 
16.4167 0.2021 0.7979 0.9144 -0.0029 4.3606 1.2503 -1.0961 
16.4167 0.1916 0.8084 0.9012 -0.0026 4.3103 1.2469 -1.0794 
16.4167 0.1811 0.8189 0.8877 -0.0023 4.2338 1.2372 -1.0496 
16.4167 0.1706 0.8294 0.8742 -0.0024 4.1352 1.2304 -1.0165 
16.4167 0.1601 0.8399 0.8609 -0.0024 4.0194 1.2207 -0.9810 
16.4167 0.1496 0.8504 0.8485 -0.0021 3.9003 1.2100 -0.9456 
16.4167 0.1391 0.8609 0.8365 -0.0017 3.7792 1.2002 -0.9070 
16.4167 0.1286 0.8714 0.8247 -0.0018 3.6506 1.1817 -0.8572 
16.4167 0.1181 0.8819 0.8130 -0.0019 3.5222 1.1564 -0.8018 
16.4167 0.1076 0.8924 0.8009 -0.0017 3.3933 1.1319 -0.7452 
16.4167 0.0971 0.9029 0.7890 -0.0008 3.2492 1.1075 -0.6835 
16.4167 0.0866 0.9134 0.7779 0.0006 3.0889 1.0816 -0.6196 
16.4167 0.0761 0.9239 0.7679 0.0008 2.9238 1.0580 -0.5546 
16.4167 0.0656 0.9344 0.7587 -0.0006 2.7720 1.0451 -0.4908 
16.4167 0.0551 0.9449 0.7502 -0.0021 2.6273 1.0409 -0.4212 
16.4167 0.0446 0.9554 0.7425 -0.0024 2.4988 1.0375 -0.3496 
16.4167 0.0341 0.9659 0.7367 -0.0025 2.4062 1.0295 -0.2738 
16.4167 0.0236 0.9764 0.7333 -0.0022 2.3479 1.0236 -0.1941 
16.6667 0.9790 0.0210 0.7235 0.0008 4.6595 0.4954 0.5720 
16.6667 0.9685 0.0315 0.7612 0.0005 4.8236 0.6561 0.7000 
16.6667 0.9580 0.0420 0.7898 -0.0003 5.0349 0.8207 0.8177 
16.6667 0.9475 0.0525 0.8124 -0.0001 5.2074 0.9701 0.9062 
16.6667 0.9370 0.0630 0.8311 0.0005 5.3644 1.0647 0.9656 
16.6667 0.9265 0.0735 0.8479 0.0013 5.5128 1.1402 1.0249 
16.6667 0.9160 0.0840 0.8634 0.0014 5.6455 1.2153 1.0837 
16.6667 0.9055 0.0945 0.8779 0.0013 5.7527 1.3157 1.1484 
16.6667 0.8950 0.1050 0.8921 0.0012 5.8201 1.4165 1.2039 
16.6667 0.8845 0.1155 0.9065 0.0008 5.8601 1.4600 1.2301 
16.6667 0.8740 0.1260 0.9213 0.0004 5.9004 1.4785 1.2391 
16.6667 0.8635 0.1365 0.9357 0.0013 5.9465 1.4803 1.2406 
16.6667 0.8530 0.1470 0.9493 0.0035 5.9889 1.4550 1.2447 
16.6667 0.8425 0.1575 0.9623 0.0052 6.0281 1.4264 1.2517 
16.6667 0.8320 0.1680 0.9751 0.0052 6.0487 1.4096 1.2462 
16.6667 0.8215 0.1785 0.9879 0.0036 6.0308 1.3993 1.2275 
16.6667 0.8110 0.1890 1.0002 0.0016 5.9840 1.3818 1.2025 
16.6667 0.8005 0.1995 1.0116 0.0004 5.9183 1.3507 1.1686 
16.6667 0.7900 0.2100 1.0223 0.0005 5.8380 1.3138 1.1293 
16.6667 0.7795 0.2205 1.0334 0.0015 5.7556 1.2938 1.0993 
16.6667 0.7690 0.2310 1.0450 0.0020 5.6670 1.2920 1.0756 
16.6667 0.7585 0.2415 1.0561 0.0012 5.5516 1.2730 1.0363 
16.6667 0.7480 0.2520 1.0663 0.0007 5.4093 1.2302 0.9820 
16.6667 0.7375 0.2625 1.0760 0.0007 5.2515 1.1888 0.9297 
16.6667 0.7270 0.2730 1.0856 0.0004 5.0810 1.1522 0.8802 
16.6667 0.7165 0.2835 1.0957 0.0013 4.8973 1.1227 0.8408 
16.6667 0.7060 0.2940 1.1053 0.0039 4.6952 1.0930 0.8090 
16.6667 0.6955 0.3045 1.1135 0.0053 4.5076 1.0580 0.7703 
16.6667 0.6850 0.3150 1.1205 0.0044 4.3216 0.9994 0.7134 
16.6667 0.6745 0.3255 1.1273 0.0022 4.1000 0.9479 0.6509 
16.6667 0.6640 0.3360 1.1339 0.0009 3.8816 0.9148 0.5932 
16.6667 0.6535 0.3465 1.1402 0.0006 3.6732 0.8823 0.5342 
16.6667 0.6430 0.3570 1.1462 0.0008 3.4677 0.8521 0.4822 
16.6667 0.6325 0.3675 1.1521 0.0014 3.2758 0.8265 0.4381 
16.6667 0.6220 0.3780 1.1580 0.0015 3.0933 0.8049 0.3963 
16.6667 0.6115 0.3885 1.1637 0.0006 2.9152 0.7847 0.3594 
16.6667 0.6010 0.3990 1.1690 -0.0011 2.7450 0.7637 0.3245 
16.6667 0.5906 0.4094 1.1737 -0.0026 2.5817 0.7417 0.2866 
16.6667 0.5801 0.4199 1.1778 -0.0022 2.4277 0.7181 0.2477 
16.6667 0.5696 0.4304 1.1813 -0.0004 2.2856 0.6921 0.2091 
16.6667 0.5591 0.4409 1.1838 0.0012 2.1538 0.6646 0.1720 
16.6667 0.5486 0.4514 1.1853 0.0017 2.0354 0.6431 0.1359 
16.6667 0.5381 0.4619 1.1862 0.0011 1.9390 0.6309 0.0990 
16.6667 0.5276 0.4724 1.1868 0.0003 1.8647 0.6218 0.0620 
16.6667 0.5171 0.4829 1.1871 0.0005 1.8000 0.6137 0.0254 
16.6667 0.5066 0.4934 1.1872 0.0019 1.7469 0.6106 -0.0146 
16.6667 0.4961 0.5039 1.1871 0.0027 1.7171 0.6133 -0.0576 
16.6667 0.4856 0.5144 1.1865 0.0010 1.7151 0.6151 -0.1020 
16.6667 0.4751 0.5249 1.1853 -0.0020 1.7368 0.6204 -0.1484 
16.6667 0.4646 0.5354 1.1832 -0.0041 1.7766 0.6362 -0.1976 
16.6667 0.4541 0.5459 1.1798 -0.0045 1.8336 0.6533 -0.2502 
16.6667 0.4436 0.5564 1.1752 -0.0032 1.9103 0.6687 -0.3020 
16.6667 0.4331 0.5669 1.1692 -0.0006 2.0114 0.6873 -0.3523 
16.6667 0.4226 0.5774 1.1620 0.0009 2.1322 0.7096 -0.4051 
16.6667 0.4121 0.5879 1.1540 0.0002 2.2622 0.7337 -0.4593 
16.6667 0.4016 0.5984 1.1458 -0.0007 2.3951 0.7604 -0.5144 
16.6667 0.3911 0.6089 1.1374 -0.0014 2.5382 0.7856 -0.5728 
16.6667 0.3806 0.6194 1.1285 -0.0020 2.6961 0.8061 -0.6282 
16.6667 0.3701 0.6299 1.1192 -0.0011 2.8600 0.8327 -0.6778 
16.6667 0.3596 0.6404 1.1094 -0.0006 3.0288 0.8722 -0.7308 
16.6667 0.3491 0.6509 1.0987 -0.0024 3.1970 0.9138 -0.7851 
16.6667 0.3386 0.6614 1.0870 -0.0048 3.3509 0.9551 -0.8333 
16.6667 0.3281 0.6719 1.0746 -0.0057 3.5012 0.9990 -0.8740 
16.6667 0.3176 0.6824 1.0618 -0.0048 3.6559 1.0346 -0.9119 
16.6667 0.3071 0.6929 1.0492 -0.0037 3.8081 1.0771 -0.9576 
16.6667 0.2966 0.7034 1.0371 -0.0036 3.9232 1.1239 -0.9973 
16.6667 0.2861 0.7139 1.0249 -0.0040 4.0084 1.1607 -1.0278 
16.6667 0.2756 0.7244 1.0121 -0.0037 4.0821 1.1754 -1.0415 
16.6667 0.2651 0.7349 0.9991 -0.0020 4.1325 1.1818 -1.0436 
16.6667 0.2546 0.7454 0.9862 -0.0003 4.1686 1.1970 -1.0523 
16.6667 0.2441 0.7559 0.9735 -0.0002 4.2027 1.2201 -1.0686 
16.6667 0.2336 0.7664 0.9603 -0.0016 4.2282 1.2369 -1.0793 
16.6667 0.2231 0.7769 0.9463 -0.0029 4.2513 1.2420 -1.0843 
16.6667 0.2126 0.7874 0.9322 -0.0032 4.2568 1.2398 -1.0803 
16.6667 0.2021 0.7979 0.9184 -0.0029 4.2296 1.2403 -1.0678 
16.6667 0.1916 0.8084 0.9051 -0.0031 4.1872 1.2424 -1.0519 
16.6667 0.1811 0.8189 0.8921 -0.0040 4.1331 1.2363 -1.0281 
16.6667 0.1706 0.8294 0.8794 -0.0046 4.0544 1.2271 -0.9979 
16.6667 0.1601 0.8399 0.8672 -0.0043 3.9452 1.2149 -0.9620 
16.6667 0.1496 0.8504 0.8554 -0.0035 3.8081 1.1992 -0.9208 
16.6667 0.1391 0.8609 0.8438 -0.0022 3.6657 1.1930 -0.8753 
16.6667 0.1286 0.8714 0.8324 -0.0005 3.5456 1.1906 -0.8250 
16.6667 0.1181 0.8819 0.8210 0.0003 3.4384 1.1853 -0.7754 
16.6667 0.1076 0.8924 0.8098 -0.0001 3.3230 1.1762 -0.7242 
16.6667 0.0971 0.9029 0.7994 -0.0011 3.2050 1.1562 -0.6662 
16.6667 0.0866 0.9134 0.7901 -0.0021 3.0761 1.1322 -0.5999 
16.6667 0.0761 0.9239 0.7811 -0.0028 2.9229 1.1060 -0.5292 
16.6667 0.0656 0.9344 0.7726 -0.0032 2.7630 1.0822 -0.4585 
16.6667 0.0551 0.9449 0.7652 -0.0030 2.6203 1.0652 -0.3877 
16.6667 0.0446 0.9554 0.7592 -0.0022 2.5112 1.0570 -0.3170 
16.6667 0.0341 0.9659 0.7544 -0.0010 2.4188 1.0502 -0.2431 
16.6667 0.0236 0.9764 0.7507 0.0001 2.3414 1.0500 -0.1683 
16.9167 0.9790 0.0210 0.7250 0.0010 4.7479 0.4748 0.5644 
16.9167 0.9685 0.0315 0.7641 -0.0006 4.8879 0.6414 0.6844 
16.9167 0.9580 0.0420 0.7934 -0.0009 5.0604 0.8124 0.7886 
16.9167 0.9475 0.0525 0.8161 -0.0000 5.1829 0.9528 0.8672 
