gen,minFit,best_run_id,pop_size,tsize,msize,pmut,ponec,ptwoc,pinv,pblo,pgswap,piswap,seed
1,0.043419994584691764,00141,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
3,0.04140306505648617,00231,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
10,0.04137959078608467,00575,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
12,0.03742671403910306,00697,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
16,0.037422637261462006,00888,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
17,0.03742218407088204,00897,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
19,0.03368335298952051,01020,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
27,0.0336816154067395,01428,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
28,0.033333237726101195,01450,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
35,0.031764455982964894,01836,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
37,0.03172070971543509,01935,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
38,0.031720486863339,01970,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
40,0.03171720741777098,02078,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
41,0.03171517107978565,02088,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
45,0.03171453601342489,02315,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
47,0.031711820023618706,02388,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
49,0.03171092532060442,02520,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
50,0.03170926673248315,02565,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
51,0.03170921357211215,02621,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
53,0.03170062316922672,02690,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
56,0.03169834843264895,02864,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
60,0.028282120352969023,03038,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
62,0.02826889472931816,03143,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
68,0.02429613285455112,03414,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
69,0.02428340388368,03490,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
70,0.024280334859097922,03523,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
71,0.022742216797380307,03597,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
74,0.022641579929409898,03722,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
75,0.021630869484411012,03762,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
76,0.021625907244555626,03842,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
77,0.02135869997103047,03877,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
78,0.020854004992078495,03931,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
80,0.020411930195930718,04004,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
82,0.019678512740663942,04100,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
86,0.019678071095935425,04310,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
87,0.01879197618096958,04390,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
90,0.018791495663018305,04539,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
91,0.01878537729420083,04581,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
93,0.01878099555196238,04684,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
95,0.018780497625044804,04753,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
97,0.017797872749857266,04864,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
98,0.017796025272570345,04897,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
100,0.017796025272570345,04897,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
