gen,minFit,best_run_id,pop_size,tsize,msize,pmut,ponec,ptwoc,pinv,pblo,pgswap,piswap,seed
1,0.04507840274225999,00141,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
4,0.04413413594020351,00286,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
8,0.0441223866570426,00486,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
9,0.04394519072461229,00524,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
17,0.043937458910716674,00934,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
22,0.04322867327540952,01186,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
50,0.04305365780548631,02573,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
53,0.04304544282008798,02678,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
59,0.043034541728618814,02995,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
61,0.043025947904131764,03086,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
62,0.043020844487251075,03121,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
65,0.043000185113043855,03312,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
66,0.04298976523024656,03338,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
69,0.042979382544538515,03489,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
71,0.042957332860017614,03574,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
73,0.04294241816657169,03662,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
75,0.04291881216966853,03782,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
76,0.04291022370049045,03819,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
77,0.04252061225798445,03873,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
80,0.04250789113296118,04010,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
84,0.042416596776041454,04218,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
88,0.04215605335535949,04406,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
90,0.04209979156936978,04529,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
91,0.04172180700330122,04546,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
96,0.04166500142798712,04833,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
97,0.04141682961225119,04862,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
100,0.04141682961225119,04862,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
