gen,minFit,best_run_id,pop_size,tsize,msize,pmut,ponec,ptwoc,pinv,pblo,pgswap,piswap,seed
1,0.5539665337673404,00012,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
2,0.513307816853632,00013,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
4,0.5108260455955006,00022,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
8,0.5040197221611986,00037,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
31,0.5013630821398547,00130,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
40,0.486202529420829,00166,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
64,0.4825475742962777,00261,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
66,0.47997638131671433,00271,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
73,0.48163737060211254,00298,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
83,0.4677006518684552,00337,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
100,0.4677006518684552,00337,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
