gen,minFit,best_run_id,pop_size,tsize,msize,pmut,ponec,ptwoc,pinv,pblo,pgswap,piswap,seed
1,0.09617949061557679,00006,10,2,5,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
3,0.09205908086601423,00022,10,2,5,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
8,0.09072505974790336,00046,10,2,5,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
19,0.09009507515978987,00097,10,2,5,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
25,0.08520111524596762,00128,10,2,5,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
40,0.0852011152993153,00197,10,2,5,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
49,0.08310710187882661,00246,10,2,5,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
71,0.0814540199267609,00353,10,2,5,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
80,0.07642725260039834,00399,10,2,5,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
100,0.07642725260039834,00399,10,2,5,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
