14.4167 0.9790 0.0210 0.7304 0.0043 4.8124 0.5205 0.6195 
14.4167 0.9685 0.0315 0.7681 0.0032 5.0434 0.6820 0.7342 
14.4167 0.9580 0.0420 0.7967 0.0035 5.2650 0.7930 0.8193 
14.4167 0.9475 0.0525 0.8199 0.0043 5.4276 0.8800 0.8897 
14.4167 0.9370 0.0630 0.8398 0.0039 5.5460 0.9538 0.9384 
14.4167 0.9265 0.0735 0.8588 0.0031 5.6204 1.0082 0.9670 
14.4167 0.9160 0.0840 0.8767 0.0033 5.6592 1.0565 0.9939 
14.4167 0.9055 0.0945 0.8929 0.0039 5.6908 1.1001 1.0201 
14.4167 0.8950 0.1050 0.9078 0.0038 5.7018 1.1449 1.0346 
14.4167 0.8845 0.1155 0.9214 0.0036 5.6842 1.1753 1.0373 
14.4167 0.8740 0.1260 0.9336 0.0038 5.6289 1.1571 1.0120 
14.4167 0.8635 0.1365 0.9451 0.0034 5.5406 1.1231 0.9802 
14.4167 0.8530 0.1470 0.9570 0.0026 5.4510 1.1070 0.9628 
14.4167 0.8425 0.1575 0.9696 0.0020 5.3750 1.0944 0.9443 
14.4167 0.8320 0.1680 0.9820 0.0022 5.2951 1.0728 0.9155 
14.4167 0.8215 0.1785 0.9935 0.0030 5.1936 1.0575 0.8901 
14.4167 0.8110 0.1890 1.0036 0.0033 5.0768 1.0554 0.8755 
14.4167 0.8005 0.1995 1.0122 0.0032 4.9505 1.0460 0.8588 
14.4167 0.7900 0.2100 1.0205 0.0036 4.8053 1.0290 0.8376 
14.4167 0.7795 0.2205 1.0287 0.0032 4.6592 1.0228 0.8213 
14.4167 0.7690 0.2310 1.0358 0.0015 4.5368 1.0156 0.7997 
14.4167 0.7585 0.2415 1.0428 0.0006 4.4297 0.9967 0.7723 
14.4167 0.7480 0.2520 1.0502 0.0014 4.3273 0.9719 0.7481 
14.4167 0.7375 0.2625 1.0577 0.0019 4.2245 0.9472 0.7280 
14.4167 0.7270 0.2730 1.0653 0.0007 4.1209 0.9197 0.7023 
14.4167 0.7165 0.2835 1.0724 -0.0005 4.0214 0.8914 0.6750 
14.4167 0.7060 0.2940 1.0782 0.0000 3.9220 0.8655 0.6502 
14.4167 0.6955 0.3045 1.0833 0.0020 3.8064 0.8480 0.6313 
14.4167 0.6850 0.3150 1.0881 0.0030 3.6737 0.8384 0.6159 
14.4167 0.6745 0.3255 1.0930 0.0021 3.5452 0.8259 0.5958 
14.4167 0.6640 0.3360 1.0983 0.0014 3.4288 0.8060 0.5716 
14.4167 0.6535 0.3465 1.1042 0.0016 3.3151 0.7823 0.5454 
14.4167 0.6430 0.3570 1.1102 0.0014 3.2044 0.7612 0.5197 
14.4167 0.6325 0.3675 1.1157 0.0007 3.0994 0.7430 0.4951 
14.4167 0.6220 0.3780 1.1207 0.0010 2.9898 0.7273 0.4695 
14.4167 0.6115 0.3885 1.1245 0.0012 2.8756 0.7125 0.4433 
14.4167 0.6010 0.3990 1.1275 0.0000 2.7693 0.6996 0.4179 
14.4167 0.5906 0.4094 1.1307 -0.0013 2.6729 0.6876 0.3953 
14.4167 0.5801 0.4199 1.1346 -0.0009 2.5858 0.6725 0.3767 
14.4167 0.5696 0.4304 1.1392 0.0012 2.5061 0.6561 0.3597 
14.4167 0.5591 0.4409 1.1435 0.0027 2.4267 0.6394 0.3409 
14.4167 0.5486 0.4514 1.1469 0.0019 2.3487 0.6235 0.3182 
14.4167 0.5381 0.4619 1.1493 0.0006 2.2729 0.6057 0.2939 
14.4167 0.5276 0.4724 1.1510 0.0009 2.1916 0.5880 0.2717 
14.4167 0.5171 0.4829 1.1525 0.0022 2.1044 0.5719 0.2524 
14.4167 0.5066 0.4934 1.1541 0.0024 2.0241 0.5597 0.2320 
14.4167 0.4961 0.5039 1.1554 0.0013 1.9459 0.5482 0.2071 
14.4167 0.4856 0.5144 1.1563 0.0006 1.8696 0.5343 0.1793 
14.4167 0.4751 0.5249 1.1569 0.0005 1.8013 0.5201 0.1511 
14.4167 0.4646 0.5354 1.1579 0.0001 1.7420 0.5086 0.1224 
14.4167 0.4541 0.5459 1.1598 -0.0007 1.6894 0.5015 0.0950 
14.4167 0.4436 0.5564 1.1627 -0.0016 1.6371 0.4976 0.0688 
14.4167 0.4331 0.5669 1.1653 -0.0028 1.5849 0.4950 0.0386 
14.4167 0.4226 0.5774 1.1668 -0.0039 1.5396 0.4943 0.0046 
14.4167 0.4121 0.5879 1.1669 -0.0038 1.5027 0.4950 -0.0298 
14.4167 0.4016 0.5984 1.1652 -0.0027 1.4795 0.4942 -0.0669 
14.4167 0.3911 0.6089 1.1621 -0.0022 1.4745 0.4948 -0.1064 
14.4167 0.3806 0.6194 1.1587 -0.0027 1.4763 0.4976 -0.1458 
14.4167 0.3701 0.6299 1.1552 -0.0029 1.4847 0.4995 -0.1832 
14.4167 0.3596 0.6404 1.1509 -0.0021 1.5137 0.5040 -0.2232 
14.4167 0.3491 0.6509 1.1465 -0.0009 1.5615 0.5119 -0.2664 
14.4167 0.3386 0.6614 1.1421 -0.0000 1.6246 0.5198 -0.3067 
14.4167 0.3281 0.6719 1.1372 -0.0001 1.6935 0.5280 -0.3442 
14.4167 0.3176 0.6824 1.1312 -0.0010 1.7733 0.5403 -0.3843 
14.4167 0.3071 0.6929 1.1236 -0.0019 1.8675 0.5584 -0.4264 
14.4167 0.2966 0.7034 1.1147 -0.0029 1.9643 0.5791 -0.4670 
14.4167 0.2861 0.7139 1.1051 -0.0039 2.0601 0.6048 -0.5093 
14.4167 0.2756 0.7244 1.0953 -0.0048 2.1569 0.6324 -0.5521 
14.4167 0.2651 0.7349 1.0856 -0.0054 2.2583 0.6574 -0.5915 
14.4167 0.2546 0.7454 1.0753 -0.0055 2.3510 0.6787 -0.6235 
14.4167 0.2441 0.7559 1.0639 -0.0051 2.4287 0.6953 -0.6497 
14.4167 0.2336 0.7664 1.0514 -0.0049 2.5190 0.7149 -0.6785 
14.4167 0.2231 0.7769 1.0380 -0.0053 2.6126 0.7353 -0.7013 
14.4167 0.2126 0.7874 1.0238 -0.0055 2.6893 0.7458 -0.7143 
14.4167 0.2021 0.7979 1.0092 -0.0052 2.7681 0.7515 -0.7238 
14.4167 0.1916 0.8084 0.9941 -0.0048 2.8274 0.7603 -0.7349 
14.4167 0.1811 0.8189 0.9779 -0.0050 2.8650 0.7679 -0.7458 
14.4167 0.1706 0.8294 0.9609 -0.0054 2.8853 0.7652 -0.7450 
14.4167 0.1601 0.8399 0.9436 -0.0052 2.8932 0.7584 -0.7355 
14.4167 0.1496 0.8504 0.9257 -0.0050 2.8891 0.7510 -0.7201 
14.4167 0.1391 0.8609 0.9068 -0.0061 2.8578 0.7452 -0.7037 
14.4167 0.1286 0.8714 0.8869 -0.0080 2.8046 0.7403 -0.6868 
14.4167 0.1181 0.8819 0.8674 -0.0090 2.7280 0.7308 -0.6616 
14.4167 0.1076 0.8924 0.8491 -0.0089 2.6136 0.7194 -0.6232 
14.4167 0.0971 0.9029 0.8318 -0.0084 2.4835 0.7081 -0.5746 
14.4167 0.0866 0.9134 0.8155 -0.0085 2.3608 0.6921 -0.5243 
14.4167 0.0761 0.9239 0.7997 -0.0087 2.2343 0.6689 -0.4764 
