gen,minFit,best_run_id,pop_size,tsize,msize,pmut,ponec,ptwoc,pinv,pblo,pgswap,piswap,seed
1,0.1738956116556678,00002,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
7,0.16924898238459896,00033,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
18,0.1455561299448073,00078,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
23,0.14258645583835577,00098,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
27,0.13376887338209337,00116,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
38,0.13345736663311164,00157,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
51,0.1308199962253036,00210,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
64,0.13137999480393878,00261,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
66,0.13123067967638216,00272,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
73,0.11968626207404742,00299,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
85,0.11967265311570562,00346,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
92,0.11927875107577739,00374,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
93,0.11714172723647587,00378,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
94,0.11704699464015564,00380,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
99,0.11703818234193147,00401,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
100,0.11703818234193147,00401,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
