gen,minFit,best_run_id,pop_size,tsize,msize,pmut,ponec,ptwoc,pinv,pblo,pgswap,piswap,seed
1,1.1445412535390833,00003,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
2,1.0870487925053691,00016,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
3,0.9999751399619299,00019,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
6,0.9318606067400712,00030,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
45,1.0136532248537926,00175,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
46,1.0000000378334801,00190,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
47,0.9999999991653896,00193,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
53,1.0136532248537926,00175,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
56,1.0100992305502068,00229,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
57,0.9808884138198204,00236,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
59,1.0136532248537926,00175,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
61,0.9999999745263589,00252,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
62,0.9602926828389027,00255,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
67,0.9227434197493081,00273,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
100,0.9227434197493081,00273,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
