0.277566 	0.222435 	0 	1.1408841 	0.38921106 	9.0901877e-06
0.275196 	0.224863 	0 	1.1553966 	0.38798417 	0.00024741833
0.272531 	0.227643 	0 	1.1659827 	0.38456278 	0.00039164445
0.329002 	0.315326 	0 	1.2140495 	0.25833107 	7.2614285e-07
0.321174 	0.326681 	0 	1.2115042 	0.24433669 	1.8395887e-07
0.313125 	0.339109 	0 	1.2087212 	0.23009718 	-1.0159199e-07
0.329002 	0.315326 	0 	1.2140495 	0.25833107 	7.2614285e-07
0.321174 	0.326681 	0 	1.2115042 	0.24433669 	1.8395887e-07
0.313125 	0.339109 	0 	1.2087212 	0.23009718 	-1.0159199e-07
0.321174 	0.326681 	0 	1.2115042 	0.24433669 	1.8395887e-07
0.313125 	0.339109 	0 	1.2087212 	0.23009718 	-1.0159199e-07
0.304907 	0.352709 	0 	1.2056723 	0.21571371 	-6.0847253e-08
0.321174 	0.326681 	0 	1.2115042 	0.24433669 	1.8395887e-07
0.313125 	0.339109 	0 	1.2087212 	0.23009718 	-1.0159199e-07
0.304907 	0.352709 	0 	1.2056723 	0.21571371 	-6.0847253e-08
0.296605 	0.367565 	0 	1.2024093 	0.20132469 	-5.5366673e-09
0.313125 	0.339109 	0 	1.2087212 	0.23009718 	-1.0159199e-07
0.304907 	0.352709 	0 	1.2056723 	0.21571371 	-6.0847253e-08
0.296605 	0.367565 	0 	1.2024093 	0.20132469 	-5.5366673e-09
0.313125 	0.339109 	0 	1.2087212 	0.23009718 	-1.0159199e-07
0.304907 	0.352709 	0 	1.2056723 	0.21571371 	-6.0847253e-08
0.296605 	0.367565 	0 	1.2024093 	0.20132469 	-5.5366673e-09
0.288296 	0.383801 	0 	1.1989221 	0.18702273 	3.7836224e-09
0.304907 	0.352709 	0 	1.2056723 	0.21571371 	-6.0847253e-08
0.296605 	0.367565 	0 	1.2024093 	0.20132469 	-5.5366673e-09
0.288296 	0.383801 	0 	1.1989221 	0.18702273 	3.7836224e-09
0.304907 	0.352709 	0 	1.2056723 	0.21571371 	-6.0847253e-08
0.296605 	0.367565 	0 	1.2024093 	0.20132469 	-5.5366673e-09
0.288296 	0.383801 	0 	1.1989221 	0.18702273 	3.7836224e-09
0.280068 	0.401563 	0 	1.1951518 	0.17288991 	-5.6345251e-10
0.296605 	0.367565 	0 	1.2024093 	0.20132469 	-5.5366673e-09
0.288296 	0.383801 	0 	1.1989221 	0.18702273 	3.7836224e-09
0.280068 	0.401563 	0 	1.1951518 	0.17288991 	-5.6345251e-10
0.288296 	0.383801 	0 	1.1989221 	0.18702273 	3.7836224e-09
0.280068 	0.401563 	0 	1.1951518 	0.17288991 	-5.6345251e-10
0.288296 	0.383801 	0 	1.1989221 	0.18702273 	3.7836224e-09
0.280068 	0.401563 	0 	1.1951518 	0.17288991 	-5.6345251e-10
0.272038 	0.420981 	0 	1.1910233 	0.15902286 	-8.5058305e-09
0.280068 	0.401563 	0 	1.1951518 	0.17288991 	-5.6345251e-10
0.272038 	0.420981 	0 	1.1910233 	0.15902286 	-8.5058305e-09
0.272038 	0.420981 	0 	1.1910233 	0.15902286 	-8.5058305e-09
