gen,minFit,best_run_id,pop_size,tsize,msize,pmut,ponec,ptwoc,pinv,pblo,pgswap,piswap,seed
1,0.042853754270162574,00091,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
3,0.04281145439518722,00204,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
7,0.0425834273550339,00407,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
9,0.04255887374950737,00516,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
12,0.04255459646584829,00659,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
13,0.04255394817076623,00708,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
14,0.04251141524467123,00786,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
15,0.04248223167463801,00821,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
17,0.04243804539452024,00931,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
19,0.042436398974237476,01043,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
20,0.04239223830260673,01061,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
22,0.04238950168554073,01178,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
25,0.04237835512174222,01329,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
28,0.0423473831333102,01477,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
30,0.04231965930330319,01565,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
37,0.04230972915888062,01917,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
40,0.042293199256871375,02073,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
42,0.042287944534015603,02158,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
43,0.04223994415452712,02221,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
48,0.04223288950527979,02457,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
50,0.04222547387253623,02552,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
51,0.04221969840412672,02595,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
53,0.042198628914069315,02699,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
55,0.04214076329105585,02819,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
58,0.04203084544180311,02968,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
66,0.041883269227467344,03330,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
67,0.04187348152200172,03395,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
72,0.04181783198406447,03632,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
73,0.041761125458523236,03678,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
77,0.041643588882385986,03903,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
79,0.04152033597805884,04000,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
80,0.04148393150891615,04042,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
82,0.040743399869253315,04123,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
86,0.04066016061613421,04319,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
88,0.040463834000454175,04458,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
89,0.04032270189620058,04485,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
91,0.04023510049928203,04593,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
95,0.04016816767085331,04763,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
99,0.03941998804632524,04983,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
100,0.03941998804632524,04983,100,2,50,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
