gen,minFit,best_run_id,pop_size,tsize,msize,pmut,ponec,ptwoc,pinv,pblo,pgswap,piswap,seed
1,0.45685059989586185,00001,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
2,0.34021221003521596,00016,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
3,0.3180271710597597,00020,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
4,0.3088088421457317,00021,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
16,0.3041305361706417,00070,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
25,0.28169212612906824,00105,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
77,0.2603900923160738,00315,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
90,0.23483679243616734,00365,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
100,0.23483679243616734,00365,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
