gen,minFit,best_run_id,pop_size,tsize,msize,pmut,ponec,ptwoc,pinv,pblo,pgswap,piswap,seed
1,0.016201119909481553,00010,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
2,0.013742924668100601,00013,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
6,0.01353484123602161,00030,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
11,0.013232452603066535,00049,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
13,0.013131354322690697,00058,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
14,0.012421964989031637,00064,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
18,0.012115934694845579,00080,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
19,0.012016687235259324,00081,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
33,0.011916061167877795,00139,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
38,0.011441404714761546,00160,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
48,0.010993624635212387,00198,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
66,0.010878065342040869,00270,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
69,0.010833754456194245,00281,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
83,0.010805721972893674,00337,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
100,0.010805721972893674,00337,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
