gen,minFit,best_run_id,pop_size,tsize,msize,pmut,ponec,ptwoc,pinv,pblo,pgswap,piswap,seed
1,0.06210470115766842,00013,10,2,5,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
5,0.06215725687230691,00022,10,2,5,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
6,0.06157679231301335,00038,10,2,5,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
10,0.0614762803969905,00054,10,2,5,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
13,0.0583194565844252,00070,10,2,5,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
26,0.05754118934714577,00137,10,2,5,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
86,0.05798493815179106,00433,10,2,5,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
88,0.055543550130666974,00445,10,2,5,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
100,0.055543550130666974,00445,10,2,5,0.3,0.45,0.45,0.0,0.0,0.0,0.0,0
