gen,minFit,best_run_id,pop_size,tsize,msize,pmut,ponec,ptwoc,pinv,pblo,pgswap,piswap,seed
1,5.597171233826134,00003,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
2,2.748623855780986,00013,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
3,1.0504405250495765,00019,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
4,1.0471941219511909,00024,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
6,1.0468667462418861,00030,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
7,1.046599020463598,00034,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
8,1.0231197376595993,00038,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
23,0.9949668897840334,00099,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
59,0.9301559398537305,00244,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
100,0.6432818863123,00406,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
