gen,minFit,best_run_id,pop_size,tsize,msize,pmut,ponec,ptwoc,pinv,pblo,pgswap,piswap,seed
1,0.26593072791379213,00003,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
5,0.2649073758740423,00027,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
6,0.2208615749216492,00029,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
12,0.2178472706428745,00055,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
16,0.19361419253459378,00069,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
21,0.19130064352843068,00091,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
35,0.18419016059585613,00147,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
45,0.1705259841643496,00187,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
54,0.16600656395595034,00224,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
88,0.16325982563209646,00358,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
100,0.16325982563209646,00358,8,3,4,0.9,0.75,0.45,0.0,0.0,0.0,0.0,0
