y,R_0,R_1,R_2,R_3,R_4,R_5
0.47095585,1.378589e-06,-2.4053221e-08,-5.6899995e-11,1.3760416e-06,2.2785089e-09,2.6231177e-09
0.47200922,0.0001132594,-1.7141918e-05,-3.8683261e-08,0.00011345797,1.841495e-07,2.1628242e-07
0.4730626,0.0012436476,-0.00053187906,-1.0090754e-06,0.001277565,1.9685632e-06,2.4353939e-06
0.47411598,0.0044940198,-0.0020895049,-2.8485593e-06,0.004637358,5.9084529e-06,8.8400932e-06
0.47516935,0.0086171856,-0.0040373557,-4.3419101e-06,0.0089047008,9.5297056e-06,1.6974835e-05
0.47622273,0.012216081,-0.0057264198,-5.5746067e-06,0.012637804,1.2251579e-05,2.4091167e-05
0.47784436,0.015301205,-0.0071745125,-7.0849824e-06,0.01584,1.5616967e-05,3.0195442e-05
0.47967654,0.017810423,-0.008350364,-9.0775541e-06,0.018434658,2.0070344e-05,3.5141582e-05
0.48174659,0.019836377,-0.0092978377,-1.1726014e-05,0.020514117,2.5994678e-05,3.9105609e-05
0.48408539,0.021293227,-0.0099892396,-1.5051659e-05,0.021994362,3.3684934e-05,4.1927367e-05
0.48672785,0.02196202,-0.010385815,-1.8230439e-05,0.022646218,4.2418413e-05,4.3169987e-05
0.48971337,0.021639756,-0.010484651,-2.0353567e-05,0.022236698,5.113216e-05,4.2389326e-05
0.49308651,0.019635503,-0.0091883182,-1.8767533e-05,0.020016179,6.49845e-05,3.8156401e-05
0.49689759,0.014360265,-0.0062023057,-2.1783568e-05,0.014503817,8.4925593e-05,2.7648306e-05
0.50120346,0.0064853227,-0.0027659014,-2.6227937e-05,0.0065121886,7.4794762e-05,1.2414041e-05
0.50606837,0.0012622455,-0.00053170915,-1.3078978e-05,0.0012601133,3.1123912e-05,2.4021261e-06
0.51342034,0.000112642,-9.4715424e-06,-4.107283e-07,0.0001119217,4.032586e-06,2.1335387e-07
0.52129485,7.6797976e-06,1.3372122e-09,2.932532e-11,7.6652305e-06,8.6916007e-08,1.461206e-08
0.52972905,1.4963545e-06,4.1559208e-10,1.0015657e-11,1.4935243e-06,1.4563181e-08,2.8470725e-09
0.53876271,2.5029891e-07,1.4161467e-10,3.9239153e-12,2.4982847e-07,3.4295191e-09,4.762425e-10
0.54843845,1.3020823e-08,2.6840326e-11,1.1714624e-12,1.2997272e-08,5.6638608e-10,2.4776412e-11
0.55880189,7.1026954e-12,2.1247286e-14,6.5212068e-16,7.0900328e-12,7.8619313e-14,1.3515573e-14
0.56990192,2.0503741e-12,1.2593176e-14,3.9559395e-16,2.046965e-12,4.2065254e-14,3.9020841e-15
0.58179089,1.9837431e-12,2.5609269e-14,5.7200823e-16,1.9808841e-12,3.9970782e-14,3.7761157e-15
0.59452487,1.8677091e-11,3.2108569e-13,2.5377592e-15,1.8651732e-11,1.2133793e-13,3.5555385e-14
0.60816393,1.2371588e-10,2.539216e-12,2.2700895e-14,1.2356082e-10,9.1731171e-13,2.3554126e-13
0.62277239,7.5122757e-10,1.7240515e-11,1.7513714e-13,7.5034836e-10,6.6317049e-12,1.4303725e-12
0.63841915,5.128642e-09,1.2758336e-10,1.2172831e-12,5.1230028e-09,4.3235828e-11,9.7658673e-12
0.65517801,3.0470551e-08,8.2588423e-10,8.5281158e-12,3.0440274e-08,2.8398739e-10,5.8027622e-11
0.67312802,8.403125e-07,2.7297851e-08,9.9656386e-10,8.3979759e-07,3.0045796e-08,1.6008876e-09
0.69235383,1.9096746e-05,7.6010474e-07,5.0516543e-09,1.9083446e-05,1.09869e-07,3.6378353e-08
0.71294613,0.00082703457,4.9769249e-05,-1.4535988e-08,0.00082614228,-1.1665239e-06,1.5748568e-06
0.73500203,0.0042141547,0.00047381406,4.25557e-07,0.0042103425,-1.7948313e-06,8.0260829e-06
0.75705795,0.0090154251,0.0012457961,7.5457428e-07,0.0090119839,7.3721482e-07,1.7179346e-05
0.77765025,0.01257977,0.0018797745,8.0285532e-07,0.012587413,4.8337722e-06,2.3995108e-05
