0.4709558481 	-0.006108893281 	-4.090868754e-08 	6.809015336e-13 	0.04294550948 	2.117088617e-07 	-1.466160927e-12 	183.7537459 	0.0009049903114 	-6.267387337e-09
0.4711314108 	0 	0 	0 	0.1180952921 	-7.486207315e-07 	-1.072469295e-11 	0 	0 	0
0.4713069734 	0 	0 	0 	0.2360353199 	-8.304909972e-06 	-3.162392146e-11 	0 	0 	0
0.471482536 	0 	0 	0 	0.3535760652 	-2.56080838e-05 	-6.577402779e-11 	0 	0 	0
0.4716580986 	0 	0 	0 	0.469953505 	-3.854379989e-05 	-1.417881509e-10 	0 	0 	0
0.4718336613 	0 	0 	0 	0.5836293607 	-2.490317705e-05 	-2.786689174e-10 	0 	0 	0
0.4720092239 	0 	0 	0 	0.6924824506 	1.113512759e-05 	-4.337280484e-10 	0 	0 	0
0.4721847865 	0 	0 	0 	0.7944873135 	3.851085849e-05 	-5.545945746e-10 	0 	0 	0
0.4723603491 	0 	0 	0 	0.8883619858 	4.026636911e-05 	-6.511895606e-10 	0 	0 	0
0.4725359118 	0 	0 	0 	0.9737356606 	2.665973943e-05 	-7.603857977e-10 	0 	0 	0
0.4727114744 	0 	0 	0 	1.050918712 	1.262996236e-05 	-8.928262322e-10 	0 	0 	0
0.472887037 	0 	0 	0 	1.120585527 	3.810808778e-06 	-1.016507492e-09 	0 	0 	0
0.4730625996 	0 	0 	0 	1.18353963 	5.284008587e-06 	-1.180866037e-09 	0 	0 	0
0.4732381623 	0 	0 	0 	1.240584225 	3.10851117e-06 	-1.369523105e-09 	0 	0 	0
0.4734137249 	0 	0 	0 	1.29248354 	-6.794458159e-06 	-1.485362388e-09 	0 	0 	0
0.4735892875 	0 	0 	0 	1.339922036 	-3.053635617e-06 	-1.605267131e-09 	0 	0 	0
0.4737648501 	0 	0 	0 	1.383460237 	4.199785544e-06 	-1.75424272e-09 	0 	0 	0
0.4739404128 	0 	0 	0 	1.423563301 	4.692240138e-06 	-1.888236502e-09 	0 	0 	0
0.4741159754 	0 	0 	0 	1.460637208 	5.250861704e-06 	-2.018401575e-09 	0 	0 	0
0.474291538 	0 	0 	0 	1.495034664 	5.992109198e-06 	-2.1455815e-09 	0 	0 	0
0.4744671006 	0 	0 	0 	1.52705945 	6.748439078e-06 	-2.270021981e-09 	0 	0 	0
0.4746426632 	0 	0 	0 	1.556973781 	7.44845783e-06 	-2.391854988e-09 	0 	0 	0
0.4748182259 	0 	0 	0 	1.585004538 	8.14550628e-06 	-2.510279503e-09 	0 	0 	0
0.4749937885 	0 	0 	0 	1.611348256 	9.803565395e-06 	-2.609993294e-09 	0 	0 	0
